Start the SDDP algorithm 
Use Papadakos method to generate strong cuts: True 
Generate  cuts with linear relaxation: False 
Generate  WarmUp cuts in SDDP: True 
Generate  cuts with LBF: True 
Generate  cuts with two-stage solution: False 
Use valid inequalities: False 
Run SDDP in a single tree: False 
SDDP setting: 'JustYFix' 
Iteration: 1, Duration: 494, LB: 34804840.660985455, (exp UB:200030036.6347649),  Gap: 82.60,  Fixed x: False,  Fixed thetavar: False  
Iteration: 2, Duration: 535, LB: 34804840.6911639, (exp UB:202799207.837205),  Gap: 82.84,  Fixed x: False,  Fixed thetavar: False  
Iteration: 3, Duration: 574, LB: 34804840.72686331, (exp UB:128084448.14690882),  Gap: 72.83,  Fixed x: False,  Fixed thetavar: False  
Iteration: 4, Duration: 614, LB: 34804840.87600027, (exp UB:129880186.72934344),  Gap: 73.20,  Fixed x: False,  Fixed thetavar: False  
Iteration: 5, Duration: 703, LB: 34804840.800935686, (exp UB:30961962.12942525),  Gap: -12.41,  Fixed x: False,  Fixed thetavar: False  
Change stage 1 problem to integer 
Iteration: 6, Duration: 806, LB: 34804841.3748647, (exp UB:18888625.789352342),  Gap: -84.26,  Fixed x: False,  Fixed thetavar: False  
Iteration: 7, Duration: 909, LB: 34806551.92265302, (exp UB:23131109.505525842),  Gap: -50.48,  Fixed x: False,  Fixed thetavar: False  
Iteration: 8, Duration: 1011, LB: 34806561.30028146, (exp UB:21244915.50469628),  Gap: -63.83,  Fixed x: False,  Fixed thetavar: False  
Iteration: 9, Duration: 1098, LB: 34806657.38205923, (exp UB:20910269.861730397),  Gap: -66.46,  Fixed x: False,  Fixed thetavar: False  
Iteration: 10, Duration: 1171, LB: 34808916.435106024, (exp UB:19690055.46359875),  Gap: -76.78,  Fixed x: False,  Fixed thetavar: False  
Iteration: 11, Duration: 1254, LB: 34806710.33787593, (exp UB:22587727.0252462),  Gap: -54.10,  Fixed x: False,  Fixed thetavar: False  
Iteration: 12, Duration: 1349, LB: 34806695.49233918, (exp UB:20198722.425133705),  Gap: -72.32,  Fixed x: False,  Fixed thetavar: False  
Iteration: 13, Duration: 1460, LB: 34809997.325703785, (exp UB:22901201.49694232),  Gap: -52.00,  Fixed x: False,  Fixed thetavar: False  
Iteration: 14, Duration: 1572, LB: 34810184.99358061, (exp UB:19807992.58571352),  Gap: -75.74,  Fixed x: False,  Fixed thetavar: False  
Iteration: 15, Duration: 1837, LB: 34807207.07861209, (exp UB:22639929.146267306),  Gap: -53.74,  Fixed x: False,  Fixed thetavar: False  
Iteration: 16, Duration: 1983, LB: 34807273.06905722, (exp UB:18373293.15381157),  Gap: -89.44,  Fixed x: False,  Fixed thetavar: False  
Iteration: 17, Duration: 2176, LB: 34812081.73987188, (exp UB:27588239.73786337),  Gap: -26.18,  Fixed x: False,  Fixed thetavar: False  
Iteration: 18, Duration: 2452, LB: 34813327.01219959, (exp UB:27282934.657253645),  Gap: -27.60,  Fixed x: False,  Fixed thetavar: False  
Iteration: 19, Duration: 2622, LB: 34809907.364958495, (exp UB:26126468.520249516),  Gap: -33.24,  Fixed x: False,  Fixed thetavar: False  
Iteration: 20, Duration: 2813, LB: 34810882.22554539, (exp UB:22347806.79753659),  Gap: -55.77,  Fixed x: False,  Fixed thetavar: False  
Iteration: 21, Duration: 3081, LB: 34811470.82228316, (exp UB:24462913.263675038),  Gap: -42.30,  Fixed x: False,  Fixed thetavar: False  
Iteration: 22, Duration: 3259, LB: 34812520.04601845, (exp UB:19334162.583070297),  Gap: -80.06,  Fixed x: False,  Fixed thetavar: False  
Iteration: 23, Duration: 3508, LB: 34813135.71995993, (exp UB:22794204.988691643),  Gap: -52.73,  Fixed x: False,  Fixed thetavar: False  
Iteration: 24, Duration: 3812, LB: 34814528.5459224, (exp UB:25941359.144967914),  Gap: -34.20,  Fixed x: False,  Fixed thetavar: False  
Iteration: 25, Duration: 4108, LB: 34814213.83803263, (exp UB:19609022.974753793),  Gap: -77.54,  Fixed x: False,  Fixed thetavar: False  
Iteration: 26, Duration: 4340, LB: 34814994.11290239, (exp UB:22553078.32909831),  Gap: -54.37,  Fixed x: False,  Fixed thetavar: False  
Iteration: 27, Duration: 4646, LB: 34813171.26542689, (exp UB:20125490.066133328),  Gap: -72.98,  Fixed x: False,  Fixed thetavar: False  
Iteration: 28, Duration: 5043, LB: 34813362.22861357, (exp UB:24209960.274619244),  Gap: -43.80,  Fixed x: False,  Fixed thetavar: False  
Iteration: 29, Duration: 5298, LB: 34813965.56624846, (exp UB:22729873.13354972),  Gap: -53.16,  Fixed x: False,  Fixed thetavar: False  
Iteration: 30, Duration: 5695, LB: 34813828.99479066, (exp UB:19159410.094635017),  Gap: -81.71,  Fixed x: False,  Fixed thetavar: False  
Iteration: 31, Duration: 6154, LB: 34815657.80913168, (exp UB:19203132.634883612),  Gap: -81.30,  Fixed x: False,  Fixed thetavar: False  
Iteration: 32, Duration: 6388, LB: 34815500.69452194, (exp UB:19604330.354823023),  Gap: -77.59,  Fixed x: False,  Fixed thetavar: False  
Iteration: 33, Duration: 6680, LB: 34815452.795653366, (exp UB:20247851.690143105),  Gap: -71.95,  Fixed x: False,  Fixed thetavar: False  
Iteration: 34, Duration: 6950, LB: 34814604.08113426, (exp UB:24836846.038734112),  Gap: -40.17,  Fixed x: False,  Fixed thetavar: False  
Iteration: 35, Duration: 7316, LB: 34815628.55752122, (exp UB:19866172.075559888),  Gap: -75.25,  Fixed x: False,  Fixed thetavar: False  
Iteration: 36, Duration: 7687, LB: 34815320.84067117, (exp UB:18030375.921105385),  Gap: -93.09,  Fixed x: False,  Fixed thetavar: False  
Iteration: 37, Duration: 7983, LB: 34816131.99129969, (exp UB:20172474.127097804),  Gap: -72.59,  Fixed x: False,  Fixed thetavar: False  
Iteration: 38, Duration: 8281, LB: 34815775.85693219, (exp UB:20975211.86641128),  Gap: -65.99,  Fixed x: False,  Fixed thetavar: False  
Iteration: 39, Duration: 8835, LB: 34814915.7864781, (exp UB:20865560.559719037),  Gap: -66.85,  Fixed x: False,  Fixed thetavar: False  
Iteration: 40, Duration: 9180, LB: 34815161.13498006, (exp UB:24023908.072069883),  Gap: -44.92,  Fixed x: False,  Fixed thetavar: False  
Iteration: 41, Duration: 9510, LB: 34815396.19880888, (exp UB:21276734.573794708),  Gap: -63.63,  Fixed x: False,  Fixed thetavar: False  
Iteration: 42, Duration: 10062, LB: 34815058.865100026, (exp UB:21388857.39069894),  Gap: -62.77,  Fixed x: False,  Fixed thetavar: False  
Iteration: 43, Duration: 10547, LB: 34816482.40972698, (exp UB:23140448.642453976),  Gap: -50.46,  Fixed x: False,  Fixed thetavar: False  
Iteration: 44, Duration: 10814, LB: 34818297.96258741, (exp UB:18118913.4516993),  Gap: -92.17,  Fixed x: False,  Fixed thetavar: False  
