Start the SDDP algorithm 
Use Papadakos method to generate strong cuts: True 
Generate  cuts with linear relaxation: False 
Generate  WarmUp cuts in SDDP: True 
Generate  cuts with LBF: True 
Generate  cuts with two-stage solution: False 
Use valid inequalities: False 
Run SDDP in a single tree: False 
SDDP setting: 'JustYFix' 
Iteration: 1, Duration: 2329, LB: 64203536.785606965, (exp UB:58564389.811145484),  Gap: -9.63,  Fixed x: False,  Fixed thetavar: False  
Change stage 1 problem to integer 
Iteration: 2, Duration: 2434, LB: 64205263.79029575, (exp UB:28031177.70977271),  Gap: -129.05,  Fixed x: False,  Fixed thetavar: False  
Iteration: 3, Duration: 2688, LB: 64204906.31613306, (exp UB:29091566.663353182),  Gap: -120.70,  Fixed x: False,  Fixed thetavar: False  
Iteration: 4, Duration: 2885, LB: 64206927.379484735, (exp UB:32788407.579855848),  Gap: -95.82,  Fixed x: False,  Fixed thetavar: False  
Iteration: 5, Duration: 3043, LB: 64206986.33656165, (exp UB:33456645.89019875),  Gap: -91.91,  Fixed x: False,  Fixed thetavar: False  
Iteration: 6, Duration: 3199, LB: 64204951.553329475, (exp UB:29757341.677913174),  Gap: -115.76,  Fixed x: False,  Fixed thetavar: False  
Iteration: 7, Duration: 3522, LB: 64210296.242374904, (exp UB:31652304.754494578),  Gap: -102.86,  Fixed x: False,  Fixed thetavar: False  
Iteration: 8, Duration: 3907, LB: 65379171.81501099, (exp UB:31127564.058141563),  Gap: -110.04,  Fixed x: False,  Fixed thetavar: False  
Iteration: 9, Duration: 4099, LB: 65380409.51537432, (exp UB:30279887.76254855),  Gap: -115.92,  Fixed x: False,  Fixed thetavar: False  
Iteration: 10, Duration: 4295, LB: 65380956.90775977, (exp UB:32835736.09172543),  Gap: -99.12,  Fixed x: False,  Fixed thetavar: False  
Iteration: 11, Duration: 4521, LB: 65381637.30543837, (exp UB:29526394.93125198),  Gap: -121.43,  Fixed x: False,  Fixed thetavar: False  
Iteration: 12, Duration: 4796, LB: 65382834.65955167, (exp UB:28847593.70365957),  Gap: -126.65,  Fixed x: False,  Fixed thetavar: False  
Iteration: 13, Duration: 5046, LB: 65408730.492557794, (exp UB:32207899.477327123),  Gap: -103.08,  Fixed x: False,  Fixed thetavar: False  
Iteration: 14, Duration: 5482, LB: 65411501.00937073, (exp UB:35524095.55968708),  Gap: -84.13,  Fixed x: False,  Fixed thetavar: False  
Iteration: 15, Duration: 5882, LB: 65423881.3835547, (exp UB:31989839.292931043),  Gap: -104.51,  Fixed x: False,  Fixed thetavar: False  
Iteration: 16, Duration: 6146, LB: 65449977.19278051, (exp UB:33218666.136462886),  Gap: -97.03,  Fixed x: False,  Fixed thetavar: False  
Iteration: 17, Duration: 6347, LB: 65470657.19893909, (exp UB:35461828.562767126),  Gap: -84.62,  Fixed x: False,  Fixed thetavar: False  
Iteration: 18, Duration: 6765, LB: 65474612.31750213, (exp UB:35001396.94584822),  Gap: -87.06,  Fixed x: False,  Fixed thetavar: False  
Iteration: 19, Duration: 7032, LB: 65487124.02057646, (exp UB:32180054.33152074),  Gap: -103.50,  Fixed x: False,  Fixed thetavar: False  
Iteration: 20, Duration: 7614, LB: 65528901.7801429, (exp UB:30633588.782885805),  Gap: -113.91,  Fixed x: False,  Fixed thetavar: False  
Iteration: 21, Duration: 8039, LB: 65530799.12356458, (exp UB:36089945.51912123),  Gap: -81.58,  Fixed x: False,  Fixed thetavar: False  
Iteration: 22, Duration: 8528, LB: 65533751.04615342, (exp UB:32960322.267622523),  Gap: -98.83,  Fixed x: False,  Fixed thetavar: False  
Iteration: 23, Duration: 9007, LB: 65573193.79163686, (exp UB:37232693.01024826),  Gap: -76.12,  Fixed x: False,  Fixed thetavar: False  
Iteration: 24, Duration: 9491, LB: 65609384.518331334, (exp UB:35676483.704842575),  Gap: -83.90,  Fixed x: False,  Fixed thetavar: False  
Iteration: 25, Duration: 9973, LB: 65619661.42774187, (exp UB:35693892.91325769),  Gap: -83.84,  Fixed x: False,  Fixed thetavar: False  
Iteration: 26, Duration: 10293, LB: 65625895.58198851, (exp UB:34752111.11292743),  Gap: -88.84,  Fixed x: False,  Fixed thetavar: False  
Iteration: 27, Duration: 10485, LB: 65632840.93461145, (exp UB:31138859.283290863),  Gap: -110.77,  Fixed x: False,  Fixed thetavar: False  
Iteration: 28, Duration: 10788, LB: 65921846.455620974, (exp UB:33313364.495910425),  Gap: -97.88,  Fixed x: False,  Fixed thetavar: False  
Iteration: 29, Duration: 10973, LB: 65959038.709615216, (exp UB:30304135.50223882),  Gap: -117.66,  Fixed x: False,  Fixed thetavar: False  
Iteration: 30, Duration: 11209, LB: 66002875.63687916, (exp UB:34948935.89219802),  Gap: -88.86,  Fixed x: False,  Fixed thetavar: False  
Iteration: 31, Duration: 11493, LB: 66044322.05661285, (exp UB:36032734.35559181),  Gap: -83.29,  Fixed x: False,  Fixed thetavar: False  
Iteration: 32, Duration: 11783, LB: 66048468.96010925, (exp UB:33498454.56995053),  Gap: -97.17,  Fixed x: False,  Fixed thetavar: False  
Iteration: 33, Duration: 12414, LB: 66068321.621118836, (exp UB:34185302.73829231),  Gap: -93.27,  Fixed x: False,  Fixed thetavar: False  
Iteration: 34, Duration: 13339, LB: 66071780.050854355, (exp UB:32995911.290919602),  Gap: -100.24,  Fixed x: False,  Fixed thetavar: False  
Iteration: 35, Duration: 14040, LB: 66066979.67974511, (exp UB:33633364.24818897),  Gap: -96.43,  Fixed x: False,  Fixed thetavar: False  
Iteration: 36, Duration: 15146, LB: 66084203.28381785, (exp UB:33085796.669057973),  Gap: -99.74,  Fixed x: False,  Fixed thetavar: False  
Iteration: 37, Duration: 15593, LB: 66106626.91569457, (exp UB:36161855.04631289),  Gap: -82.81,  Fixed x: False,  Fixed thetavar: False  
Iteration: 38, Duration: 16370, LB: 66154781.9706129, (exp UB:35280186.254602626),  Gap: -87.51,  Fixed x: False,  Fixed thetavar: False  
Iteration: 39, Duration: 17041, LB: 66152090.280951105, (exp UB:40309749.864400044),  Gap: -64.11,  Fixed x: False,  Fixed thetavar: False  
Iteration: 40, Duration: 17938, LB: 66154568.05775461, (exp UB:40332105.908962235),  Gap: -64.02,  Fixed x: False,  Fixed thetavar: False  
Iteration: 41, Duration: 18661, LB: 66164353.982576594, (exp UB:36909259.02979764),  Gap: -79.26,  Fixed x: False,  Fixed thetavar: False  
Iteration: 42, Duration: 19446, LB: 66192257.593574256, (exp UB:35257868.00495435),  Gap: -87.74,  Fixed x: False,  Fixed thetavar: False  
Iteration: 43, Duration: 19949, LB: 66260114.16352902, (exp UB:35815408.09085179),  Gap: -85.00,  Fixed x: False,  Fixed thetavar: False  
Iteration: 44, Duration: 21123, LB: 66512088.441095345, (exp UB:34817965.986901745),  Gap: -91.03,  Fixed x: False,  Fixed thetavar: False  
Iteration: 45, Duration: 21609, LB: 66516446.93711003, (exp UB:33548968.64954326),  Gap: -98.27,  Fixed x: False,  Fixed thetavar: False  
Iteration: 46, Duration: 22283, LB: 66530294.62999151, (exp UB:30134501.02829845),  Gap: -120.78,  Fixed x: False,  Fixed thetavar: False  
Iteration: 47, Duration: 22868, LB: 66540212.44817998, (exp UB:34153051.97418455),  Gap: -94.83,  Fixed x: False,  Fixed thetavar: False  
Iteration: 48, Duration: 23286, LB: 66542581.781712, (exp UB:32645720.98577849),  Gap: -103.83,  Fixed x: False,  Fixed thetavar: False  
Iteration: 49, Duration: 23842, LB: 66548194.72416452, (exp UB:32000556.281767488),  Gap: -107.96,  Fixed x: False,  Fixed thetavar: False  
Iteration: 50, Duration: 25528, LB: 66755460.67206819, (exp UB:40576803.907702744),  Gap: -64.52,  Fixed x: False,  Fixed thetavar: False  
Iteration: 51, Duration: 26465, LB: 66754013.05999288, (exp UB:37539955.12663603),  Gap: -77.82,  Fixed x: False,  Fixed thetavar: False  
Iteration: 52, Duration: 27153, LB: 66758207.7740664, (exp UB:38197244.25049681),  Gap: -74.77,  Fixed x: False,  Fixed thetavar: False  
Iteration: 53, Duration: 27845, LB: 66760589.7223744, (exp UB:34937872.030254014),  Gap: -91.08,  Fixed x: False,  Fixed thetavar: False  
Iteration: 54, Duration: 28322, LB: 66772143.24422318, (exp UB:33784454.038106866),  Gap: -97.64,  Fixed x: False,  Fixed thetavar: False  
