Start the SDDP algorithm 
Use Papadakos method to generate strong cuts: True 
Generate  cuts with linear relaxation: False 
Generate  WarmUp cuts in SDDP: True 
Generate  cuts with LBF: True 
Generate  cuts with two-stage solution: False 
Use valid inequalities: False 
Run SDDP in a single tree: False 
SDDP setting: 'JustYFix' 
Iteration: 1, Duration: 13645, LB: 14644558.217403624, (exp UB:14857140.08820016),  Gap: 1.43,  Fixed x: True,  Fixed thetavar: True  
Iteration: 2, Duration: 13707, LB: 14647273.188314702, (exp UB:10571742.610616444),  Gap: -38.55,  Fixed x: True,  Fixed thetavar: True  
Change stage 1 problem to integer 
Iteration: 3, Duration: 13811, LB: 14646057.843331601, (exp UB:13665477.804530367),  Gap: -7.18,  Fixed x: True,  Fixed thetavar: True  
Iteration: 4, Duration: 13903, LB: 14645626.995176952, (exp UB:12092723.069542635),  Gap: -21.11,  Fixed x: True,  Fixed thetavar: True  
Iteration: 5, Duration: 14001, LB: 14645409.597503968, (exp UB:10463197.033150401),  Gap: -39.97,  Fixed x: True,  Fixed thetavar: True  
Iteration: 6, Duration: 14079, LB: 14645711.52921047, (exp UB:13992536.073809657),  Gap: -4.67,  Fixed x: True,  Fixed thetavar: True  
Iteration: 7, Duration: 14179, LB: 14645611.749617139, (exp UB:12118960.836767279),  Gap: -20.85,  Fixed x: True,  Fixed thetavar: True  
Iteration: 8, Duration: 14282, LB: 14646305.48055069, (exp UB:11533132.133318685),  Gap: -26.99,  Fixed x: True,  Fixed thetavar: True  
Iteration: 9, Duration: 14388, LB: 14646112.681492766, (exp UB:10615410.611325955),  Gap: -37.97,  Fixed x: True,  Fixed thetavar: True  
Iteration: 10, Duration: 14506, LB: 14645566.70793297, (exp UB:11431098.228575826),  Gap: -28.12,  Fixed x: True,  Fixed thetavar: True  
Iteration: 11, Duration: 14609, LB: 14645914.540721318, (exp UB:12200679.118147274),  Gap: -20.04,  Fixed x: True,  Fixed thetavar: True  
Iteration: 12, Duration: 14726, LB: 14645908.053940825, (exp UB:12765902.585413747),  Gap: -14.73,  Fixed x: True,  Fixed thetavar: True  
Iteration: 13, Duration: 14832, LB: 14646388.389945306, (exp UB:8978561.547097187),  Gap: -63.13,  Fixed x: True,  Fixed thetavar: True  
Iteration: 14, Duration: 14981, LB: 14645785.065303119, (exp UB:11178778.785852034),  Gap: -31.01,  Fixed x: True,  Fixed thetavar: True  
Iteration: 15, Duration: 15125, LB: 14645927.477441723, (exp UB:14067247.286022196),  Gap: -4.11,  Fixed x: True,  Fixed thetavar: True  
Iteration: 16, Duration: 15254, LB: 14646628.117445799, (exp UB:10334019.745630614),  Gap: -41.73,  Fixed x: True,  Fixed thetavar: True  
Iteration: 17, Duration: 15402, LB: 14645542.210298933, (exp UB:12472657.63872978),  Gap: -17.42,  Fixed x: True,  Fixed thetavar: True  
Iteration: 18, Duration: 15539, LB: 14646045.010330921, (exp UB:11703884.499293169),  Gap: -25.14,  Fixed x: True,  Fixed thetavar: True  
Iteration: 19, Duration: 15664, LB: 14646520.166032936, (exp UB:12111186.534358568),  Gap: -20.93,  Fixed x: True,  Fixed thetavar: True  
Iteration: 20, Duration: 15839, LB: 14646102.27548363, (exp UB:12549784.081317399),  Gap: -16.70,  Fixed x: True,  Fixed thetavar: True  
