Start the SDDP algorithm 
Use Papadakos method to generate strong cuts: True 
Generate  cuts with linear relaxation: False 
Generate  WarmUp cuts in SDDP: True 
Generate  cuts with LBF: True 
Generate  cuts with two-stage solution: False 
Use valid inequalities: False 
Run SDDP in a single tree: False 
SDDP setting: 'JustYFix' 
Iteration: 1, Duration: 7600, LB: 1001730.1144824406, (exp UB:1258446.953684442),  Gap: 20.40,  Fixed x: True,  Fixed thetavar: True  
Iteration: 2, Duration: 7622, LB: 1001730.1159779842, (exp UB:1352835.4617439685),  Gap: 25.95,  Fixed x: True,  Fixed thetavar: True  
Iteration: 3, Duration: 7645, LB: 1001730.1164983906, (exp UB:1001288.7289342736),  Gap: -0.04,  Fixed x: True,  Fixed thetavar: True  
Change stage 1 problem to integer 
Iteration: 4, Duration: 7675, LB: 1001729.6020435939, (exp UB:1014531.9127361843),  Gap: 1.26,  Fixed x: True,  Fixed thetavar: True  
Iteration: 5, Duration: 7708, LB: 1001771.9988192532, (exp UB:1005075.0154316984),  Gap: 0.33,  Fixed x: True,  Fixed thetavar: True  
Iteration: 6, Duration: 7739, LB: 1001729.6154335076, (exp UB:1005246.742241669),  Gap: 0.35,  Fixed x: True,  Fixed thetavar: True  
Iteration: 7, Duration: 7774, LB: 1001729.6216977453, (exp UB:1003490.6064604598),  Gap: 0.18,  Fixed x: True,  Fixed thetavar: True  
Iteration: 8, Duration: 7820, LB: 1001729.627632297, (exp UB:1002709.3966418541),  Gap: 0.10,  Fixed x: True,  Fixed thetavar: True  
Iteration: 9, Duration: 7855, LB: 1001729.622971177, (exp UB:1002838.4568625197),  Gap: 0.11,  Fixed x: True,  Fixed thetavar: True  
Iteration: 10, Duration: 7893, LB: 1001729.6258116969, (exp UB:1003556.1821538864),  Gap: 0.18,  Fixed x: True,  Fixed thetavar: True  
Iteration: 11, Duration: 7932, LB: 1001729.6255422416, (exp UB:1022144.0250131506),  Gap: 2.00,  Fixed x: True,  Fixed thetavar: True  
Iteration: 12, Duration: 7973, LB: 1001729.6296119766, (exp UB:1004200.1977473572),  Gap: 0.25,  Fixed x: True,  Fixed thetavar: True  
Iteration: 13, Duration: 8010, LB: 1001729.6383693026, (exp UB:1004109.6052798353),  Gap: 0.24,  Fixed x: True,  Fixed thetavar: True  
Iteration: 14, Duration: 8049, LB: 1001729.6344430426, (exp UB:1004750.7355806081),  Gap: 0.30,  Fixed x: True,  Fixed thetavar: True  
Iteration: 15, Duration: 8089, LB: 1001729.6336440942, (exp UB:1003632.8697866858),  Gap: 0.19,  Fixed x: True,  Fixed thetavar: True  
Iteration: 16, Duration: 8152, LB: 1001729.7434501699, (exp UB:1003260.5799925473),  Gap: 0.15,  Fixed x: True,  Fixed thetavar: True  
Iteration: 17, Duration: 8211, LB: 1001729.7064499862, (exp UB:1002103.0141773637),  Gap: 0.04,  Fixed x: True,  Fixed thetavar: True  
Iteration: 18, Duration: 8277, LB: 1001729.8494503514, (exp UB:1499559.186365372),  Gap: 33.20,  Fixed x: True,  Fixed thetavar: True  
Iteration: 19, Duration: 8339, LB: 1001729.962449965, (exp UB:1003779.5754363311),  Gap: 0.20,  Fixed x: True,  Fixed thetavar: True  
Iteration: 20, Duration: 8396, LB: 1001729.8604500007, (exp UB:1028311.794796252),  Gap: 2.59,  Fixed x: True,  Fixed thetavar: True  
Iteration: 21, Duration: 8466, LB: 1001729.8971104075, (exp UB:1002873.4596056362),  Gap: 0.11,  Fixed x: True,  Fixed thetavar: True  
Iteration: 22, Duration: 8528, LB: 1001730.0982750409, (exp UB:1003193.5722927586),  Gap: 0.15,  Fixed x: True,  Fixed thetavar: True  
Iteration: 23, Duration: 8593, LB: 1001730.2139016094, (exp UB:1001326.5409705169),  Gap: -0.04,  Fixed x: True,  Fixed thetavar: True  
Iteration: 24, Duration: 8656, LB: 1001805.3714841501, (exp UB:1003565.7966543074),  Gap: 0.18,  Fixed x: True,  Fixed thetavar: True  
Iteration: 25, Duration: 8718, LB: 1001730.1741511263, (exp UB:1001788.1037528935),  Gap: 0.01,  Fixed x: True,  Fixed thetavar: True  
Iteration: 26, Duration: 8779, LB: 1001730.1765180277, (exp UB:1005015.5529483287),  Gap: 0.33,  Fixed x: True,  Fixed thetavar: True  
Iteration: 27, Duration: 8849, LB: 1001730.3459680555, (exp UB:1008814.8792220108),  Gap: 0.70,  Fixed x: True,  Fixed thetavar: True  
Iteration: 28, Duration: 8915, LB: 1001730.2937421703, (exp UB:1003727.9928013505),  Gap: 0.20,  Fixed x: True,  Fixed thetavar: True  
Iteration: 29, Duration: 8983, LB: 1001730.2418870304, (exp UB:1005045.9220042815),  Gap: 0.33,  Fixed x: True,  Fixed thetavar: True  
Iteration: 30, Duration: 9052, LB: 1001730.4937626519, (exp UB:1004463.5209576912),  Gap: 0.27,  Fixed x: True,  Fixed thetavar: True  
Iteration: 31, Duration: 9119, LB: 1001894.3797580592, (exp UB:1003747.2385402313),  Gap: 0.18,  Fixed x: True,  Fixed thetavar: True  
Iteration: 32, Duration: 9184, LB: 1002071.1039176, (exp UB:1003054.0774760548),  Gap: 0.10,  Fixed x: True,  Fixed thetavar: True  
Iteration: 33, Duration: 9254, LB: 1004026.3463500793, (exp UB:1004859.541278629),  Gap: 0.08,  Fixed x: True,  Fixed thetavar: True  
Iteration: 34, Duration: 9331, LB: 1004644.9723688146, (exp UB:1007876.4600060123),  Gap: 0.32,  Fixed x: True,  Fixed thetavar: True  
Iteration: 35, Duration: 9398, LB: 1004644.406877255, (exp UB:1004933.9294479484),  Gap: 0.03,  Fixed x: True,  Fixed thetavar: True  
Iteration: 36, Duration: 9469, LB: 1004702.3866785716, (exp UB:1004584.5342704444),  Gap: -0.01,  Fixed x: True,  Fixed thetavar: True  
Iteration: 37, Duration: 9556, LB: 1004793.9978992231, (exp UB:1011205.6723459156),  Gap: 0.63,  Fixed x: True,  Fixed thetavar: True  
Iteration: 38, Duration: 9631, LB: 1004892.275463651, (exp UB:1005795.2848217014),  Gap: 0.09,  Fixed x: True,  Fixed thetavar: True  
Iteration: 39, Duration: 9708, LB: 1005309.359372392, (exp UB:1006169.4157606664),  Gap: 0.09,  Fixed x: True,  Fixed thetavar: True  
Iteration: 40, Duration: 9838, LB: 1005547.9886178661, (exp UB:1006115.5507447403),  Gap: 0.06,  Fixed x: True,  Fixed thetavar: True  
Iteration: 41, Duration: 9942, LB: 1005528.6782929538, (exp UB:1005895.5187215109),  Gap: 0.04,  Fixed x: True,  Fixed thetavar: True  
Iteration: 42, Duration: 10078, LB: 1005497.7503218997, (exp UB:1006148.9288546798),  Gap: 0.06,  Fixed x: True,  Fixed thetavar: True  
Iteration: 43, Duration: 10238, LB: 1005576.1024469284, (exp UB:1009076.635275191),  Gap: 0.35,  Fixed x: True,  Fixed thetavar: True  
Iteration: 44, Duration: 10365, LB: 1005632.4287917151, (exp UB:1006874.6155196116),  Gap: 0.12,  Fixed x: True,  Fixed thetavar: True  
Iteration: 45, Duration: 10544, LB: 1005846.1780885888, (exp UB:1005493.9212251484),  Gap: -0.04,  Fixed x: True,  Fixed thetavar: True  
Iteration: 46, Duration: 10698, LB: 1005948.3966603132, (exp UB:1006100.0122790921),  Gap: 0.02,  Fixed x: True,  Fixed thetavar: True  
Iteration: 47, Duration: 10921, LB: 1005995.5936186811, (exp UB:1006319.0748216968),  Gap: 0.03,  Fixed x: True,  Fixed thetavar: True  
Iteration: 48, Duration: 11017, LB: 1007652.2808213026, (exp UB:1008011.1400446818),  Gap: 0.04,  Fixed x: True,  Fixed thetavar: True  
Iteration: 49, Duration: 11125, LB: 1007598.2960375155, (exp UB:1008880.8077101002),  Gap: 0.13,  Fixed x: True,  Fixed thetavar: True  
Iteration: 50, Duration: 11228, LB: 1007696.513898485, (exp UB:1007511.7899080091),  Gap: -0.02,  Fixed x: True,  Fixed thetavar: True  
Iteration: 51, Duration: 11324, LB: 1008041.6408549942, (exp UB:1008639.615296731),  Gap: 0.06,  Fixed x: True,  Fixed thetavar: True  
Iteration: 52, Duration: 11425, LB: 1008040.4022697867, (exp UB:1010665.6663975394),  Gap: 0.26,  Fixed x: True,  Fixed thetavar: True  
Iteration: 53, Duration: 11519, LB: 1008062.6662872484, (exp UB:1007678.2249960231),  Gap: -0.04,  Fixed x: True,  Fixed thetavar: True  
Iteration: 54, Duration: 11616, LB: 1008023.8636834822, (exp UB:1015850.4951999873),  Gap: 0.77,  Fixed x: True,  Fixed thetavar: True  
Iteration: 55, Duration: 11721, LB: 1007985.4116331935, (exp UB:1006868.0418992229),  Gap: -0.11,  Fixed x: True,  Fixed thetavar: True  
Iteration: 56, Duration: 11826, LB: 1008064.1197582956, (exp UB:1008186.8766213787),  Gap: 0.01,  Fixed x: True,  Fixed thetavar: True  
Iteration: 57, Duration: 11966, LB: 1008078.7235805142, (exp UB:1008733.9127111441),  Gap: 0.06,  Fixed x: True,  Fixed thetavar: True  
Iteration: 58, Duration: 12132, LB: 1008014.7037565535, (exp UB:1012441.7614559572),  Gap: 0.44,  Fixed x: True,  Fixed thetavar: True  
Iteration: 59, Duration: 12262, LB: 1008064.2930528782, (exp UB:1008106.4120857092),  Gap: 0.00,  Fixed x: True,  Fixed thetavar: True  
Iteration: 60, Duration: 12419, LB: 1008072.5253195935, (exp UB:1007605.996631644),  Gap: -0.05,  Fixed x: True,  Fixed thetavar: True  
Iteration: 61, Duration: 12626, LB: 1008055.5342345167, (exp UB:1011899.4471879257),  Gap: 0.38,  Fixed x: True,  Fixed thetavar: True  
Iteration: 62, Duration: 12813, LB: 1008053.3641068023, (exp UB:1013488.9797358341),  Gap: 0.54,  Fixed x: True,  Fixed thetavar: True  
Iteration: 63, Duration: 12974, LB: 1007998.9781565142, (exp UB:1008081.6960922655),  Gap: 0.01,  Fixed x: True,  Fixed thetavar: True  
Iteration: 64, Duration: 13175, LB: 1008030.7212203472, (exp UB:1010327.0763529016),  Gap: 0.23,  Fixed x: True,  Fixed thetavar: True  
Iteration: 65, Duration: 13395, LB: 1008092.8068118108, (exp UB:1011385.0517319188),  Gap: 0.33,  Fixed x: True,  Fixed thetavar: True  
Iteration: 66, Duration: 13612, LB: 1008069.4822989068, (exp UB:1006847.4793466254),  Gap: -0.12,  Fixed x: True,  Fixed thetavar: True  
Iteration: 67, Duration: 13822, LB: 1008068.5949434233, (exp UB:1009751.1252375238),  Gap: 0.17,  Fixed x: True,  Fixed thetavar: True  
Iteration: 68, Duration: 14064, LB: 1008094.7446903214, (exp UB:1008560.6089358263),  Gap: 0.05,  Fixed x: True,  Fixed thetavar: True  
Iteration: 69, Duration: 14177, LB: 1008309.2405945878, (exp UB:1007039.1892454779),  Gap: -0.13,  Fixed x: True,  Fixed thetavar: True  
Iteration: 70, Duration: 14285, LB: 1008377.5584645944, (exp UB:1010003.3459748836),  Gap: 0.16,  Fixed x: True,  Fixed thetavar: True  
Iteration: 71, Duration: 14401, LB: 1008361.223438509, (exp UB:1013821.9651942217),  Gap: 0.54,  Fixed x: True,  Fixed thetavar: True  
Iteration: 72, Duration: 14518, LB: 1008350.8280917654, (exp UB:1010265.9554343406),  Gap: 0.19,  Fixed x: True,  Fixed thetavar: True  
Iteration: 73, Duration: 14639, LB: 1008444.9250298046, (exp UB:1008735.0635318045),  Gap: 0.03,  Fixed x: True,  Fixed thetavar: True  
Iteration: 74, Duration: 14757, LB: 1008416.5099020948, (exp UB:1009105.8189968035),  Gap: 0.07,  Fixed x: True,  Fixed thetavar: True  
Iteration: 75, Duration: 14881, LB: 1008409.6184951616, (exp UB:1009760.9587405939),  Gap: 0.13,  Fixed x: True,  Fixed thetavar: True  
Iteration: 76, Duration: 14998, LB: 1008404.5196671127, (exp UB:1013450.2771296276),  Gap: 0.50,  Fixed x: True,  Fixed thetavar: True  
Iteration: 77, Duration: 15084, LB: 1008404.5186867747, (exp UB:1011562.8424212129),  Gap: 0.31,  Fixed x: True,  Fixed thetavar: True  
Iteration: 78, Duration: 15188, LB: 1008404.5186867747, (exp UB:1013787.0813964437),  Gap: 0.53,  Fixed x: True,  Fixed thetavar: True  
Iteration: 79, Duration: 15277, LB: 1008404.5186867747, (exp UB:1015011.020159746),  Gap: 0.65,  Fixed x: True,  Fixed thetavar: True  
Iteration: 80, Duration: 15398, LB: 1008419.0416423634, (exp UB:1008209.4520609431),  Gap: -0.02,  Fixed x: True,  Fixed thetavar: True  
Iteration: 81, Duration: 15534, LB: 1008416.983361724, (exp UB:1009438.6808046424),  Gap: 0.10,  Fixed x: True,  Fixed thetavar: True  
Iteration: 82, Duration: 15664, LB: 1008420.8734756947, (exp UB:1009154.3569135647),  Gap: 0.07,  Fixed x: True,  Fixed thetavar: True  
Iteration: 83, Duration: 15791, LB: 1008465.5785083105, (exp UB:1005735.3169891792),  Gap: -0.27,  Fixed x: True,  Fixed thetavar: True  
Iteration: 84, Duration: 15924, LB: 1008410.8101233409, (exp UB:1009670.3621693768),  Gap: 0.12,  Fixed x: True,  Fixed thetavar: True  
Iteration: 85, Duration: 16055, LB: 1008411.3769215583, (exp UB:1016899.9074215868),  Gap: 0.83,  Fixed x: True,  Fixed thetavar: True  
Iteration: 86, Duration: 16192, LB: 1008409.140609873, (exp UB:1008745.1238365297),  Gap: 0.03,  Fixed x: True,  Fixed thetavar: True  
