Start the SDDP algorithm 
Use Papadakos method to generate strong cuts: True 
Generate  cuts with linear relaxation: False 
Generate  WarmUp cuts in SDDP: False 
Generate  cuts with LBF: True 
Generate  cuts with two-stage solution: False 
Use valid inequalities: False 
Run SDDP in a single tree: False 
SDDP setting: 'JustYFix' 
Iteration: 1, Duration: 296, LB: 6048995.738831251, (exp UB:4741088.8390806485),  Gap: -27.59,  Fixed x: False,  Fixed thetavar: False  
Iteration: 2, Duration: 326, LB: 6048995.751870038, (exp UB:4259682.4133048095),  Gap: -42.01,  Fixed x: False,  Fixed thetavar: False  
Iteration: 3, Duration: 368, LB: 6048995.740311798, (exp UB:2294868.520298526),  Gap: -163.59,  Fixed x: False,  Fixed thetavar: False  
Iteration: 4, Duration: 392, LB: 6048995.813831316, (exp UB:2438760.2901407178),  Gap: -148.04,  Fixed x: False,  Fixed thetavar: False  
Iteration: 5, Duration: 418, LB: 6048996.047831254, (exp UB:3614556.4265596606),  Gap: -67.35,  Fixed x: False,  Fixed thetavar: False  
Iteration: 6, Duration: 444, LB: 6048996.047939317, (exp UB:2188329.5509176557),  Gap: -176.42,  Fixed x: False,  Fixed thetavar: False  
Iteration: 7, Duration: 470, LB: 6048996.782743959, (exp UB:3271646.821430554),  Gap: -84.89,  Fixed x: False,  Fixed thetavar: False  
Iteration: 8, Duration: 497, LB: 6048995.940062504, (exp UB:4891998.799766552),  Gap: -23.65,  Fixed x: False,  Fixed thetavar: False  
Iteration: 9, Duration: 526, LB: 6048996.006725942, (exp UB:6008654.550959313),  Gap: -0.67,  Fixed x: False,  Fixed thetavar: False  
Iteration: 10, Duration: 555, LB: 6048996.08853896, (exp UB:2855298.1154206814),  Gap: -111.85,  Fixed x: False,  Fixed thetavar: False  
Iteration: 11, Duration: 586, LB: 6049175.357345303, (exp UB:3271688.251111337),  Gap: -84.89,  Fixed x: False,  Fixed thetavar: False  
Iteration: 12, Duration: 616, LB: 6048996.145596813, (exp UB:3976079.3182882313),  Gap: -52.13,  Fixed x: False,  Fixed thetavar: False  
Iteration: 13, Duration: 652, LB: 6049566.896710485, (exp UB:6031051.509320662),  Gap: -0.31,  Fixed x: False,  Fixed thetavar: False  
Iteration: 14, Duration: 685, LB: 6049839.725745892, (exp UB:2635927.938591051),  Gap: -129.51,  Fixed x: False,  Fixed thetavar: False  
Iteration: 15, Duration: 716, LB: 6050074.496604973, (exp UB:4843601.374693342),  Gap: -24.91,  Fixed x: False,  Fixed thetavar: False  
Iteration: 16, Duration: 749, LB: 6050752.875686999, (exp UB:4856947.975477125),  Gap: -24.58,  Fixed x: False,  Fixed thetavar: False  
Iteration: 17, Duration: 786, LB: 6050733.55466849, (exp UB:3666615.2790482934),  Gap: -65.02,  Fixed x: False,  Fixed thetavar: False  
Iteration: 18, Duration: 822, LB: 6050711.6459555505, (exp UB:5440179.550840262),  Gap: -11.22,  Fixed x: False,  Fixed thetavar: False  
Iteration: 19, Duration: 857, LB: 6050710.8834188655, (exp UB:5476539.184697043),  Gap: -10.48,  Fixed x: False,  Fixed thetavar: False  
Iteration: 20, Duration: 895, LB: 6050600.7045768555, (exp UB:5419152.263757393),  Gap: -11.65,  Fixed x: False,  Fixed thetavar: False  
Iteration: 21, Duration: 930, LB: 6050776.820289183, (exp UB:2860138.713221539),  Gap: -111.56,  Fixed x: False,  Fixed thetavar: False  
Iteration: 22, Duration: 970, LB: 6051162.6131312, (exp UB:3689791.682937207),  Gap: -64.00,  Fixed x: False,  Fixed thetavar: False  
Iteration: 23, Duration: 1014, LB: 6051186.859818884, (exp UB:2786597.0999148972),  Gap: -117.15,  Fixed x: False,  Fixed thetavar: False  
Iteration: 24, Duration: 1053, LB: 6051196.351689676, (exp UB:2263678.284733245),  Gap: -167.32,  Fixed x: False,  Fixed thetavar: False  
Iteration: 25, Duration: 1093, LB: 6050929.952602062, (exp UB:2693994.836281657),  Gap: -124.61,  Fixed x: False,  Fixed thetavar: False  
Iteration: 26, Duration: 1148, LB: 6050696.702597126, (exp UB:4682852.497347114),  Gap: -29.21,  Fixed x: False,  Fixed thetavar: False  
Iteration: 27, Duration: 1198, LB: 6050944.148026751, (exp UB:4051623.5029713446),  Gap: -49.35,  Fixed x: False,  Fixed thetavar: False  
Iteration: 28, Duration: 1258, LB: 6051239.192617711, (exp UB:4225836.952268642),  Gap: -43.20,  Fixed x: False,  Fixed thetavar: False  
Iteration: 29, Duration: 1309, LB: 6050847.253599522, (exp UB:6157090.792932578),  Gap: 1.73,  Fixed x: False,  Fixed thetavar: False  
Iteration: 30, Duration: 1362, LB: 6050661.013403353, (exp UB:3759252.5963483015),  Gap: -60.95,  Fixed x: False,  Fixed thetavar: False  
Iteration: 31, Duration: 1419, LB: 6050902.115860205, (exp UB:4481624.739083363),  Gap: -35.02,  Fixed x: False,  Fixed thetavar: False  
Iteration: 32, Duration: 1473, LB: 6050944.147867173, (exp UB:5875488.55225202),  Gap: -2.99,  Fixed x: False,  Fixed thetavar: False  
Iteration: 33, Duration: 1531, LB: 6051034.101701314, (exp UB:5731497.715619178),  Gap: -5.58,  Fixed x: False,  Fixed thetavar: False  
Iteration: 34, Duration: 1590, LB: 6051036.53824356, (exp UB:4822542.251630576),  Gap: -25.47,  Fixed x: False,  Fixed thetavar: False  
Iteration: 35, Duration: 1633, LB: 6051036.53824356, (exp UB:2049199.856639564),  Gap: -195.29,  Fixed x: False,  Fixed thetavar: False  
Iteration: 36, Duration: 1693, LB: 6051001.702834347, (exp UB:4664999.90072247),  Gap: -29.71,  Fixed x: False,  Fixed thetavar: False  
Iteration: 37, Duration: 1771, LB: 6051007.028925293, (exp UB:2296410.7028847495),  Gap: -163.50,  Fixed x: False,  Fixed thetavar: False  
Iteration: 38, Duration: 1838, LB: 6051037.657648083, (exp UB:3452884.628324244),  Gap: -75.25,  Fixed x: False,  Fixed thetavar: False  
Iteration: 39, Duration: 1900, LB: 6050852.355196593, (exp UB:2785688.719677871),  Gap: -117.21,  Fixed x: False,  Fixed thetavar: False  
Iteration: 40, Duration: 1972, LB: 6051043.963436136, (exp UB:3507668.3803820317),  Gap: -72.51,  Fixed x: False,  Fixed thetavar: False  
Iteration: 41, Duration: 2021, LB: 6051043.963436136, (exp UB:5345857.739499925),  Gap: -13.19,  Fixed x: False,  Fixed thetavar: False  
Iteration: 42, Duration: 2086, LB: 6050967.719861201, (exp UB:5310111.474717731),  Gap: -13.95,  Fixed x: False,  Fixed thetavar: False  
Iteration: 43, Duration: 2159, LB: 6051043.888972808, (exp UB:5937724.761138026),  Gap: -1.91,  Fixed x: False,  Fixed thetavar: False  
Iteration: 44, Duration: 2227, LB: 6051045.213874618, (exp UB:3836053.491902674),  Gap: -57.74,  Fixed x: False,  Fixed thetavar: False  
Iteration: 45, Duration: 2273, LB: 6051045.213874618, (exp UB:3364851.4164580065),  Gap: -79.83,  Fixed x: False,  Fixed thetavar: False  
Iteration: 46, Duration: 2325, LB: 6051045.213874618, (exp UB:3835528.033654124),  Gap: -57.76,  Fixed x: False,  Fixed thetavar: False  
Iteration: 47, Duration: 2374, LB: 6051045.213874618, (exp UB:3837527.2045687707),  Gap: -57.68,  Fixed x: False,  Fixed thetavar: False  
Iteration: 48, Duration: 2430, LB: 6051045.213874618, (exp UB:3833991.009039508),  Gap: -57.83,  Fixed x: False,  Fixed thetavar: False  
Iteration: 49, Duration: 2496, LB: 6051016.420792764, (exp UB:3382952.1821909356),  Gap: -78.87,  Fixed x: False,  Fixed thetavar: False  
Iteration: 50, Duration: 2585, LB: 6050852.29023642, (exp UB:4751388.910570628),  Gap: -27.35,  Fixed x: False,  Fixed thetavar: False  
Iteration: 51, Duration: 2664, LB: 6051045.964718991, (exp UB:2265253.4611146697),  Gap: -167.12,  Fixed x: False,  Fixed thetavar: False  
Iteration: 52, Duration: 2733, LB: 6051012.245894566, (exp UB:3042849.516235842),  Gap: -98.86,  Fixed x: False,  Fixed thetavar: False  
Iteration: 53, Duration: 2801, LB: 6051013.071538595, (exp UB:3634630.0166210732),  Gap: -66.48,  Fixed x: False,  Fixed thetavar: False  
Iteration: 54, Duration: 2874, LB: 6050979.544149009, (exp UB:2086237.175408005),  Gap: -190.04,  Fixed x: False,  Fixed thetavar: False  
Iteration: 55, Duration: 2959, LB: 6051193.797179651, (exp UB:3456109.984963461),  Gap: -75.09,  Fixed x: False,  Fixed thetavar: False  
Iteration: 56, Duration: 3043, LB: 6050992.18300465, (exp UB:4358019.845013684),  Gap: -38.85,  Fixed x: False,  Fixed thetavar: False  
Iteration: 57, Duration: 3130, LB: 6050830.197879249, (exp UB:3691862.100472548),  Gap: -63.90,  Fixed x: False,  Fixed thetavar: False  
Iteration: 58, Duration: 3229, LB: 6050950.658106591, (exp UB:5958868.5634912895),  Gap: -1.55,  Fixed x: False,  Fixed thetavar: False  
Iteration: 59, Duration: 3320, LB: 6051021.166086237, (exp UB:2050047.142267692),  Gap: -195.16,  Fixed x: False,  Fixed thetavar: False  
Iteration: 60, Duration: 3423, LB: 6051056.328149364, (exp UB:4847024.645089408),  Gap: -24.84,  Fixed x: False,  Fixed thetavar: False  
Iteration: 61, Duration: 3518, LB: 6051055.041853965, (exp UB:5281092.934292976),  Gap: -14.58,  Fixed x: False,  Fixed thetavar: False  
Iteration: 62, Duration: 3625, LB: 6051065.215757292, (exp UB:2012040.2332652255),  Gap: -200.74,  Fixed x: False,  Fixed thetavar: False  
Iteration: 63, Duration: 3730, LB: 6051270.332688944, (exp UB:4336817.443769636),  Gap: -39.53,  Fixed x: False,  Fixed thetavar: False  
Iteration: 64, Duration: 3876, LB: 6051188.762427624, (exp UB:3415909.045100474),  Gap: -77.15,  Fixed x: False,  Fixed thetavar: False  
Iteration: 65, Duration: 3975, LB: 6050988.114570117, (exp UB:2784991.1313377027),  Gap: -117.27,  Fixed x: False,  Fixed thetavar: False  
Iteration: 66, Duration: 4087, LB: 6051027.710186318, (exp UB:2695421.8593410193),  Gap: -124.49,  Fixed x: False,  Fixed thetavar: False  
Iteration: 67, Duration: 4195, LB: 6051005.582723313, (exp UB:2086521.5598467048),  Gap: -190.00,  Fixed x: False,  Fixed thetavar: False  
Iteration: 68, Duration: 4287, LB: 6051060.794628979, (exp UB:5280120.280878473),  Gap: -14.60,  Fixed x: False,  Fixed thetavar: False  
Iteration: 69, Duration: 4383, LB: 6050990.863371683, (exp UB:2788970.343365601),  Gap: -116.96,  Fixed x: False,  Fixed thetavar: False  
Iteration: 70, Duration: 4484, LB: 6051284.134616457, (exp UB:6071817.148408225),  Gap: 0.34,  Fixed x: False,  Fixed thetavar: False  
Iteration: 71, Duration: 4589, LB: 6051090.851767974, (exp UB:4049571.558844849),  Gap: -49.43,  Fixed x: False,  Fixed thetavar: False  
Iteration: 72, Duration: 4695, LB: 6051033.387556842, (exp UB:5455806.722672474),  Gap: -10.91,  Fixed x: False,  Fixed thetavar: False  
