Start the SDDP algorithm 
Use Papadakos method to generate strong cuts: True 
Generate  cuts with linear relaxation: False 
Generate  WarmUp cuts in SDDP: True 
Generate  cuts with LBF: True 
Generate  cuts with two-stage solution: False 
Use valid inequalities: False 
Run SDDP in a single tree: False 
SDDP setting: 'JustYFix' 
Iteration: 1, Duration: 4853, LB: 1012488.7956456085, (exp UB:1048572.0358679796),  Gap: 3.44,  Fixed x: True,  Fixed thetavar: True  
Iteration: 2, Duration: 4871, LB: 1012488.8311935965, (exp UB:1013050.2506830193),  Gap: 0.06,  Fixed x: True,  Fixed thetavar: True  
Change stage 1 problem to integer 
Iteration: 3, Duration: 4892, LB: 1012215.3315499845, (exp UB:1215050.3914782132),  Gap: 16.69,  Fixed x: True,  Fixed thetavar: True  
Iteration: 4, Duration: 4915, LB: 1012215.3347856645, (exp UB:1038959.8238608836),  Gap: 2.57,  Fixed x: True,  Fixed thetavar: True  
Iteration: 5, Duration: 4938, LB: 1012215.339395101, (exp UB:1013030.97479328),  Gap: 0.08,  Fixed x: True,  Fixed thetavar: True  
Iteration: 6, Duration: 4965, LB: 1012215.3469765236, (exp UB:1293024.4777253978),  Gap: 21.72,  Fixed x: True,  Fixed thetavar: True  
Iteration: 7, Duration: 4988, LB: 1012215.3553355706, (exp UB:1013124.4338927069),  Gap: 0.09,  Fixed x: True,  Fixed thetavar: True  
Iteration: 8, Duration: 5017, LB: 1012222.9481407098, (exp UB:1014274.3598973036),  Gap: 0.20,  Fixed x: True,  Fixed thetavar: True  
Iteration: 9, Duration: 5041, LB: 1012215.3670700962, (exp UB:1012745.4795975048),  Gap: 0.05,  Fixed x: True,  Fixed thetavar: True  
Iteration: 10, Duration: 5069, LB: 1012215.3737146447, (exp UB:1012796.1345863392),  Gap: 0.06,  Fixed x: True,  Fixed thetavar: True  
Iteration: 11, Duration: 5093, LB: 1012215.3801027683, (exp UB:1014401.1573645978),  Gap: 0.22,  Fixed x: True,  Fixed thetavar: True  
Iteration: 12, Duration: 5125, LB: 1012222.9798627193, (exp UB:1013128.1550311705),  Gap: 0.09,  Fixed x: True,  Fixed thetavar: True  
Iteration: 13, Duration: 5161, LB: 1012215.432392467, (exp UB:1283169.7925490031),  Gap: 21.12,  Fixed x: True,  Fixed thetavar: True  
Iteration: 14, Duration: 5192, LB: 1012215.37270268, (exp UB:1013613.2285241277),  Gap: 0.14,  Fixed x: True,  Fixed thetavar: True  
