Start the SDDP algorithm 
Use Papadakos method to generate strong cuts: True 
Generate  cuts with linear relaxation: False 
Generate  WarmUp cuts in SDDP: True 
Generate  cuts with LBF: True 
Generate  cuts with two-stage solution: False 
Use valid inequalities: False 
Run SDDP in a single tree: False 
SDDP setting: 'JustYFix' 
Iteration: 1, Duration: 426, LB: 15572701.86159331, (exp UB:126417749.98174423),  Gap: 87.68,  Fixed x: False,  Fixed thetavar: False  
Iteration: 2, Duration: 463, LB: 15572701.87264423, (exp UB:83892882.28072919),  Gap: 81.44,  Fixed x: False,  Fixed thetavar: False  
Iteration: 3, Duration: 488, LB: 15572701.87308039, (exp UB:95715894.11723559),  Gap: 83.73,  Fixed x: False,  Fixed thetavar: False  
Iteration: 4, Duration: 513, LB: 15572701.87324097, (exp UB:59111085.13820095),  Gap: 73.66,  Fixed x: False,  Fixed thetavar: False  
Iteration: 5, Duration: 541, LB: 15572701.87482985, (exp UB:100320793.48913807),  Gap: 84.48,  Fixed x: False,  Fixed thetavar: False  
Iteration: 6, Duration: 567, LB: 15572701.874974344, (exp UB:101365709.8196496),  Gap: 84.64,  Fixed x: False,  Fixed thetavar: False  
Iteration: 7, Duration: 593, LB: 15572701.87497875, (exp UB:109088762.19979662),  Gap: 85.72,  Fixed x: False,  Fixed thetavar: False  
Iteration: 8, Duration: 628, LB: 15572701.874978745, (exp UB:83511952.14558448),  Gap: 81.35,  Fixed x: False,  Fixed thetavar: False  
Iteration: 9, Duration: 658, LB: 15572701.874978745, (exp UB:103338055.18908858),  Gap: 84.93,  Fixed x: False,  Fixed thetavar: False  
Iteration: 10, Duration: 687, LB: 15572701.874978745, (exp UB:94721142.74229787),  Gap: 83.56,  Fixed x: False,  Fixed thetavar: False  
Change stage 1 problem to integer 
Iteration: 11, Duration: 773, LB: 15572702.85318326, (exp UB:11589185.953314334),  Gap: -34.37,  Fixed x: False,  Fixed thetavar: False  
Iteration: 12, Duration: 827, LB: 15805384.3052356, (exp UB:14281959.451511428),  Gap: -10.67,  Fixed x: False,  Fixed thetavar: False  
Iteration: 13, Duration: 894, LB: 15814998.28311607, (exp UB:12139760.914076548),  Gap: -30.27,  Fixed x: False,  Fixed thetavar: False  
Iteration: 14, Duration: 960, LB: 15814888.271545976, (exp UB:9924146.10930103),  Gap: -59.36,  Fixed x: False,  Fixed thetavar: False  
Iteration: 15, Duration: 1016, LB: 15816008.059508206, (exp UB:11602960.975465085),  Gap: -36.31,  Fixed x: False,  Fixed thetavar: False  
Iteration: 16, Duration: 1078, LB: 15822426.360191863, (exp UB:11649573.821771564),  Gap: -35.82,  Fixed x: False,  Fixed thetavar: False  
Iteration: 17, Duration: 1138, LB: 15839100.077816106, (exp UB:12047675.993101597),  Gap: -31.47,  Fixed x: False,  Fixed thetavar: False  
Iteration: 18, Duration: 1226, LB: 15849421.456729624, (exp UB:12407456.95729377),  Gap: -27.74,  Fixed x: False,  Fixed thetavar: False  
Iteration: 19, Duration: 1317, LB: 15849883.715078909, (exp UB:10648377.551253121),  Gap: -48.85,  Fixed x: False,  Fixed thetavar: False  
Iteration: 20, Duration: 1400, LB: 15849570.895056926, (exp UB:10345227.687008765),  Gap: -53.21,  Fixed x: False,  Fixed thetavar: False  
Iteration: 21, Duration: 1482, LB: 15849945.992214747, (exp UB:10135685.642392958),  Gap: -56.38,  Fixed x: False,  Fixed thetavar: False  
Iteration: 22, Duration: 1589, LB: 15850255.251365686, (exp UB:8694076.671193),  Gap: -82.31,  Fixed x: False,  Fixed thetavar: False  
Iteration: 23, Duration: 1741, LB: 15849916.787917484, (exp UB:14530750.238890741),  Gap: -9.08,  Fixed x: False,  Fixed thetavar: False  
Iteration: 24, Duration: 1843, LB: 15850292.022406634, (exp UB:10673810.460732995),  Gap: -48.50,  Fixed x: False,  Fixed thetavar: False  
Iteration: 25, Duration: 1934, LB: 15850825.187195303, (exp UB:13256979.765826799),  Gap: -19.57,  Fixed x: False,  Fixed thetavar: False  
