Start the SDDP algorithm 
Use Papadakos method to generate strong cuts: False 
Generate  cuts with linear relaxation: False 
Generate  WarmUp cuts in SDDP: True 
Generate  cuts with LBF: True 
Generate  cuts with two-stage solution: False 
Use valid inequalities: False 
Run SDDP in a single tree: False 
SDDP setting: 'JustYFix' 
Iteration: 1, Duration: 414, LB: 5993625.545762603, (exp UB:3352486.0389328953),  Gap: -78.78,  Fixed x: False,  Fixed thetavar: False  
Change stage 1 problem to integer 
Iteration: 2, Duration: 454, LB: 5993626.256495832, (exp UB:5445856.458535934),  Gap: -10.06,  Fixed x: False,  Fixed thetavar: False  
Iteration: 3, Duration: 487, LB: 5993626.33549582, (exp UB:4336737.484753274),  Gap: -38.21,  Fixed x: False,  Fixed thetavar: False  
Iteration: 4, Duration: 522, LB: 5993626.586495791, (exp UB:3637790.933239717),  Gap: -64.76,  Fixed x: False,  Fixed thetavar: False  
Iteration: 5, Duration: 559, LB: 5993626.568495826, (exp UB:3507707.8830855424),  Gap: -70.87,  Fixed x: False,  Fixed thetavar: False  
Iteration: 6, Duration: 594, LB: 5993626.619495832, (exp UB:4823365.3993342575),  Gap: -24.26,  Fixed x: False,  Fixed thetavar: False  
Iteration: 7, Duration: 631, LB: 5993626.446163726, (exp UB:2012963.4722472755),  Gap: -197.75,  Fixed x: False,  Fixed thetavar: False  
Iteration: 8, Duration: 672, LB: 5993746.656646213, (exp UB:2014612.33938658),  Gap: -197.51,  Fixed x: False,  Fixed thetavar: False  
Iteration: 9, Duration: 714, LB: 5994108.649498113, (exp UB:4898350.71201198),  Gap: -22.37,  Fixed x: False,  Fixed thetavar: False  
Iteration: 10, Duration: 757, LB: 5993626.664788549, (exp UB:5449969.993743166),  Gap: -9.98,  Fixed x: False,  Fixed thetavar: False  
Iteration: 11, Duration: 803, LB: 5993626.728550063, (exp UB:3043444.2763859592),  Gap: -96.94,  Fixed x: False,  Fixed thetavar: False  
Iteration: 12, Duration: 851, LB: 5993634.971728992, (exp UB:4822618.500162337),  Gap: -24.28,  Fixed x: False,  Fixed thetavar: False  
Iteration: 13, Duration: 896, LB: 5993771.727147541, (exp UB:4047113.648757918),  Gap: -48.10,  Fixed x: False,  Fixed thetavar: False  
Iteration: 14, Duration: 943, LB: 5994143.4272502735, (exp UB:3633680.433494626),  Gap: -64.96,  Fixed x: False,  Fixed thetavar: False  
Iteration: 15, Duration: 995, LB: 5993626.795159869, (exp UB:5870868.8425040245),  Gap: -2.09,  Fixed x: False,  Fixed thetavar: False  
Iteration: 16, Duration: 1046, LB: 5993838.090889052, (exp UB:4855361.917930485),  Gap: -23.45,  Fixed x: False,  Fixed thetavar: False  
Iteration: 17, Duration: 1105, LB: 5993651.115427393, (exp UB:4158122.14813013),  Gap: -44.14,  Fixed x: False,  Fixed thetavar: False  
Iteration: 18, Duration: 1167, LB: 5993634.360918602, (exp UB:1939103.5085927374),  Gap: -209.09,  Fixed x: False,  Fixed thetavar: False  
Iteration: 19, Duration: 1223, LB: 5994040.252311224, (exp UB:5632525.065684808),  Gap: -6.42,  Fixed x: False,  Fixed thetavar: False  
Iteration: 20, Duration: 1279, LB: 5994018.380079427, (exp UB:2012381.8109092684),  Gap: -197.86,  Fixed x: False,  Fixed thetavar: False  
Iteration: 21, Duration: 1335, LB: 5994184.611231776, (exp UB:3885676.1475987453),  Gap: -54.26,  Fixed x: False,  Fixed thetavar: False  
Iteration: 22, Duration: 1393, LB: 5993920.892054491, (exp UB:4410374.298749639),  Gap: -35.91,  Fixed x: False,  Fixed thetavar: False  
Iteration: 23, Duration: 1453, LB: 5994111.32694032, (exp UB:5058773.309965104),  Gap: -18.49,  Fixed x: False,  Fixed thetavar: False  
Iteration: 24, Duration: 1516, LB: 5993820.394882137, (exp UB:5527064.114630727),  Gap: -8.44,  Fixed x: False,  Fixed thetavar: False  
Iteration: 25, Duration: 1580, LB: 5993861.011221325, (exp UB:3581067.992970843),  Gap: -67.38,  Fixed x: False,  Fixed thetavar: False  
Iteration: 26, Duration: 1650, LB: 5994375.477810217, (exp UB:5239141.025905315),  Gap: -14.42,  Fixed x: False,  Fixed thetavar: False  
Iteration: 27, Duration: 1722, LB: 5994027.2723597735, (exp UB:3039053.4335164367),  Gap: -97.23,  Fixed x: False,  Fixed thetavar: False  
Iteration: 28, Duration: 1794, LB: 5994098.706039207, (exp UB:4952914.457234991),  Gap: -21.02,  Fixed x: False,  Fixed thetavar: False  
Iteration: 29, Duration: 1863, LB: 5994037.437385671, (exp UB:5942157.238199212),  Gap: -0.87,  Fixed x: False,  Fixed thetavar: False  
Iteration: 30, Duration: 1937, LB: 5994209.457599019, (exp UB:2266680.5574076097),  Gap: -164.45,  Fixed x: False,  Fixed thetavar: False  
Iteration: 31, Duration: 2004, LB: 5994047.701666518, (exp UB:4091192.731287677),  Gap: -46.51,  Fixed x: False,  Fixed thetavar: False  
Iteration: 32, Duration: 2073, LB: 5994124.762862798, (exp UB:3634882.0696054334),  Gap: -64.91,  Fixed x: False,  Fixed thetavar: False  
Iteration: 33, Duration: 2146, LB: 5994340.725640362, (exp UB:4826282.53108607),  Gap: -24.20,  Fixed x: False,  Fixed thetavar: False  
Iteration: 34, Duration: 2220, LB: 5994179.208368, (exp UB:6289034.689721293),  Gap: 4.69,  Fixed x: False,  Fixed thetavar: False  
Iteration: 35, Duration: 2291, LB: 5994245.397593161, (exp UB:3635442.305525531),  Gap: -64.88,  Fixed x: False,  Fixed thetavar: False  
Iteration: 36, Duration: 2378, LB: 5994337.131049951, (exp UB:1941709.961886819),  Gap: -208.71,  Fixed x: False,  Fixed thetavar: False  
Iteration: 37, Duration: 2475, LB: 5994097.652023672, (exp UB:3694392.059754198),  Gap: -62.25,  Fixed x: False,  Fixed thetavar: False  
Iteration: 38, Duration: 2565, LB: 5993959.924366981, (exp UB:5391044.951980846),  Gap: -11.18,  Fixed x: False,  Fixed thetavar: False  
Iteration: 39, Duration: 2656, LB: 5993972.81622394, (exp UB:5876222.954967448),  Gap: -2.00,  Fixed x: False,  Fixed thetavar: False  
