Start the SDDP algorithm 
Use Papadakos method to generate strong cuts: True 
Generate  cuts with linear relaxation: False 
Generate  WarmUp cuts in SDDP: True 
Generate  cuts with LBF: True 
Generate  cuts with two-stage solution: False 
Use valid inequalities: False 
Run SDDP in a single tree: False 
SDDP setting: 'JustYFix' 
Iteration: 1, Duration: 30, LB: 108049.18961504557, (exp UB:50005102.20158373),  Gap: 99.78,  Fixed x: False,  Fixed thetavar: False  
Iteration: 2, Duration: 34, LB: 108049.18961504557, (exp UB:45996604.76157265),  Gap: 99.77,  Fixed x: False,  Fixed thetavar: False  
Iteration: 3, Duration: 39, LB: 108049.18961504557, (exp UB:48220245.475215614),  Gap: 99.78,  Fixed x: False,  Fixed thetavar: False  
Iteration: 4, Duration: 43, LB: 108049.18961504557, (exp UB:56862475.67334547),  Gap: 99.81,  Fixed x: False,  Fixed thetavar: False  
Iteration: 5, Duration: 48, LB: 108049.18961504557, (exp UB:46437124.19095827),  Gap: 99.77,  Fixed x: False,  Fixed thetavar: False  
Iteration: 6, Duration: 52, LB: 108049.18961504557, (exp UB:52721326.81214809),  Gap: 99.80,  Fixed x: False,  Fixed thetavar: False  
Iteration: 7, Duration: 56, LB: 108049.18961504557, (exp UB:44994894.36580532),  Gap: 99.76,  Fixed x: False,  Fixed thetavar: False  
Iteration: 8, Duration: 61, LB: 108049.18961504557, (exp UB:52548795.383414745),  Gap: 99.79,  Fixed x: False,  Fixed thetavar: False  
Iteration: 9, Duration: 65, LB: 108049.18961504557, (exp UB:44209624.60256979),  Gap: 99.76,  Fixed x: False,  Fixed thetavar: False  
Iteration: 10, Duration: 69, LB: 108049.18961504557, (exp UB:55653334.27344435),  Gap: 99.81,  Fixed x: False,  Fixed thetavar: False  
Change stage 1 problem to integer 
Iteration: 11, Duration: 79, LB: 108049.6607333334, (exp UB:109168.40249583333),  Gap: 1.02,  Fixed x: False,  Fixed thetavar: False  
Iteration: 12, Duration: 85, LB: 108049.66073333337, (exp UB:108936.87980686982),  Gap: 0.81,  Fixed x: False,  Fixed thetavar: False  
Iteration: 13, Duration: 90, LB: 108049.66073333332, (exp UB:108367.73843931453),  Gap: 0.29,  Fixed x: False,  Fixed thetavar: False  
Iteration: 14, Duration: 96, LB: 108049.66125826314, (exp UB:111977.99406700322),  Gap: 3.51,  Fixed x: False,  Fixed thetavar: False  
Iteration: 15, Duration: 101, LB: 108049.66129804184, (exp UB:108899.02954072559),  Gap: 0.78,  Fixed x: False,  Fixed thetavar: False  
Iteration: 16, Duration: 108, LB: 108049.6612633071, (exp UB:110116.32000646),  Gap: 1.88,  Fixed x: False,  Fixed thetavar: False  
Iteration: 17, Duration: 114, LB: 108051.01665305196, (exp UB:109021.06555743166),  Gap: 0.89,  Fixed x: False,  Fixed thetavar: False  
Iteration: 18, Duration: 121, LB: 108051.45508159827, (exp UB:288340.51017363445),  Gap: 62.53,  Fixed x: False,  Fixed thetavar: False  
Iteration: 19, Duration: 127, LB: 108051.72110214374, (exp UB:110449.72042273107),  Gap: 2.17,  Fixed x: False,  Fixed thetavar: False  
Iteration: 20, Duration: 133, LB: 108141.07850437693, (exp UB:121683.35944792943),  Gap: 11.13,  Fixed x: False,  Fixed thetavar: False  
Iteration: 21, Duration: 141, LB: 108402.65378842558, (exp UB:109975.7890879077),  Gap: 1.43,  Fixed x: False,  Fixed thetavar: False  
Iteration: 22, Duration: 147, LB: 108511.50736327407, (exp UB:110501.83021748961),  Gap: 1.80,  Fixed x: False,  Fixed thetavar: False  
Iteration: 23, Duration: 154, LB: 108934.57276922438, (exp UB:109162.98925347508),  Gap: 0.21,  Fixed x: False,  Fixed thetavar: False  
Iteration: 24, Duration: 161, LB: 109246.94477755534, (exp UB:109436.79978377138),  Gap: 0.17,  Fixed x: False,  Fixed thetavar: False  
Iteration: 25, Duration: 168, LB: 109561.85561531324, (exp UB:109650.71026319932),  Gap: 0.08,  Fixed x: False,  Fixed thetavar: False  
Iteration: 26, Duration: 176, LB: 109644.72576962375, (exp UB:110996.67020363436),  Gap: 1.22,  Fixed x: False,  Fixed thetavar: False  
Iteration: 27, Duration: 185, LB: 109644.38502814142, (exp UB:109861.35145407484),  Gap: 0.20,  Fixed x: False,  Fixed thetavar: False  
Iteration: 28, Duration: 195, LB: 109644.56373384116, (exp UB:111073.18193600076),  Gap: 1.29,  Fixed x: False,  Fixed thetavar: False  
Iteration: 29, Duration: 204, LB: 109650.15817809908, (exp UB:111275.23507412274),  Gap: 1.46,  Fixed x: False,  Fixed thetavar: False  
Iteration: 30, Duration: 217, LB: 109652.1104570529, (exp UB:110546.25656931674),  Gap: 0.81,  Fixed x: False,  Fixed thetavar: False  
Iteration: 31, Duration: 229, LB: 109648.95803462972, (exp UB:111434.60566926414),  Gap: 1.60,  Fixed x: False,  Fixed thetavar: False  
Iteration: 32, Duration: 244, LB: 109671.1278382582, (exp UB:121417.20699009714),  Gap: 9.67,  Fixed x: False,  Fixed thetavar: False  
Iteration: 33, Duration: 260, LB: 109663.29757966168, (exp UB:110763.43363207679),  Gap: 0.99,  Fixed x: False,  Fixed thetavar: False  
Iteration: 34, Duration: 276, LB: 109665.11024330687, (exp UB:111476.58680645382),  Gap: 1.62,  Fixed x: False,  Fixed thetavar: False  
Iteration: 35, Duration: 292, LB: 109671.57388495503, (exp UB:115589.06813214996),  Gap: 5.12,  Fixed x: False,  Fixed thetavar: False  
Iteration: 36, Duration: 308, LB: 109674.60591920183, (exp UB:114758.16407579008),  Gap: 4.43,  Fixed x: False,  Fixed thetavar: False  
Iteration: 37, Duration: 324, LB: 109697.26930360004, (exp UB:110998.09417238575),  Gap: 1.17,  Fixed x: False,  Fixed thetavar: False  
Iteration: 38, Duration: 339, LB: 109733.80020507224, (exp UB:111533.26747536956),  Gap: 1.61,  Fixed x: False,  Fixed thetavar: False  
Iteration: 39, Duration: 352, LB: 109734.47801120667, (exp UB:112120.48892352055),  Gap: 2.13,  Fixed x: False,  Fixed thetavar: False  
Iteration: 40, Duration: 370, LB: 109739.05307796938, (exp UB:111039.83489567044),  Gap: 1.17,  Fixed x: False,  Fixed thetavar: False  
Iteration: 41, Duration: 390, LB: 109754.33097509644, (exp UB:115788.51295539626),  Gap: 5.21,  Fixed x: False,  Fixed thetavar: False  
Iteration: 42, Duration: 426, LB: 109778.9744421735, (exp UB:112418.17190702682),  Gap: 2.35,  Fixed x: False,  Fixed thetavar: False  
Iteration: 43, Duration: 456, LB: 109786.30079457983, (exp UB:111929.91562855446),  Gap: 1.92,  Fixed x: False,  Fixed thetavar: False  
Iteration: 44, Duration: 478, LB: 109787.75446818834, (exp UB:112630.10848542952),  Gap: 2.52,  Fixed x: False,  Fixed thetavar: False  
Iteration: 45, Duration: 500, LB: 109793.52725235149, (exp UB:111317.25683241591),  Gap: 1.37,  Fixed x: False,  Fixed thetavar: False  
Iteration: 46, Duration: 518, LB: 109830.70941577412, (exp UB:114679.78166986356),  Gap: 4.23,  Fixed x: False,  Fixed thetavar: False  
Iteration: 47, Duration: 538, LB: 109829.8155184001, (exp UB:111918.5847422699),  Gap: 1.87,  Fixed x: False,  Fixed thetavar: False  
Iteration: 48, Duration: 572, LB: 109828.2296830022, (exp UB:112723.04503468957),  Gap: 2.57,  Fixed x: False,  Fixed thetavar: False  
Iteration: 49, Duration: 592, LB: 109838.94487504044, (exp UB:115155.1862296476),  Gap: 4.62,  Fixed x: False,  Fixed thetavar: False  
