Start the SDDP algorithm 
Use Papadakos method to generate strong cuts: True 
Generate  cuts with linear relaxation: False 
Generate  WarmUp cuts in SDDP: True 
Generate  cuts with LBF: True 
Generate  cuts with two-stage solution: False 
Use valid inequalities: False 
Run SDDP in a single tree: False 
SDDP setting: 'JustYFix' 
Iteration: 1, Duration: 8833, LB: 108876.86269999998, (exp UB:110015.29940960454),  Gap: 1.03,  Fixed x: True,  Fixed thetavar: True  
Iteration: 2, Duration: 8854, LB: 108876.86855235252, (exp UB:112150.07773523993),  Gap: 2.92,  Fixed x: True,  Fixed thetavar: True  
Iteration: 3, Duration: 8878, LB: 108876.86855915478, (exp UB:110554.555285426),  Gap: 1.52,  Fixed x: True,  Fixed thetavar: True  
Iteration: 4, Duration: 8902, LB: 109073.11603442526, (exp UB:111268.88615772566),  Gap: 1.97,  Fixed x: True,  Fixed thetavar: True  
Iteration: 5, Duration: 8926, LB: 109982.3507911579, (exp UB:111751.35816886993),  Gap: 1.58,  Fixed x: True,  Fixed thetavar: True  
Iteration: 6, Duration: 8950, LB: 110466.0803055955, (exp UB:113243.65937619223),  Gap: 2.45,  Fixed x: True,  Fixed thetavar: True  
Iteration: 7, Duration: 8982, LB: 110510.97897139315, (exp UB:111933.3974508416),  Gap: 1.27,  Fixed x: True,  Fixed thetavar: True  
Iteration: 8, Duration: 9009, LB: 110793.87283223869, (exp UB:112983.83824853422),  Gap: 1.94,  Fixed x: True,  Fixed thetavar: True  
Iteration: 9, Duration: 9034, LB: 111065.33181491593, (exp UB:112940.3624701),  Gap: 1.66,  Fixed x: True,  Fixed thetavar: True  
Iteration: 10, Duration: 9064, LB: 111071.34527721073, (exp UB:111448.92738112767),  Gap: 0.34,  Fixed x: True,  Fixed thetavar: True  
Change stage 1 problem to integer 
Iteration: 11, Duration: 9112, LB: 108877.06969999745, (exp UB:110417.51872860402),  Gap: 1.40,  Fixed x: True,  Fixed thetavar: True  
Iteration: 12, Duration: 9154, LB: 108877.15269999708, (exp UB:110376.81349325001),  Gap: 1.36,  Fixed x: True,  Fixed thetavar: True  
Iteration: 13, Duration: 9198, LB: 108877.27569999771, (exp UB:111238.43969473976),  Gap: 2.12,  Fixed x: True,  Fixed thetavar: True  
Iteration: 14, Duration: 9248, LB: 108877.48169986269, (exp UB:111722.2443575285),  Gap: 2.55,  Fixed x: True,  Fixed thetavar: True  
Iteration: 15, Duration: 9301, LB: 108877.82169992561, (exp UB:122823.49588670068),  Gap: 11.35,  Fixed x: True,  Fixed thetavar: True  
Iteration: 16, Duration: 9368, LB: 109195.52196438912, (exp UB:111139.7467825181),  Gap: 1.75,  Fixed x: True,  Fixed thetavar: True  
Iteration: 17, Duration: 9425, LB: 109254.89869708012, (exp UB:110859.09136901284),  Gap: 1.45,  Fixed x: True,  Fixed thetavar: True  
Iteration: 18, Duration: 9479, LB: 109495.56541927754, (exp UB:110459.77465814968),  Gap: 0.87,  Fixed x: True,  Fixed thetavar: True  
Iteration: 19, Duration: 9535, LB: 109877.63662928969, (exp UB:112203.30326513338),  Gap: 2.07,  Fixed x: True,  Fixed thetavar: True  
Iteration: 20, Duration: 9591, LB: 110282.84770607963, (exp UB:113511.4295466434),  Gap: 2.84,  Fixed x: True,  Fixed thetavar: True  
Iteration: 21, Duration: 9648, LB: 110497.94060274953, (exp UB:113314.20434403898),  Gap: 2.49,  Fixed x: True,  Fixed thetavar: True  
Iteration: 22, Duration: 9716, LB: 110500.04676245849, (exp UB:113254.9647262594),  Gap: 2.43,  Fixed x: True,  Fixed thetavar: True  
Iteration: 23, Duration: 9777, LB: 110611.84578358855, (exp UB:114218.0808696129),  Gap: 3.16,  Fixed x: True,  Fixed thetavar: True  
Iteration: 24, Duration: 9842, LB: 110912.3126055047, (exp UB:113827.6402382286),  Gap: 2.56,  Fixed x: True,  Fixed thetavar: True  
Iteration: 25, Duration: 9904, LB: 111063.29825233523, (exp UB:115690.45419612262),  Gap: 4.00,  Fixed x: True,  Fixed thetavar: True  
Iteration: 26, Duration: 9978, LB: 111066.34588510134, (exp UB:112370.61867755253),  Gap: 1.16,  Fixed x: True,  Fixed thetavar: True  
Iteration: 27, Duration: 10046, LB: 111107.73434893385, (exp UB:113286.36337478842),  Gap: 1.92,  Fixed x: True,  Fixed thetavar: True  
Iteration: 28, Duration: 10115, LB: 111305.9055369296, (exp UB:113472.48257646343),  Gap: 1.91,  Fixed x: True,  Fixed thetavar: True  
Iteration: 29, Duration: 10189, LB: 111663.73207232855, (exp UB:115309.72212260264),  Gap: 3.16,  Fixed x: True,  Fixed thetavar: True  
Iteration: 30, Duration: 10265, LB: 111740.00939473731, (exp UB:114844.81556341668),  Gap: 2.70,  Fixed x: True,  Fixed thetavar: True  
Iteration: 31, Duration: 10342, LB: 111749.13142083435, (exp UB:113441.57954564254),  Gap: 1.49,  Fixed x: True,  Fixed thetavar: True  
Iteration: 32, Duration: 10419, LB: 111757.67621597007, (exp UB:115139.35738147261),  Gap: 2.94,  Fixed x: True,  Fixed thetavar: True  
Iteration: 33, Duration: 10500, LB: 111756.15520896608, (exp UB:116235.8708052137),  Gap: 3.85,  Fixed x: True,  Fixed thetavar: True  
Iteration: 34, Duration: 10587, LB: 111754.35960745403, (exp UB:116336.23640672903),  Gap: 3.94,  Fixed x: True,  Fixed thetavar: True  
Iteration: 35, Duration: 10674, LB: 111766.41247215937, (exp UB:114923.92706669074),  Gap: 2.75,  Fixed x: True,  Fixed thetavar: True  
Iteration: 36, Duration: 10767, LB: 111766.4040038949, (exp UB:114154.31913497373),  Gap: 2.09,  Fixed x: True,  Fixed thetavar: True  
Iteration: 37, Duration: 10859, LB: 111806.14155892265, (exp UB:114408.87007322142),  Gap: 2.27,  Fixed x: True,  Fixed thetavar: True  
Iteration: 38, Duration: 10946, LB: 111810.30989701151, (exp UB:116235.5058005352),  Gap: 3.81,  Fixed x: True,  Fixed thetavar: True  
Iteration: 39, Duration: 11034, LB: 111840.66850832905, (exp UB:114960.1293092573),  Gap: 2.71,  Fixed x: True,  Fixed thetavar: True  
Iteration: 40, Duration: 11124, LB: 111840.04947404886, (exp UB:116191.39542567934),  Gap: 3.74,  Fixed x: True,  Fixed thetavar: True  
Iteration: 41, Duration: 11224, LB: 111845.18389413234, (exp UB:115277.94552811705),  Gap: 2.98,  Fixed x: True,  Fixed thetavar: True  
Iteration: 42, Duration: 11318, LB: 111851.44817904927, (exp UB:115039.01660811483),  Gap: 2.77,  Fixed x: True,  Fixed thetavar: True  
Iteration: 43, Duration: 11416, LB: 111842.41648054397, (exp UB:114919.71235365346),  Gap: 2.68,  Fixed x: True,  Fixed thetavar: True  
Iteration: 44, Duration: 11513, LB: 111851.14763331023, (exp UB:114989.39154142176),  Gap: 2.73,  Fixed x: True,  Fixed thetavar: True  
Iteration: 45, Duration: 11611, LB: 111850.13903223352, (exp UB:113887.08122670969),  Gap: 1.79,  Fixed x: True,  Fixed thetavar: True  
Iteration: 46, Duration: 11712, LB: 111908.07178630905, (exp UB:114751.27513541142),  Gap: 2.48,  Fixed x: True,  Fixed thetavar: True  
Iteration: 47, Duration: 11831, LB: 111939.37595853533, (exp UB:114990.16695582602),  Gap: 2.65,  Fixed x: True,  Fixed thetavar: True  
Iteration: 48, Duration: 11940, LB: 112144.42704251634, (exp UB:115072.29529143074),  Gap: 2.54,  Fixed x: True,  Fixed thetavar: True  
Iteration: 49, Duration: 12045, LB: 112140.93297756909, (exp UB:114566.99064745435),  Gap: 2.12,  Fixed x: True,  Fixed thetavar: True  
Iteration: 50, Duration: 12160, LB: 112139.96477409707, (exp UB:115275.82491375528),  Gap: 2.72,  Fixed x: True,  Fixed thetavar: True  
Iteration: 51, Duration: 12276, LB: 112138.3618554999, (exp UB:116037.15699575277),  Gap: 3.36,  Fixed x: True,  Fixed thetavar: True  
Iteration: 52, Duration: 12389, LB: 112147.42552755916, (exp UB:114130.66644180748),  Gap: 1.74,  Fixed x: True,  Fixed thetavar: True  
Iteration: 53, Duration: 12502, LB: 112143.01567588041, (exp UB:115131.36493643689),  Gap: 2.60,  Fixed x: True,  Fixed thetavar: True  
Iteration: 54, Duration: 12623, LB: 112154.98157136608, (exp UB:114822.23745846988),  Gap: 2.32,  Fixed x: True,  Fixed thetavar: True  
Iteration: 55, Duration: 12743, LB: 112148.35693749573, (exp UB:114931.99737238996),  Gap: 2.42,  Fixed x: True,  Fixed thetavar: True  
Iteration: 56, Duration: 12869, LB: 112159.286350768, (exp UB:115573.59224747642),  Gap: 2.95,  Fixed x: True,  Fixed thetavar: True  
Iteration: 57, Duration: 12995, LB: 112158.63992967141, (exp UB:114351.3655839184),  Gap: 1.92,  Fixed x: True,  Fixed thetavar: True  
Iteration: 58, Duration: 13123, LB: 112165.51372681832, (exp UB:114577.76464032326),  Gap: 2.11,  Fixed x: True,  Fixed thetavar: True  
Iteration: 59, Duration: 13269, LB: 112165.57840502315, (exp UB:114465.52709945875),  Gap: 2.01,  Fixed x: True,  Fixed thetavar: True  
Iteration: 60, Duration: 13404, LB: 112170.63456927355, (exp UB:115143.94820618365),  Gap: 2.58,  Fixed x: True,  Fixed thetavar: True  
Iteration: 61, Duration: 13543, LB: 112177.03178648655, (exp UB:116240.61109552969),  Gap: 3.50,  Fixed x: True,  Fixed thetavar: True  
Iteration: 62, Duration: 13685, LB: 112180.41669384518, (exp UB:114743.69269546754),  Gap: 2.23,  Fixed x: True,  Fixed thetavar: True  
Iteration: 63, Duration: 13830, LB: 112186.94908921531, (exp UB:115180.31730156063),  Gap: 2.60,  Fixed x: True,  Fixed thetavar: True  
Iteration: 64, Duration: 13974, LB: 112215.32026199618, (exp UB:114787.24890768508),  Gap: 2.24,  Fixed x: True,  Fixed thetavar: True  
Iteration: 65, Duration: 14118, LB: 112213.24305907678, (exp UB:114907.34015850701),  Gap: 2.34,  Fixed x: True,  Fixed thetavar: True  
Iteration: 66, Duration: 14270, LB: 112207.97004711017, (exp UB:116863.7727876066),  Gap: 3.98,  Fixed x: True,  Fixed thetavar: True  
Iteration: 67, Duration: 14416, LB: 112211.78124047496, (exp UB:115464.532587453),  Gap: 2.82,  Fixed x: True,  Fixed thetavar: True  
Iteration: 68, Duration: 14562, LB: 112211.44903300883, (exp UB:115000.77120329777),  Gap: 2.43,  Fixed x: True,  Fixed thetavar: True  
Iteration: 69, Duration: 14712, LB: 112211.02729534294, (exp UB:116467.25912354022),  Gap: 3.65,  Fixed x: True,  Fixed thetavar: True  
Iteration: 70, Duration: 14864, LB: 112224.42997609862, (exp UB:115762.00356430783),  Gap: 3.06,  Fixed x: True,  Fixed thetavar: True  
Iteration: 71, Duration: 15008, LB: 112228.5726598341, (exp UB:117152.65743459426),  Gap: 4.20,  Fixed x: True,  Fixed thetavar: True  
Iteration: 72, Duration: 15168, LB: 112223.07548124024, (exp UB:115444.87153225414),  Gap: 2.79,  Fixed x: True,  Fixed thetavar: True  
Iteration: 73, Duration: 15320, LB: 112226.64380885141, (exp UB:114568.35696599726),  Gap: 2.04,  Fixed x: True,  Fixed thetavar: True  
Iteration: 74, Duration: 15490, LB: 112230.24779916547, (exp UB:115270.08732432449),  Gap: 2.64,  Fixed x: True,  Fixed thetavar: True  
Iteration: 75, Duration: 15643, LB: 112238.35578711946, (exp UB:115290.53123677711),  Gap: 2.65,  Fixed x: True,  Fixed thetavar: True  
Iteration: 76, Duration: 15805, LB: 112237.97081507668, (exp UB:114399.68801186967),  Gap: 1.89,  Fixed x: True,  Fixed thetavar: True  
Iteration: 77, Duration: 15971, LB: 112251.61547702625, (exp UB:115109.37215533793),  Gap: 2.48,  Fixed x: True,  Fixed thetavar: True  
Iteration: 78, Duration: 16139, LB: 112246.70621054982, (exp UB:114445.46817805346),  Gap: 1.92,  Fixed x: True,  Fixed thetavar: True  
Iteration: 79, Duration: 16319, LB: 112246.38410934956, (exp UB:115360.34734218135),  Gap: 2.70,  Fixed x: True,  Fixed thetavar: True  
Iteration: 80, Duration: 16499, LB: 112245.85436785052, (exp UB:115019.57712983793),  Gap: 2.41,  Fixed x: True,  Fixed thetavar: True  
Iteration: 81, Duration: 16682, LB: 112248.59385393918, (exp UB:116013.35664269238),  Gap: 3.25,  Fixed x: True,  Fixed thetavar: True  
Iteration: 82, Duration: 16856, LB: 112250.03534313563, (exp UB:115446.32523441476),  Gap: 2.77,  Fixed x: True,  Fixed thetavar: True  
Iteration: 83, Duration: 17045, LB: 112247.98109534718, (exp UB:115445.55126415499),  Gap: 2.77,  Fixed x: True,  Fixed thetavar: True  
Iteration: 84, Duration: 17240, LB: 112250.02060062923, (exp UB:114856.16570228351),  Gap: 2.27,  Fixed x: True,  Fixed thetavar: True  
Iteration: 85, Duration: 17429, LB: 112250.08145578399, (exp UB:115275.50681189925),  Gap: 2.62,  Fixed x: True,  Fixed thetavar: True  
Iteration: 86, Duration: 17620, LB: 112247.58966150953, (exp UB:116520.70196641087),  Gap: 3.67,  Fixed x: True,  Fixed thetavar: True  
Iteration: 87, Duration: 17827, LB: 112248.09489625531, (exp UB:114554.12505353072),  Gap: 2.01,  Fixed x: True,  Fixed thetavar: True  
Iteration: 88, Duration: 18017, LB: 112249.10061315288, (exp UB:115332.70065643499),  Gap: 2.67,  Fixed x: True,  Fixed thetavar: True  
Iteration: 89, Duration: 18214, LB: 112255.99993930053, (exp UB:114637.82922190097),  Gap: 2.08,  Fixed x: True,  Fixed thetavar: True  
Iteration: 90, Duration: 18424, LB: 112250.85544849232, (exp UB:117379.06997165563),  Gap: 4.37,  Fixed x: True,  Fixed thetavar: True  
Iteration: 91, Duration: 18583, LB: 112250.85511866814, (exp UB:114242.49808413087),  Gap: 1.74,  Fixed x: True,  Fixed thetavar: True  
Iteration: 92, Duration: 18728, LB: 112250.85478884398, (exp UB:114235.78765273822),  Gap: 1.74,  Fixed x: True,  Fixed thetavar: True  
Iteration: 93, Duration: 18870, LB: 112250.8544590198, (exp UB:116048.64849735262),  Gap: 3.27,  Fixed x: True,  Fixed thetavar: True  
Iteration: 94, Duration: 19074, LB: 112255.38541989226, (exp UB:114340.2317399556),  Gap: 1.82,  Fixed x: True,  Fixed thetavar: True  
Iteration: 95, Duration: 19294, LB: 112254.44552063393, (exp UB:115164.12836841255),  Gap: 2.53,  Fixed x: True,  Fixed thetavar: True  
Iteration: 96, Duration: 19509, LB: 112255.40361394749, (exp UB:115208.28817938556),  Gap: 2.56,  Fixed x: True,  Fixed thetavar: True  
Iteration: 97, Duration: 19745, LB: 112256.83299639887, (exp UB:115485.88302639381),  Gap: 2.80,  Fixed x: True,  Fixed thetavar: True  
Iteration: 98, Duration: 19968, LB: 112260.94250250053, (exp UB:115128.08621250642),  Gap: 2.49,  Fixed x: True,  Fixed thetavar: True  
Iteration: 99, Duration: 20124, LB: 112260.94051350658, (exp UB:114060.1356763163),  Gap: 1.58,  Fixed x: True,  Fixed thetavar: True  
Iteration: 100, Duration: 20277, LB: 112260.93923635824, (exp UB:115562.13636202298),  Gap: 2.86,  Fixed x: True,  Fixed thetavar: True  
Iteration: 101, Duration: 20436, LB: 112260.93809474687, (exp UB:114374.51411132872),  Gap: 1.85,  Fixed x: True,  Fixed thetavar: True  
Iteration: 102, Duration: 20590, LB: 112260.93740447829, (exp UB:116355.91616723766),  Gap: 3.52,  Fixed x: True,  Fixed thetavar: True  
Iteration: 103, Duration: 20750, LB: 112260.93671420975, (exp UB:114268.87479800152),  Gap: 1.76,  Fixed x: True,  Fixed thetavar: True  
Iteration: 104, Duration: 20910, LB: 112260.93671420975, (exp UB:115174.54895747127),  Gap: 2.53,  Fixed x: True,  Fixed thetavar: True  
Iteration: 105, Duration: 21073, LB: 112260.93671420975, (exp UB:115884.59515971849),  Gap: 3.13,  Fixed x: True,  Fixed thetavar: True  
Iteration: 106, Duration: 21237, LB: 112260.93671420975, (exp UB:114928.3525849557),  Gap: 2.32,  Fixed x: True,  Fixed thetavar: True  
Iteration: 107, Duration: 21402, LB: 112260.93671420975, (exp UB:115405.20238760875),  Gap: 2.72,  Fixed x: True,  Fixed thetavar: True  
Iteration: 108, Duration: 21569, LB: 112260.93671420975, (exp UB:114726.33829993955),  Gap: 2.15,  Fixed x: True,  Fixed thetavar: True  
Iteration: 109, Duration: 21737, LB: 112260.93671420975, (exp UB:115242.37252455311),  Gap: 2.59,  Fixed x: True,  Fixed thetavar: True  
Iteration: 110, Duration: 21903, LB: 112260.93671420975, (exp UB:115230.47022828602),  Gap: 2.58,  Fixed x: True,  Fixed thetavar: True  
Iteration: 111, Duration: 22073, LB: 112260.93671420975, (exp UB:114904.91063794747),  Gap: 2.30,  Fixed x: True,  Fixed thetavar: True  
Iteration: 112, Duration: 22263, LB: 112260.93671420975, (exp UB:116367.3812370929),  Gap: 3.53,  Fixed x: True,  Fixed thetavar: True  
Iteration: 113, Duration: 22434, LB: 112260.93671420975, (exp UB:114109.21686121402),  Gap: 1.62,  Fixed x: True,  Fixed thetavar: True  
Iteration: 114, Duration: 22607, LB: 112260.93671420975, (exp UB:114753.6733616943),  Gap: 2.17,  Fixed x: True,  Fixed thetavar: True  
Iteration: 115, Duration: 22780, LB: 112260.93671420975, (exp UB:115508.79679968672),  Gap: 2.81,  Fixed x: True,  Fixed thetavar: True  
Iteration: 116, Duration: 22954, LB: 112260.93671420975, (exp UB:117191.20553506602),  Gap: 4.21,  Fixed x: True,  Fixed thetavar: True  
Iteration: 117, Duration: 23128, LB: 112260.93671420975, (exp UB:115361.47674794651),  Gap: 2.69,  Fixed x: True,  Fixed thetavar: True  
Iteration: 118, Duration: 23303, LB: 112260.93671420975, (exp UB:116141.95030979963),  Gap: 3.34,  Fixed x: True,  Fixed thetavar: True  
Iteration: 119, Duration: 23478, LB: 112260.93671420975, (exp UB:115376.15567039947),  Gap: 2.70,  Fixed x: True,  Fixed thetavar: True  
Iteration: 120, Duration: 23657, LB: 112260.93671420975, (exp UB:114140.14948362282),  Gap: 1.65,  Fixed x: True,  Fixed thetavar: True  
Iteration: 121, Duration: 23838, LB: 112260.93671420975, (exp UB:115004.46738688798),  Gap: 2.39,  Fixed x: True,  Fixed thetavar: True  
Iteration: 122, Duration: 24018, LB: 112260.93671420975, (exp UB:114745.50643580536),  Gap: 2.17,  Fixed x: True,  Fixed thetavar: True  
Iteration: 123, Duration: 24199, LB: 112260.93671420975, (exp UB:114305.09870501899),  Gap: 1.79,  Fixed x: True,  Fixed thetavar: True  
Iteration: 124, Duration: 24381, LB: 112260.93671420975, (exp UB:114544.09760696808),  Gap: 1.99,  Fixed x: True,  Fixed thetavar: True  
Iteration: 125, Duration: 24564, LB: 112260.93671420975, (exp UB:115428.07911659902),  Gap: 2.74,  Fixed x: True,  Fixed thetavar: True  
Iteration: 126, Duration: 24751, LB: 112260.93671420975, (exp UB:115969.92083871608),  Gap: 3.20,  Fixed x: True,  Fixed thetavar: True  
Iteration: 127, Duration: 24939, LB: 112260.93671420975, (exp UB:114989.80789276914),  Gap: 2.37,  Fixed x: True,  Fixed thetavar: True  
Iteration: 128, Duration: 25128, LB: 112260.93671420975, (exp UB:115151.33679840527),  Gap: 2.51,  Fixed x: True,  Fixed thetavar: True  
Iteration: 129, Duration: 25316, LB: 112260.93671420975, (exp UB:114413.90242751417),  Gap: 1.88,  Fixed x: True,  Fixed thetavar: True  
Iteration: 130, Duration: 25505, LB: 112260.93671420975, (exp UB:115206.53268313335),  Gap: 2.56,  Fixed x: True,  Fixed thetavar: True  
Iteration: 131, Duration: 25700, LB: 112260.93671420975, (exp UB:114170.7618316723),  Gap: 1.67,  Fixed x: True,  Fixed thetavar: True  
Iteration: 132, Duration: 25893, LB: 112260.93671420975, (exp UB:117497.36245464462),  Gap: 4.46,  Fixed x: True,  Fixed thetavar: True  
Iteration: 133, Duration: 26089, LB: 112260.93671420975, (exp UB:114982.9127815166),  Gap: 2.37,  Fixed x: True,  Fixed thetavar: True  
Iteration: 134, Duration: 26285, LB: 112260.93671420975, (exp UB:114818.33921585298),  Gap: 2.23,  Fixed x: True,  Fixed thetavar: True  
Iteration: 135, Duration: 26493, LB: 112260.93671420975, (exp UB:115474.85270741608),  Gap: 2.78,  Fixed x: True,  Fixed thetavar: True  
Iteration: 136, Duration: 26696, LB: 112260.93671420975, (exp UB:115508.83051927897),  Gap: 2.81,  Fixed x: True,  Fixed thetavar: True  
