Start the SDDP algorithm 
Use Papadakos method to generate strong cuts: True 
Generate  cuts with linear relaxation: False 
Generate  WarmUp cuts in SDDP: True 
Generate  cuts with LBF: True 
Generate  cuts with two-stage solution: False 
Use valid inequalities: False 
Run SDDP in a single tree: False 
SDDP setting: 'JustYFix' 
Iteration: 1, Duration: 3394, LB: 112904.72488333343, (exp UB:114064.59447749546),  Gap: 1.02,  Fixed x: True,  Fixed thetavar: True  
Iteration: 2, Duration: 3408, LB: 112904.72506056204, (exp UB:113461.99845802548),  Gap: 0.49,  Fixed x: True,  Fixed thetavar: True  
Change stage 1 problem to integer 
Iteration: 3, Duration: 3422, LB: 112904.59811641158, (exp UB:114542.45165997081),  Gap: 1.43,  Fixed x: True,  Fixed thetavar: True  
Iteration: 4, Duration: 3439, LB: 112904.6153150321, (exp UB:164541.8917400392),  Gap: 31.38,  Fixed x: True,  Fixed thetavar: True  
Iteration: 5, Duration: 3460, LB: 112904.71002816793, (exp UB:352630.99876361445),  Gap: 67.98,  Fixed x: True,  Fixed thetavar: True  
Iteration: 6, Duration: 3481, LB: 112904.95188333314, (exp UB:115452.14743750004),  Gap: 2.21,  Fixed x: True,  Fixed thetavar: True  
Iteration: 7, Duration: 3504, LB: 112904.89200635656, (exp UB:114211.50418210318),  Gap: 1.14,  Fixed x: True,  Fixed thetavar: True  
Iteration: 8, Duration: 3525, LB: 112904.9327002325, (exp UB:114817.42327710045),  Gap: 1.67,  Fixed x: True,  Fixed thetavar: True  
Iteration: 9, Duration: 3545, LB: 112915.79396779287, (exp UB:115983.35171832894),  Gap: 2.64,  Fixed x: True,  Fixed thetavar: True  
Iteration: 10, Duration: 3568, LB: 113356.47120991255, (exp UB:114937.2188853292),  Gap: 1.38,  Fixed x: True,  Fixed thetavar: True  
Iteration: 11, Duration: 3601, LB: 114149.04110178302, (exp UB:115782.18966621652),  Gap: 1.41,  Fixed x: True,  Fixed thetavar: True  
Iteration: 12, Duration: 3633, LB: 114241.4997725667, (exp UB:116070.35676363137),  Gap: 1.58,  Fixed x: True,  Fixed thetavar: True  
Iteration: 13, Duration: 3668, LB: 115783.34036654467, (exp UB:118669.98592731281),  Gap: 2.43,  Fixed x: True,  Fixed thetavar: True  
Iteration: 14, Duration: 3701, LB: 117219.79787937268, (exp UB:117886.322401607),  Gap: 0.57,  Fixed x: True,  Fixed thetavar: True  
