Start the SDDP algorithm 
Use Papadakos method to generate strong cuts: True 
Generate  cuts with linear relaxation: False 
Generate  WarmUp cuts in SDDP: True 
Generate  cuts with LBF: True 
Generate  cuts with two-stage solution: False 
Use valid inequalities: False 
Run SDDP in a single tree: False 
SDDP setting: 'JustYFix' 
Iteration: 1, Duration: 568, LB: 30952615.479226265, (exp UB:26298114.494972974),  Gap: -17.70,  Fixed x: False,  Fixed thetavar: False  
Change stage 1 problem to integer 
Iteration: 2, Duration: 652, LB: 30952784.004992146, (exp UB:17551925.24430203),  Gap: -76.35,  Fixed x: False,  Fixed thetavar: False  
Iteration: 3, Duration: 718, LB: 31184957.08091475, (exp UB:16416372.146439435),  Gap: -89.96,  Fixed x: False,  Fixed thetavar: False  
Iteration: 4, Duration: 792, LB: 31184153.475358397, (exp UB:15136306.821094058),  Gap: -106.02,  Fixed x: False,  Fixed thetavar: False  
Iteration: 5, Duration: 878, LB: 31210453.31489181, (exp UB:16138738.473402292),  Gap: -93.39,  Fixed x: False,  Fixed thetavar: False  
Iteration: 6, Duration: 956, LB: 31211007.561193123, (exp UB:19747077.369579565),  Gap: -58.05,  Fixed x: False,  Fixed thetavar: False  
Iteration: 7, Duration: 1069, LB: 31214209.98544063, (exp UB:14576294.703348983),  Gap: -114.14,  Fixed x: False,  Fixed thetavar: False  
Iteration: 8, Duration: 1158, LB: 31214190.928697467, (exp UB:18865032.378798973),  Gap: -65.46,  Fixed x: False,  Fixed thetavar: False  
Iteration: 9, Duration: 1258, LB: 31220178.48198908, (exp UB:18329577.39985984),  Gap: -70.33,  Fixed x: False,  Fixed thetavar: False  
Iteration: 10, Duration: 1349, LB: 31220720.235323332, (exp UB:24355863.94289722),  Gap: -28.19,  Fixed x: False,  Fixed thetavar: False  
Iteration: 11, Duration: 1465, LB: 31222648.647188853, (exp UB:18088415.159238495),  Gap: -72.61,  Fixed x: False,  Fixed thetavar: False  
Iteration: 12, Duration: 1578, LB: 31223679.161435, (exp UB:18884625.30023662),  Gap: -65.34,  Fixed x: False,  Fixed thetavar: False  
Iteration: 13, Duration: 1687, LB: 31229316.554904442, (exp UB:16649987.36296517),  Gap: -87.56,  Fixed x: False,  Fixed thetavar: False  
Iteration: 14, Duration: 1777, LB: 31252133.436912432, (exp UB:15687595.252010908),  Gap: -99.22,  Fixed x: False,  Fixed thetavar: False  
Iteration: 15, Duration: 1867, LB: 31254351.96688069, (exp UB:16309048.081436688),  Gap: -91.64,  Fixed x: False,  Fixed thetavar: False  
Iteration: 16, Duration: 2012, LB: 31255410.79337208, (exp UB:17463836.871940754),  Gap: -78.97,  Fixed x: False,  Fixed thetavar: False  
Iteration: 17, Duration: 2179, LB: 31260029.33320387, (exp UB:40465753.77934487),  Gap: 22.75,  Fixed x: False,  Fixed thetavar: False  
Iteration: 18, Duration: 2335, LB: 31259019.021418028, (exp UB:16516867.409650482),  Gap: -89.26,  Fixed x: False,  Fixed thetavar: False  
Iteration: 19, Duration: 2544, LB: 31262944.13488657, (exp UB:46583929.94340243),  Gap: 32.89,  Fixed x: False,  Fixed thetavar: False  
Iteration: 20, Duration: 2761, LB: 31264445.151242014, (exp UB:18381206.298408248),  Gap: -70.09,  Fixed x: False,  Fixed thetavar: False  
Iteration: 21, Duration: 2930, LB: 31265968.443234123, (exp UB:19745510.316579565),  Gap: -58.34,  Fixed x: False,  Fixed thetavar: False  
Iteration: 22, Duration: 3110, LB: 31268469.227942303, (exp UB:18885340.749032766),  Gap: -65.57,  Fixed x: False,  Fixed thetavar: False  
Iteration: 23, Duration: 3247, LB: 31267261.390880093, (exp UB:12114124.351486288),  Gap: -158.11,  Fixed x: False,  Fixed thetavar: False  
Iteration: 24, Duration: 3482, LB: 31268334.33861544, (exp UB:15080875.81442398),  Gap: -107.34,  Fixed x: False,  Fixed thetavar: False  
Iteration: 25, Duration: 3712, LB: 31270178.10766933, (exp UB:18847303.77716495),  Gap: -65.91,  Fixed x: False,  Fixed thetavar: False  
Iteration: 26, Duration: 4035, LB: 31269175.593675762, (exp UB:19033872.71066831),  Gap: -64.28,  Fixed x: False,  Fixed thetavar: False  
Iteration: 27, Duration: 4260, LB: 31270344.03305223, (exp UB:20157401.92469424),  Gap: -55.13,  Fixed x: False,  Fixed thetavar: False  
Iteration: 28, Duration: 4546, LB: 31269286.44809558, (exp UB:16044271.233636256),  Gap: -94.89,  Fixed x: False,  Fixed thetavar: False  
Iteration: 29, Duration: 4827, LB: 31270829.65971596, (exp UB:19367056.043419253),  Gap: -61.46,  Fixed x: False,  Fixed thetavar: False  
Iteration: 30, Duration: 5052, LB: 31271016.482555836, (exp UB:15942089.384423628),  Gap: -96.15,  Fixed x: False,  Fixed thetavar: False  
Iteration: 31, Duration: 5270, LB: 31271371.81093564, (exp UB:17109339.154048074),  Gap: -82.77,  Fixed x: False,  Fixed thetavar: False  
Iteration: 32, Duration: 5485, LB: 31269659.66184806, (exp UB:16080550.066915875),  Gap: -94.46,  Fixed x: False,  Fixed thetavar: False  
Iteration: 33, Duration: 5713, LB: 31272962.763680577, (exp UB:16131645.313705418),  Gap: -93.86,  Fixed x: False,  Fixed thetavar: False  
Iteration: 34, Duration: 5915, LB: 31273226.070032578, (exp UB:17511161.140782457),  Gap: -78.59,  Fixed x: False,  Fixed thetavar: False  
Iteration: 35, Duration: 6198, LB: 31270346.798079427, (exp UB:14253127.579010684),  Gap: -119.39,  Fixed x: False,  Fixed thetavar: False  
