Start the SDDP algorithm 
Use Papadakos method to generate strong cuts: True 
Generate  cuts with linear relaxation: False 
Generate  WarmUp cuts in SDDP: True 
Generate  cuts with LBF: True 
Generate  cuts with two-stage solution: False 
Use valid inequalities: False 
Run SDDP in a single tree: False 
SDDP setting: 'JustYFix' 
Iteration: 1, Duration: 117, LB: 174816.54470187746, (exp UB:15690557.507708142),  Gap: 98.89,  Fixed x: False,  Fixed thetavar: False  
Iteration: 2, Duration: 126, LB: 174816.54470187746, (exp UB:213543.7683699806),  Gap: 18.14,  Fixed x: False,  Fixed thetavar: False  
Iteration: 3, Duration: 136, LB: 174816.54470187746, (exp UB:6558497.1408234695),  Gap: 97.33,  Fixed x: False,  Fixed thetavar: False  
Iteration: 4, Duration: 148, LB: 174816.54470187746, (exp UB:6689781.173446648),  Gap: 97.39,  Fixed x: False,  Fixed thetavar: False  
Iteration: 5, Duration: 157, LB: 174816.54470187746, (exp UB:6153851.924892744),  Gap: 97.16,  Fixed x: False,  Fixed thetavar: False  
Iteration: 6, Duration: 166, LB: 174816.54470187746, (exp UB:8643088.759007856),  Gap: 97.98,  Fixed x: False,  Fixed thetavar: False  
Iteration: 7, Duration: 175, LB: 174816.54470187746, (exp UB:6563887.888718094),  Gap: 97.34,  Fixed x: False,  Fixed thetavar: False  
Iteration: 8, Duration: 185, LB: 174816.54470187746, (exp UB:5002367.929345883),  Gap: 96.51,  Fixed x: False,  Fixed thetavar: False  
Iteration: 9, Duration: 194, LB: 174816.54470187746, (exp UB:6456677.698553288),  Gap: 97.29,  Fixed x: False,  Fixed thetavar: False  
Iteration: 10, Duration: 203, LB: 174816.54470187746, (exp UB:4969115.445032078),  Gap: 96.48,  Fixed x: False,  Fixed thetavar: False  
Change stage 1 problem to integer 
Iteration: 11, Duration: 225, LB: 174816.73042708318, (exp UB:326013.7219570835),  Gap: 46.38,  Fixed x: False,  Fixed thetavar: False  
Iteration: 12, Duration: 236, LB: 174816.73252835762, (exp UB:179051.8999116515),  Gap: 2.37,  Fixed x: False,  Fixed thetavar: False  
Iteration: 13, Duration: 247, LB: 174816.73642079925, (exp UB:180717.01051840914),  Gap: 3.26,  Fixed x: False,  Fixed thetavar: False  
Iteration: 14, Duration: 260, LB: 174816.73644621024, (exp UB:183297.63764578087),  Gap: 4.63,  Fixed x: False,  Fixed thetavar: False  
Iteration: 15, Duration: 273, LB: 174816.73646163114, (exp UB:183024.44584819226),  Gap: 4.48,  Fixed x: False,  Fixed thetavar: False  
Iteration: 16, Duration: 285, LB: 174816.7364861393, (exp UB:181280.09823298722),  Gap: 3.57,  Fixed x: False,  Fixed thetavar: False  
Iteration: 17, Duration: 303, LB: 174816.73696984292, (exp UB:181102.37818437305),  Gap: 3.47,  Fixed x: False,  Fixed thetavar: False  
Iteration: 18, Duration: 318, LB: 174829.87674391593, (exp UB:315370.5156291665),  Gap: 44.56,  Fixed x: False,  Fixed thetavar: False  
Iteration: 19, Duration: 332, LB: 174847.5881690387, (exp UB:180181.2089212404),  Gap: 2.96,  Fixed x: False,  Fixed thetavar: False  
Iteration: 20, Duration: 345, LB: 174847.64386666706, (exp UB:180414.6757006154),  Gap: 3.09,  Fixed x: False,  Fixed thetavar: False  
Iteration: 21, Duration: 361, LB: 176238.91663574654, (exp UB:694053.5461197811),  Gap: 74.61,  Fixed x: False,  Fixed thetavar: False  
Iteration: 22, Duration: 386, LB: 177612.24556280774, (exp UB:179277.0266017017),  Gap: 0.93,  Fixed x: False,  Fixed thetavar: False  
Iteration: 23, Duration: 405, LB: 178347.2500856921, (exp UB:383567.61731805303),  Gap: 53.50,  Fixed x: False,  Fixed thetavar: False  
Iteration: 24, Duration: 429, LB: 178341.26947693314, (exp UB:250909.55495529855),  Gap: 28.92,  Fixed x: False,  Fixed thetavar: False  
Iteration: 25, Duration: 441, LB: 179342.76354606182, (exp UB:329074.6415680045),  Gap: 45.50,  Fixed x: False,  Fixed thetavar: False  
Iteration: 26, Duration: 452, LB: 179947.04583251444, (exp UB:183852.94364821675),  Gap: 2.12,  Fixed x: False,  Fixed thetavar: False  
Iteration: 27, Duration: 464, LB: 179957.8497473647, (exp UB:184882.82317323025),  Gap: 2.66,  Fixed x: False,  Fixed thetavar: False  
Iteration: 28, Duration: 480, LB: 179966.75930733775, (exp UB:180091.03186513844),  Gap: 0.07,  Fixed x: False,  Fixed thetavar: False  
Iteration: 29, Duration: 495, LB: 179969.75510956167, (exp UB:183650.70059194686),  Gap: 2.00,  Fixed x: False,  Fixed thetavar: False  
Iteration: 30, Duration: 508, LB: 179999.40638657135, (exp UB:182623.693154119),  Gap: 1.44,  Fixed x: False,  Fixed thetavar: False  
Iteration: 31, Duration: 523, LB: 179983.82997576884, (exp UB:215854.54422430557),  Gap: 16.62,  Fixed x: False,  Fixed thetavar: False  
Iteration: 32, Duration: 541, LB: 180000.80752937373, (exp UB:179111.96531444884),  Gap: -0.50,  Fixed x: False,  Fixed thetavar: False  
Iteration: 33, Duration: 556, LB: 179994.18124803682, (exp UB:182048.75548005657),  Gap: 1.13,  Fixed x: False,  Fixed thetavar: False  
Iteration: 34, Duration: 573, LB: 180029.0222938629, (exp UB:182205.88455161816),  Gap: 1.19,  Fixed x: False,  Fixed thetavar: False  
Iteration: 35, Duration: 587, LB: 180102.48885667068, (exp UB:461320.4072977912),  Gap: 60.96,  Fixed x: False,  Fixed thetavar: False  
Iteration: 36, Duration: 602, LB: 180107.9362844173, (exp UB:187507.47469072498),  Gap: 3.95,  Fixed x: False,  Fixed thetavar: False  
Iteration: 37, Duration: 616, LB: 180143.61630666576, (exp UB:188338.26800017178),  Gap: 4.35,  Fixed x: False,  Fixed thetavar: False  
Iteration: 38, Duration: 637, LB: 180139.10966134293, (exp UB:184947.87573392666),  Gap: 2.60,  Fixed x: False,  Fixed thetavar: False  
Iteration: 39, Duration: 653, LB: 180141.69610558994, (exp UB:183854.45796308032),  Gap: 2.02,  Fixed x: False,  Fixed thetavar: False  
Iteration: 40, Duration: 672, LB: 180161.75985470886, (exp UB:182460.7201043826),  Gap: 1.26,  Fixed x: False,  Fixed thetavar: False  
Iteration: 41, Duration: 689, LB: 180166.04676084622, (exp UB:293545.6426129204),  Gap: 38.62,  Fixed x: False,  Fixed thetavar: False  
Iteration: 42, Duration: 708, LB: 180174.8827430282, (exp UB:436841.23572365695),  Gap: 58.76,  Fixed x: False,  Fixed thetavar: False  
Iteration: 43, Duration: 729, LB: 180173.29909602096, (exp UB:185692.9043486262),  Gap: 2.97,  Fixed x: False,  Fixed thetavar: False  
Iteration: 44, Duration: 751, LB: 180208.76386772512, (exp UB:679395.4362745881),  Gap: 73.48,  Fixed x: False,  Fixed thetavar: False  
Iteration: 45, Duration: 771, LB: 180213.31421791244, (exp UB:180400.52015004127),  Gap: 0.10,  Fixed x: False,  Fixed thetavar: False  
Iteration: 46, Duration: 791, LB: 180240.01629424584, (exp UB:179126.8125421941),  Gap: -0.62,  Fixed x: False,  Fixed thetavar: False  
Iteration: 47, Duration: 811, LB: 180240.21566448358, (exp UB:186425.47100219972),  Gap: 3.32,  Fixed x: False,  Fixed thetavar: False  
Iteration: 48, Duration: 836, LB: 180246.3579201033, (exp UB:181417.94375835382),  Gap: 0.65,  Fixed x: False,  Fixed thetavar: False  
Iteration: 49, Duration: 859, LB: 180257.20504141622, (exp UB:182523.50508069716),  Gap: 1.24,  Fixed x: False,  Fixed thetavar: False  
Iteration: 50, Duration: 880, LB: 180261.03473068343, (exp UB:180815.55659308532),  Gap: 0.31,  Fixed x: False,  Fixed thetavar: False  
Iteration: 51, Duration: 903, LB: 180290.73839358072, (exp UB:181836.97823076422),  Gap: 0.85,  Fixed x: False,  Fixed thetavar: False  
