Start the SDDP algorithm 
Use Papadakos method to generate strong cuts: True 
Generate  cuts with linear relaxation: False 
Generate  WarmUp cuts in SDDP: True 
Generate  cuts with LBF: True 
Generate  cuts with two-stage solution: False 
Use valid inequalities: False 
Run SDDP in a single tree: False 
SDDP setting: 'JustYFix' 
Iteration: 1, Duration: 301, LB: 23274202.03855396, (exp UB:42183332.96699158),  Gap: 44.83,  Fixed x: False,  Fixed thetavar: False  
Iteration: 2, Duration: 334, LB: 25601189.872496463, (exp UB:17613444.14035665),  Gap: -45.35,  Fixed x: False,  Fixed thetavar: False  
Change stage 1 problem to integer 
Iteration: 3, Duration: 357, LB: 25663772.06938463, (exp UB:18327105.32543896),  Gap: -40.03,  Fixed x: False,  Fixed thetavar: False  
Iteration: 4, Duration: 376, LB: 25914569.051438406, (exp UB:13322131.443917643),  Gap: -94.52,  Fixed x: False,  Fixed thetavar: False  
Iteration: 5, Duration: 398, LB: 26081858.31597417, (exp UB:20632057.429799493),  Gap: -26.41,  Fixed x: False,  Fixed thetavar: False  
Iteration: 6, Duration: 419, LB: 26086826.549705885, (exp UB:9829833.483818516),  Gap: -165.38,  Fixed x: False,  Fixed thetavar: False  
Iteration: 7, Duration: 441, LB: 26087448.53667382, (exp UB:16413300.510137143),  Gap: -58.94,  Fixed x: False,  Fixed thetavar: False  
Iteration: 8, Duration: 465, LB: 26088570.809341963, (exp UB:6553731.132970393),  Gap: -298.07,  Fixed x: False,  Fixed thetavar: False  
Iteration: 9, Duration: 489, LB: 26086438.99416502, (exp UB:26426890.60128083),  Gap: 1.29,  Fixed x: False,  Fixed thetavar: False  
Iteration: 10, Duration: 511, LB: 26087330.38886845, (exp UB:12440785.198445896),  Gap: -109.69,  Fixed x: False,  Fixed thetavar: False  
Iteration: 11, Duration: 536, LB: 26087071.207628712, (exp UB:15598691.891206102),  Gap: -67.24,  Fixed x: False,  Fixed thetavar: False  
Iteration: 12, Duration: 559, LB: 26086973.604864374, (exp UB:14204486.604526058),  Gap: -83.65,  Fixed x: False,  Fixed thetavar: False  
Iteration: 13, Duration: 580, LB: 26086988.382674035, (exp UB:9278502.62129531),  Gap: -181.16,  Fixed x: False,  Fixed thetavar: False  
Iteration: 14, Duration: 605, LB: 26089110.667372704, (exp UB:26006200.02307927),  Gap: -0.32,  Fixed x: False,  Fixed thetavar: False  
Iteration: 15, Duration: 631, LB: 26090175.542139933, (exp UB:4620355.444342832),  Gap: -464.68,  Fixed x: False,  Fixed thetavar: False  
Iteration: 16, Duration: 652, LB: 26090453.256869063, (exp UB:8964087.107136428),  Gap: -191.06,  Fixed x: False,  Fixed thetavar: False  
Iteration: 17, Duration: 675, LB: 26090822.628994867, (exp UB:16495827.788287025),  Gap: -58.17,  Fixed x: False,  Fixed thetavar: False  
Iteration: 18, Duration: 696, LB: 26090261.06295401, (exp UB:10469606.807465471),  Gap: -149.20,  Fixed x: False,  Fixed thetavar: False  
Iteration: 19, Duration: 720, LB: 26091128.155830972, (exp UB:14937209.069388185),  Gap: -74.67,  Fixed x: False,  Fixed thetavar: False  
Iteration: 20, Duration: 741, LB: 26090884.326474257, (exp UB:12434205.157349112),  Gap: -109.83,  Fixed x: False,  Fixed thetavar: False  
Iteration: 21, Duration: 765, LB: 26091382.19286225, (exp UB:5494789.390654685),  Gap: -374.84,  Fixed x: False,  Fixed thetavar: False  
Iteration: 22, Duration: 786, LB: 26114992.07963925, (exp UB:16485828.524786742),  Gap: -58.41,  Fixed x: False,  Fixed thetavar: False  
Iteration: 23, Duration: 807, LB: 26117756.861188628, (exp UB:6193643.777574692),  Gap: -321.69,  Fixed x: False,  Fixed thetavar: False  
Iteration: 24, Duration: 832, LB: 26118125.192845702, (exp UB:17993793.845977128),  Gap: -45.15,  Fixed x: False,  Fixed thetavar: False  
Iteration: 25, Duration: 852, LB: 26118899.03451225, (exp UB:21680185.49976576),  Gap: -20.47,  Fixed x: False,  Fixed thetavar: False  
Iteration: 26, Duration: 874, LB: 26118870.66724067, (exp UB:20497580.524205424),  Gap: -27.42,  Fixed x: False,  Fixed thetavar: False  
Iteration: 27, Duration: 899, LB: 26118905.098184705, (exp UB:12870830.673900325),  Gap: -102.93,  Fixed x: False,  Fixed thetavar: False  
Iteration: 28, Duration: 921, LB: 26118906.51389522, (exp UB:15607218.29543532),  Gap: -67.35,  Fixed x: False,  Fixed thetavar: False  
Iteration: 29, Duration: 941, LB: 26119111.170487203, (exp UB:5180635.759067035),  Gap: -404.17,  Fixed x: False,  Fixed thetavar: False  
Iteration: 30, Duration: 967, LB: 26119331.598046035, (exp UB:16103158.172941357),  Gap: -62.20,  Fixed x: False,  Fixed thetavar: False  
Iteration: 31, Duration: 990, LB: 26119111.210203603, (exp UB:18348467.077000007),  Gap: -42.35,  Fixed x: False,  Fixed thetavar: False  
Iteration: 32, Duration: 1012, LB: 26120366.212239355, (exp UB:12718032.088857615),  Gap: -105.38,  Fixed x: False,  Fixed thetavar: False  
Iteration: 33, Duration: 1039, LB: 26120292.59066855, (exp UB:7440259.47740133),  Gap: -251.07,  Fixed x: False,  Fixed thetavar: False  
Iteration: 34, Duration: 1063, LB: 26120295.21227759, (exp UB:17220764.01204989),  Gap: -51.68,  Fixed x: False,  Fixed thetavar: False  
Iteration: 35, Duration: 1087, LB: 26120295.648898147, (exp UB:6243341.375155837),  Gap: -318.37,  Fixed x: False,  Fixed thetavar: False  
Iteration: 36, Duration: 1116, LB: 26120322.978721283, (exp UB:15238349.307103636),  Gap: -71.41,  Fixed x: False,  Fixed thetavar: False  
Iteration: 37, Duration: 1150, LB: 26120312.99531203, (exp UB:12480144.615629356),  Gap: -109.29,  Fixed x: False,  Fixed thetavar: False  
Iteration: 38, Duration: 1177, LB: 26120442.006323926, (exp UB:22889493.590091504),  Gap: -14.12,  Fixed x: False,  Fixed thetavar: False  
Iteration: 39, Duration: 1201, LB: 26120441.3864763, (exp UB:17583662.085063364),  Gap: -48.55,  Fixed x: False,  Fixed thetavar: False  
Iteration: 40, Duration: 1226, LB: 26120312.055901602, (exp UB:18207876.62833284),  Gap: -43.46,  Fixed x: False,  Fixed thetavar: False  
Iteration: 41, Duration: 1253, LB: 26120636.492230173, (exp UB:16371697.284333305),  Gap: -59.55,  Fixed x: False,  Fixed thetavar: False  
Iteration: 42, Duration: 1283, LB: 26120475.875433348, (exp UB:10928263.161032889),  Gap: -139.02,  Fixed x: False,  Fixed thetavar: False  
Iteration: 43, Duration: 1309, LB: 26120536.179780647, (exp UB:15661386.693940423),  Gap: -66.78,  Fixed x: False,  Fixed thetavar: False  
