Start the SDDP algorithm 
Use Papadakos method to generate strong cuts: True 
Generate  cuts with linear relaxation: False 
Generate  WarmUp cuts in SDDP: True 
Generate  cuts with LBF: True 
Generate  cuts with two-stage solution: False 
Use valid inequalities: False 
Run SDDP in a single tree: False 
SDDP setting: 'JustYFix' 
Iteration: 1, Duration: 52, LB: 121662.77700000015, (exp UB:126064.38666666667),  Gap: 3.49,  Fixed x: False,  Fixed thetavar: False  
Iteration: 2, Duration: 58, LB: 121662.79775236553, (exp UB:121950.60674036537),  Gap: 0.24,  Fixed x: False,  Fixed thetavar: False  
Change stage 1 problem to integer 
Iteration: 3, Duration: 64, LB: 121662.96899999997, (exp UB:121189.75866666663),  Gap: -0.39,  Fixed x: False,  Fixed thetavar: False  
Iteration: 4, Duration: 71, LB: 121663.16300000002, (exp UB:127805.95933333333),  Gap: 4.81,  Fixed x: False,  Fixed thetavar: False  
Iteration: 5, Duration: 77, LB: 121663.194, (exp UB:124460.92700000001),  Gap: 2.25,  Fixed x: False,  Fixed thetavar: False  
Iteration: 6, Duration: 83, LB: 121664.03999999998, (exp UB:122833.25633333334),  Gap: 0.95,  Fixed x: False,  Fixed thetavar: False  
Iteration: 7, Duration: 90, LB: 121664.09099999999, (exp UB:120865.57733333332),  Gap: -0.66,  Fixed x: False,  Fixed thetavar: False  
Iteration: 8, Duration: 96, LB: 121679.58840192396, (exp UB:122836.46806859062),  Gap: 0.94,  Fixed x: False,  Fixed thetavar: False  
Iteration: 9, Duration: 103, LB: 121679.71040192399, (exp UB:123314.94244615667),  Gap: 1.33,  Fixed x: False,  Fixed thetavar: False  
Iteration: 10, Duration: 109, LB: 121770.17915093199, (exp UB:125284.63081759865),  Gap: 2.81,  Fixed x: False,  Fixed thetavar: False  
Iteration: 11, Duration: 116, LB: 121770.27915093195, (exp UB:121547.35479346535),  Gap: -0.18,  Fixed x: False,  Fixed thetavar: False  
Iteration: 12, Duration: 123, LB: 121770.32326003953, (exp UB:120771.75626003952),  Gap: -0.83,  Fixed x: False,  Fixed thetavar: False  
Iteration: 13, Duration: 130, LB: 121770.35026003954, (exp UB:125336.13532978602),  Gap: 2.84,  Fixed x: False,  Fixed thetavar: False  
