Start the SDDP algorithm 
Use Papadakos method to generate strong cuts: True 
Generate  cuts with linear relaxation: False 
Generate  WarmUp cuts in SDDP: True 
Generate  cuts with LBF: True 
Generate  cuts with two-stage solution: False 
Use valid inequalities: False 
Run SDDP in a single tree: False 
SDDP setting: 'JustYFix' 
Iteration: 1, Duration: 156, LB: 12108422.53657588, (exp UB:9343434.834135365),  Gap: -29.59,  Fixed x: False,  Fixed thetavar: False  
Change stage 1 problem to integer 
Iteration: 2, Duration: 177, LB: 12110233.739091909, (exp UB:8056385.193760318),  Gap: -50.32,  Fixed x: False,  Fixed thetavar: False  
Iteration: 3, Duration: 191, LB: 12110233.739091909, (exp UB:5738762.419098383),  Gap: -111.03,  Fixed x: False,  Fixed thetavar: False  
Iteration: 4, Duration: 205, LB: 12110233.742091898, (exp UB:4225717.84422994),  Gap: -186.58,  Fixed x: False,  Fixed thetavar: False  
Iteration: 5, Duration: 218, LB: 12110233.741091907, (exp UB:7358980.542164529),  Gap: -64.56,  Fixed x: False,  Fixed thetavar: False  
Iteration: 6, Duration: 233, LB: 12110233.745091906, (exp UB:6872547.292633187),  Gap: -76.21,  Fixed x: False,  Fixed thetavar: False  
Iteration: 7, Duration: 247, LB: 12110233.745276516, (exp UB:5163023.671591378),  Gap: -134.56,  Fixed x: False,  Fixed thetavar: False  
Iteration: 8, Duration: 262, LB: 12110233.748703042, (exp UB:6079829.4161572065),  Gap: -99.19,  Fixed x: False,  Fixed thetavar: False  
Iteration: 9, Duration: 277, LB: 12110233.749275867, (exp UB:7377201.928880113),  Gap: -64.16,  Fixed x: False,  Fixed thetavar: False  
Iteration: 10, Duration: 292, LB: 12110233.807091912, (exp UB:8443735.217152767),  Gap: -43.42,  Fixed x: False,  Fixed thetavar: False  
Iteration: 11, Duration: 312, LB: 12109755.361173615, (exp UB:4307795.554363521),  Gap: -181.11,  Fixed x: False,  Fixed thetavar: False  
Iteration: 12, Duration: 328, LB: 12109755.60142635, (exp UB:6962127.628449426),  Gap: -73.94,  Fixed x: False,  Fixed thetavar: False  
Iteration: 13, Duration: 352, LB: 12112010.364544023, (exp UB:6233749.380946904),  Gap: -94.30,  Fixed x: False,  Fixed thetavar: False  
Iteration: 14, Duration: 369, LB: 12112010.382317271, (exp UB:7714617.132268675),  Gap: -57.00,  Fixed x: False,  Fixed thetavar: False  
Iteration: 15, Duration: 393, LB: 12112180.027881006, (exp UB:4762825.9826881355),  Gap: -154.31,  Fixed x: False,  Fixed thetavar: False  
Iteration: 16, Duration: 416, LB: 12112979.134584775, (exp UB:5627347.509369363),  Gap: -115.25,  Fixed x: False,  Fixed thetavar: False  
Iteration: 17, Duration: 441, LB: 12113251.64262991, (exp UB:8806309.306829922),  Gap: -37.55,  Fixed x: False,  Fixed thetavar: False  
Iteration: 18, Duration: 466, LB: 12114542.893792503, (exp UB:7544468.084901598),  Gap: -60.58,  Fixed x: False,  Fixed thetavar: False  
Iteration: 19, Duration: 490, LB: 12114630.416341666, (exp UB:3887077.678752332),  Gap: -211.66,  Fixed x: False,  Fixed thetavar: False  
Iteration: 20, Duration: 518, LB: 12114762.856982369, (exp UB:5068132.985196279),  Gap: -139.04,  Fixed x: False,  Fixed thetavar: False  
Iteration: 21, Duration: 538, LB: 12120891.205927942, (exp UB:4145594.2676540427),  Gap: -192.38,  Fixed x: False,  Fixed thetavar: False  
Iteration: 22, Duration: 559, LB: 12121808.803682834, (exp UB:7988843.343340138),  Gap: -51.73,  Fixed x: False,  Fixed thetavar: False  
Iteration: 23, Duration: 588, LB: 12122101.007644402, (exp UB:5680994.628708338),  Gap: -113.38,  Fixed x: False,  Fixed thetavar: False  
Iteration: 24, Duration: 614, LB: 12122467.433622874, (exp UB:6687930.19459918),  Gap: -81.26,  Fixed x: False,  Fixed thetavar: False  
Iteration: 25, Duration: 637, LB: 12123744.646148268, (exp UB:13665457.723105954),  Gap: 11.28,  Fixed x: False,  Fixed thetavar: False  
Iteration: 26, Duration: 668, LB: 12122582.276151769, (exp UB:6402986.564992883),  Gap: -89.33,  Fixed x: False,  Fixed thetavar: False  
Iteration: 27, Duration: 699, LB: 12122641.27766481, (exp UB:8859828.7780959),  Gap: -36.83,  Fixed x: False,  Fixed thetavar: False  
Iteration: 28, Duration: 727, LB: 12122645.412594676, (exp UB:6019906.853189122),  Gap: -101.38,  Fixed x: False,  Fixed thetavar: False  
Iteration: 29, Duration: 752, LB: 12122650.705220733, (exp UB:8316900.636188025),  Gap: -45.76,  Fixed x: False,  Fixed thetavar: False  
Iteration: 30, Duration: 774, LB: 12123045.232310891, (exp UB:5912003.649587313),  Gap: -105.06,  Fixed x: False,  Fixed thetavar: False  
Iteration: 31, Duration: 802, LB: 12122642.915727973, (exp UB:9580526.306327099),  Gap: -26.53,  Fixed x: False,  Fixed thetavar: False  
Iteration: 32, Duration: 829, LB: 12122830.836885238, (exp UB:8675056.325762227),  Gap: -39.74,  Fixed x: False,  Fixed thetavar: False  
Iteration: 33, Duration: 854, LB: 12122984.793743163, (exp UB:5137829.1294171205),  Gap: -135.96,  Fixed x: False,  Fixed thetavar: False  
Iteration: 34, Duration: 877, LB: 12123029.14793155, (exp UB:4218334.958899888),  Gap: -187.39,  Fixed x: False,  Fixed thetavar: False  
Iteration: 35, Duration: 903, LB: 12123029.210931549, (exp UB:3942821.6811015406),  Gap: -207.47,  Fixed x: False,  Fixed thetavar: False  
Iteration: 36, Duration: 926, LB: 12123047.538452465, (exp UB:5060635.70485883),  Gap: -139.56,  Fixed x: False,  Fixed thetavar: False  
Iteration: 37, Duration: 950, LB: 12123058.865159092, (exp UB:4919916.956067514),  Gap: -146.41,  Fixed x: False,  Fixed thetavar: False  
Iteration: 38, Duration: 974, LB: 12123068.888166018, (exp UB:6314699.497972033),  Gap: -91.98,  Fixed x: False,  Fixed thetavar: False  
Iteration: 39, Duration: 1004, LB: 12123155.209507938, (exp UB:3874625.0135830296),  Gap: -212.89,  Fixed x: False,  Fixed thetavar: False  
Iteration: 40, Duration: 1033, LB: 12123155.219521657, (exp UB:6903950.025472494),  Gap: -75.60,  Fixed x: False,  Fixed thetavar: False  
Iteration: 41, Duration: 1060, LB: 12123161.299847826, (exp UB:6691657.1293867165),  Gap: -81.17,  Fixed x: False,  Fixed thetavar: False  
Iteration: 42, Duration: 1085, LB: 12123228.690131996, (exp UB:5316381.872443041),  Gap: -128.04,  Fixed x: False,  Fixed thetavar: False  
Iteration: 43, Duration: 1115, LB: 12123247.461056225, (exp UB:6321836.209059671),  Gap: -91.77,  Fixed x: False,  Fixed thetavar: False  
Iteration: 44, Duration: 1141, LB: 12123247.449056223, (exp UB:7460226.8658473715),  Gap: -62.51,  Fixed x: False,  Fixed thetavar: False  
Iteration: 45, Duration: 1168, LB: 12123247.55165382, (exp UB:7292193.943576436),  Gap: -66.25,  Fixed x: False,  Fixed thetavar: False  
Iteration: 46, Duration: 1204, LB: 12123250.616577342, (exp UB:5855710.800992106),  Gap: -107.03,  Fixed x: False,  Fixed thetavar: False  
Iteration: 47, Duration: 1240, LB: 12123931.205057383, (exp UB:6293220.771817984),  Gap: -92.65,  Fixed x: False,  Fixed thetavar: False  
Iteration: 48, Duration: 1275, LB: 12123252.580504041, (exp UB:8504320.586592464),  Gap: -42.55,  Fixed x: False,  Fixed thetavar: False  
Iteration: 49, Duration: 1307, LB: 12123254.576164788, (exp UB:6773264.091392098),  Gap: -78.99,  Fixed x: False,  Fixed thetavar: False  
Iteration: 50, Duration: 1333, LB: 12123254.576164788, (exp UB:5730669.69225409),  Gap: -111.55,  Fixed x: False,  Fixed thetavar: False  
Iteration: 51, Duration: 1360, LB: 12123254.576164788, (exp UB:7354022.485798803),  Gap: -64.85,  Fixed x: False,  Fixed thetavar: False  
Iteration: 52, Duration: 1388, LB: 12123255.560914949, (exp UB:5403608.879212139),  Gap: -124.35,  Fixed x: False,  Fixed thetavar: False  
Iteration: 53, Duration: 1420, LB: 12123295.351985395, (exp UB:5836108.795331383),  Gap: -107.73,  Fixed x: False,  Fixed thetavar: False  
Iteration: 54, Duration: 1452, LB: 12123256.177500542, (exp UB:8155452.091654958),  Gap: -48.65,  Fixed x: False,  Fixed thetavar: False  
Iteration: 55, Duration: 1480, LB: 12123347.255596338, (exp UB:5894921.469507931),  Gap: -105.66,  Fixed x: False,  Fixed thetavar: False  
Iteration: 56, Duration: 1516, LB: 12123303.375885218, (exp UB:7293871.769268683),  Gap: -66.21,  Fixed x: False,  Fixed thetavar: False  
Iteration: 57, Duration: 1553, LB: 12123319.15394378, (exp UB:5460999.374774153),  Gap: -122.00,  Fixed x: False,  Fixed thetavar: False  
Iteration: 58, Duration: 1591, LB: 12123355.570691131, (exp UB:6958585.304147902),  Gap: -74.22,  Fixed x: False,  Fixed thetavar: False  
Iteration: 59, Duration: 1617, LB: 12123355.570691131, (exp UB:7415820.496587444),  Gap: -63.48,  Fixed x: False,  Fixed thetavar: False  
Iteration: 60, Duration: 1651, LB: 12123356.265997339, (exp UB:6017215.966107223),  Gap: -101.48,  Fixed x: False,  Fixed thetavar: False  
Iteration: 61, Duration: 1679, LB: 12123358.291123252, (exp UB:5807746.4415120585),  Gap: -108.74,  Fixed x: False,  Fixed thetavar: False  
Iteration: 62, Duration: 1705, LB: 12123360.005000751, (exp UB:9750168.561436545),  Gap: -24.34,  Fixed x: False,  Fixed thetavar: False  
Iteration: 63, Duration: 1733, LB: 12123362.047881026, (exp UB:10508685.775915008),  Gap: -15.37,  Fixed x: False,  Fixed thetavar: False  
Iteration: 64, Duration: 1765, LB: 12123362.408472128, (exp UB:4737328.707045045),  Gap: -155.91,  Fixed x: False,  Fixed thetavar: False  
Iteration: 65, Duration: 1795, LB: 12123362.901739074, (exp UB:6666861.573495064),  Gap: -81.85,  Fixed x: False,  Fixed thetavar: False  
Iteration: 66, Duration: 1823, LB: 12123363.972074153, (exp UB:6277800.347115669),  Gap: -93.11,  Fixed x: False,  Fixed thetavar: False  
Iteration: 67, Duration: 1850, LB: 12123363.98273349, (exp UB:5980349.643357238),  Gap: -102.72,  Fixed x: False,  Fixed thetavar: False  
Iteration: 68, Duration: 1881, LB: 12123363.98273814, (exp UB:5337805.873547064),  Gap: -127.12,  Fixed x: False,  Fixed thetavar: False  
Iteration: 69, Duration: 1915, LB: 12123363.991211925, (exp UB:9382186.58461991),  Gap: -29.22,  Fixed x: False,  Fixed thetavar: False  
Iteration: 70, Duration: 1942, LB: 12123363.991211925, (exp UB:7215177.054341283),  Gap: -68.03,  Fixed x: False,  Fixed thetavar: False  
Iteration: 71, Duration: 1970, LB: 12123363.991211925, (exp UB:5084589.043314695),  Gap: -138.43,  Fixed x: False,  Fixed thetavar: False  
Iteration: 72, Duration: 1999, LB: 12123363.991211925, (exp UB:8458424.071099289),  Gap: -43.33,  Fixed x: False,  Fixed thetavar: False  
Iteration: 73, Duration: 2030, LB: 12123363.991211925, (exp UB:6296632.23530717),  Gap: -92.54,  Fixed x: False,  Fixed thetavar: False  
Iteration: 74, Duration: 2059, LB: 12123363.991211925, (exp UB:8380835.347275258),  Gap: -44.66,  Fixed x: False,  Fixed thetavar: False  
Iteration: 75, Duration: 2087, LB: 12123363.991211925, (exp UB:7224890.075645153),  Gap: -67.80,  Fixed x: False,  Fixed thetavar: False  
Iteration: 76, Duration: 2118, LB: 12123363.991211925, (exp UB:6021130.28909827),  Gap: -101.35,  Fixed x: False,  Fixed thetavar: False  
Iteration: 77, Duration: 2147, LB: 12123363.991211925, (exp UB:7333313.632831875),  Gap: -65.32,  Fixed x: False,  Fixed thetavar: False  
Iteration: 78, Duration: 2185, LB: 12123363.991211925, (exp UB:5711809.087495031),  Gap: -112.25,  Fixed x: False,  Fixed thetavar: False  
Iteration: 79, Duration: 2215, LB: 12123363.991211925, (exp UB:5790126.808636213),  Gap: -109.38,  Fixed x: False,  Fixed thetavar: False  
Iteration: 80, Duration: 2245, LB: 12123363.991211925, (exp UB:5784933.262124659),  Gap: -109.57,  Fixed x: False,  Fixed thetavar: False  
Iteration: 81, Duration: 2274, LB: 12123363.991211925, (exp UB:6027567.845858282),  Gap: -101.13,  Fixed x: False,  Fixed thetavar: False  
Iteration: 82, Duration: 2305, LB: 12123363.991211925, (exp UB:5819856.746172418),  Gap: -108.31,  Fixed x: False,  Fixed thetavar: False  
Iteration: 83, Duration: 2336, LB: 12123363.991211925, (exp UB:7971239.790482933),  Gap: -52.09,  Fixed x: False,  Fixed thetavar: False  
Iteration: 84, Duration: 2368, LB: 12123363.991211925, (exp UB:3727626.52122724),  Gap: -225.23,  Fixed x: False,  Fixed thetavar: False  
Iteration: 85, Duration: 2398, LB: 12123363.991211925, (exp UB:5809251.116197128),  Gap: -108.69,  Fixed x: False,  Fixed thetavar: False  
Iteration: 86, Duration: 2430, LB: 12123363.991211925, (exp UB:7499323.993760612),  Gap: -61.66,  Fixed x: False,  Fixed thetavar: False  
Iteration: 87, Duration: 2463, LB: 12123363.991211925, (exp UB:7234494.729549602),  Gap: -67.58,  Fixed x: False,  Fixed thetavar: False  
Iteration: 88, Duration: 2492, LB: 12123363.991211925, (exp UB:4716980.532729596),  Gap: -157.02,  Fixed x: False,  Fixed thetavar: False  
Iteration: 89, Duration: 2530, LB: 12123363.991211925, (exp UB:5912636.706716286),  Gap: -105.04,  Fixed x: False,  Fixed thetavar: False  
Iteration: 90, Duration: 2562, LB: 12123363.991211925, (exp UB:5401901.503099861),  Gap: -124.43,  Fixed x: False,  Fixed thetavar: False  
Iteration: 91, Duration: 2597, LB: 12123363.991211925, (exp UB:6489971.804261958),  Gap: -86.80,  Fixed x: False,  Fixed thetavar: False  
Iteration: 92, Duration: 2628, LB: 12123363.991211925, (exp UB:5430644.266815482),  Gap: -123.24,  Fixed x: False,  Fixed thetavar: False  
Iteration: 93, Duration: 2659, LB: 12123363.991211925, (exp UB:5689216.368098178),  Gap: -113.09,  Fixed x: False,  Fixed thetavar: False  
Iteration: 94, Duration: 2691, LB: 12123363.991211925, (exp UB:6828143.354413685),  Gap: -77.55,  Fixed x: False,  Fixed thetavar: False  
Iteration: 95, Duration: 2725, LB: 12123363.991211925, (exp UB:6223241.656582027),  Gap: -94.81,  Fixed x: False,  Fixed thetavar: False  
Iteration: 96, Duration: 2759, LB: 12123363.991211925, (exp UB:7040197.684127741),  Gap: -72.20,  Fixed x: False,  Fixed thetavar: False  
Iteration: 97, Duration: 2793, LB: 12123363.991211925, (exp UB:4360025.7733324915),  Gap: -178.06,  Fixed x: False,  Fixed thetavar: False  
Iteration: 98, Duration: 2825, LB: 12123363.991211925, (exp UB:6435444.039921554),  Gap: -88.38,  Fixed x: False,  Fixed thetavar: False  
Iteration: 99, Duration: 2880, LB: 12123363.991211925, (exp UB:4106268.97139333),  Gap: -195.24,  Fixed x: False,  Fixed thetavar: False  
Iteration: 100, Duration: 2913, LB: 12123363.991211925, (exp UB:7071185.639870588),  Gap: -71.45,  Fixed x: False,  Fixed thetavar: False  
Iteration: 101, Duration: 2947, LB: 12123363.991211925, (exp UB:3897631.9381784815),  Gap: -211.04,  Fixed x: False,  Fixed thetavar: False  
Iteration: 102, Duration: 2989, LB: 12123363.991211925, (exp UB:6399175.318455165),  Gap: -89.45,  Fixed x: False,  Fixed thetavar: False  
Iteration: 103, Duration: 3022, LB: 12123363.991211925, (exp UB:5117009.071977147),  Gap: -136.92,  Fixed x: False,  Fixed thetavar: False  
