Start the SDDP algorithm 
Use Papadakos method to generate strong cuts: True 
Generate  cuts with linear relaxation: False 
Generate  WarmUp cuts in SDDP: True 
Generate  cuts with LBF: True 
Generate  cuts with two-stage solution: False 
Use valid inequalities: False 
Run SDDP in a single tree: False 
SDDP setting: 'JustYFix' 
Iteration: 1, Duration: 2155, LB: 1016053.1933101936, (exp UB:1634716.0612245512),  Gap: 37.85,  Fixed x: True,  Fixed thetavar: True  
Iteration: 2, Duration: 2166, LB: 1016053.2237556672, (exp UB:1015562.605132203),  Gap: -0.05,  Fixed x: True,  Fixed thetavar: True  
Change stage 1 problem to integer 
Iteration: 3, Duration: 2182, LB: 1016049.2458581934, (exp UB:1185191.8725798575),  Gap: 14.27,  Fixed x: True,  Fixed thetavar: True  
Iteration: 4, Duration: 2195, LB: 1016049.2408813469, (exp UB:1019699.3060234877),  Gap: 0.36,  Fixed x: True,  Fixed thetavar: True  
Iteration: 5, Duration: 2208, LB: 1016047.2736871392, (exp UB:1018219.8850027298),  Gap: 0.21,  Fixed x: True,  Fixed thetavar: True  
Iteration: 6, Duration: 2219, LB: 1016047.2783271137, (exp UB:1019633.152758766),  Gap: 0.35,  Fixed x: True,  Fixed thetavar: True  
Iteration: 7, Duration: 2231, LB: 1016047.6260848894, (exp UB:1016694.0990447168),  Gap: 0.06,  Fixed x: True,  Fixed thetavar: True  
Iteration: 8, Duration: 2249, LB: 1016354.1590138851, (exp UB:1017647.9941754201),  Gap: 0.13,  Fixed x: True,  Fixed thetavar: True  
Iteration: 9, Duration: 2269, LB: 1018889.0688807652, (exp UB:1018633.9511230431),  Gap: -0.03,  Fixed x: True,  Fixed thetavar: True  
Iteration: 10, Duration: 2292, LB: 1019062.9703535298, (exp UB:1020441.6596069195),  Gap: 0.14,  Fixed x: True,  Fixed thetavar: True  
Iteration: 11, Duration: 2323, LB: 1019415.2821025721, (exp UB:1023174.5277483463),  Gap: 0.37,  Fixed x: True,  Fixed thetavar: True  
Iteration: 12, Duration: 2355, LB: 1021182.896780257, (exp UB:1025883.2855240044),  Gap: 0.46,  Fixed x: True,  Fixed thetavar: True  
Iteration: 13, Duration: 2382, LB: 1027572.2907060696, (exp UB:1730749.0070246302),  Gap: 40.63,  Fixed x: True,  Fixed thetavar: True  
Iteration: 14, Duration: 2412, LB: 1028512.5947856684, (exp UB:1033477.4778126795),  Gap: 0.48,  Fixed x: True,  Fixed thetavar: True  
Iteration: 15, Duration: 2447, LB: 1029458.2138912885, (exp UB:1027329.1321502802),  Gap: -0.21,  Fixed x: True,  Fixed thetavar: True  
Iteration: 16, Duration: 2477, LB: 1029700.9609745706, (exp UB:1631590.1217172586),  Gap: 36.89,  Fixed x: True,  Fixed thetavar: True  
Iteration: 17, Duration: 2502, LB: 1029762.1044761365, (exp UB:1026283.4776836904),  Gap: -0.34,  Fixed x: True,  Fixed thetavar: True  
Iteration: 18, Duration: 2537, LB: 1031336.9544371873, (exp UB:1033418.3043018274),  Gap: 0.20,  Fixed x: True,  Fixed thetavar: True  
Iteration: 19, Duration: 2566, LB: 1031499.6379455819, (exp UB:1024596.2704608385),  Gap: -0.67,  Fixed x: True,  Fixed thetavar: True  
