Start the SDDP algorithm 
Use Papadakos method to generate strong cuts: True 
Generate  cuts with linear relaxation: False 
Generate  WarmUp cuts in SDDP: True 
Generate  cuts with LBF: True 
Generate  cuts with two-stage solution: False 
Use valid inequalities: False 
Run SDDP in a single tree: False 
SDDP setting: 'JustYFix' 
Iteration: 1, Duration: 385, LB: 170189.37915809892, (exp UB:164763.89549143222),  Gap: -3.29,  Fixed x: False,  Fixed thetavar: False  
Change stage 1 problem to integer 
Iteration: 2, Duration: 407, LB: 170189.53333333338, (exp UB:163814.5475333334),  Gap: -3.89,  Fixed x: False,  Fixed thetavar: False  
Iteration: 3, Duration: 428, LB: 170189.61033333337, (exp UB:162849.17853333338),  Gap: -4.51,  Fixed x: False,  Fixed thetavar: False  
Iteration: 4, Duration: 449, LB: 170189.5873333334, (exp UB:164707.09585000004),  Gap: -3.33,  Fixed x: False,  Fixed thetavar: False  
Iteration: 5, Duration: 472, LB: 170189.57733333332, (exp UB:167127.99018333328),  Gap: -1.83,  Fixed x: False,  Fixed thetavar: False  
Iteration: 6, Duration: 493, LB: 170189.64033333331, (exp UB:170452.94866666663),  Gap: 0.15,  Fixed x: False,  Fixed thetavar: False  
Iteration: 7, Duration: 515, LB: 170189.67933333333, (exp UB:176089.6509999999),  Gap: 3.35,  Fixed x: False,  Fixed thetavar: False  
Iteration: 8, Duration: 536, LB: 170189.87133333337, (exp UB:165443.94898749999),  Gap: -2.87,  Fixed x: False,  Fixed thetavar: False  
Iteration: 9, Duration: 558, LB: 170189.63433333332, (exp UB:174124.82933333324),  Gap: 2.26,  Fixed x: False,  Fixed thetavar: False  
Iteration: 10, Duration: 581, LB: 170189.65333333332, (exp UB:176540.07100000003),  Gap: 3.60,  Fixed x: False,  Fixed thetavar: False  
Iteration: 11, Duration: 604, LB: 170189.8573333333, (exp UB:167387.5596666666),  Gap: -1.67,  Fixed x: False,  Fixed thetavar: False  
Iteration: 12, Duration: 627, LB: 170189.6596733526, (exp UB:162528.7572),  Gap: -4.71,  Fixed x: False,  Fixed thetavar: False  
Iteration: 13, Duration: 650, LB: 170189.85389365483, (exp UB:168608.21620348786),  Gap: -0.94,  Fixed x: False,  Fixed thetavar: False  
Iteration: 14, Duration: 674, LB: 170189.9260876659, (exp UB:176040.09029738395),  Gap: 3.32,  Fixed x: False,  Fixed thetavar: False  
Iteration: 15, Duration: 697, LB: 170196.7739691286, (exp UB:175529.3536357953),  Gap: 3.04,  Fixed x: False,  Fixed thetavar: False  
Iteration: 16, Duration: 721, LB: 170198.34302229036, (exp UB:167387.972646793),  Gap: -1.68,  Fixed x: False,  Fixed thetavar: False  
Iteration: 17, Duration: 744, LB: 170200.71795870882, (exp UB:174739.25849610844),  Gap: 2.60,  Fixed x: False,  Fixed thetavar: False  
Iteration: 18, Duration: 769, LB: 170200.74484712223, (exp UB:169710.39047860488),  Gap: -0.29,  Fixed x: False,  Fixed thetavar: False  
Iteration: 19, Duration: 793, LB: 170197.959647775, (exp UB:173926.66101835555),  Gap: 2.14,  Fixed x: False,  Fixed thetavar: False  
Iteration: 20, Duration: 817, LB: 170196.30793369585, (exp UB:177252.11830995762),  Gap: 3.98,  Fixed x: False,  Fixed thetavar: False  
Iteration: 21, Duration: 843, LB: 170199.59181101387, (exp UB:162199.48058783694),  Gap: -4.93,  Fixed x: False,  Fixed thetavar: False  
Iteration: 22, Duration: 867, LB: 170198.79637597676, (exp UB:165453.39321418537),  Gap: -2.87,  Fixed x: False,  Fixed thetavar: False  
Iteration: 23, Duration: 892, LB: 170199.74402218332, (exp UB:172675.18011064437),  Gap: 1.43,  Fixed x: False,  Fixed thetavar: False  
Iteration: 24, Duration: 918, LB: 170199.76080425113, (exp UB:169973.00211064442),  Gap: -0.13,  Fixed x: False,  Fixed thetavar: False  
Iteration: 25, Duration: 943, LB: 170201.67313783316, (exp UB:167473.48489659288),  Gap: -1.63,  Fixed x: False,  Fixed thetavar: False  
Iteration: 26, Duration: 968, LB: 170201.74813783314, (exp UB:174172.1562201526),  Gap: 2.28,  Fixed x: False,  Fixed thetavar: False  
Iteration: 27, Duration: 995, LB: 170201.81168346817, (exp UB:165275.5303350455),  Gap: -2.98,  Fixed x: False,  Fixed thetavar: False  
Iteration: 28, Duration: 1020, LB: 170201.992270509, (exp UB:162511.25127491343),  Gap: -4.73,  Fixed x: False,  Fixed thetavar: False  
Iteration: 29, Duration: 1047, LB: 170199.40724093982, (exp UB:168688.59466370003),  Gap: -0.90,  Fixed x: False,  Fixed thetavar: False  
Iteration: 30, Duration: 1073, LB: 170201.85087694693, (exp UB:168191.20802870003),  Gap: -1.20,  Fixed x: False,  Fixed thetavar: False  
Iteration: 31, Duration: 1102, LB: 170201.9865517779, (exp UB:175986.50251034548),  Gap: 3.29,  Fixed x: False,  Fixed thetavar: False  
Iteration: 32, Duration: 1129, LB: 170213.12856365374, (exp UB:175652.83595525956),  Gap: 3.10,  Fixed x: False,  Fixed thetavar: False  
Iteration: 33, Duration: 1158, LB: 170213.19590773724, (exp UB:168201.16324067648),  Gap: -1.20,  Fixed x: False,  Fixed thetavar: False  
Iteration: 34, Duration: 1186, LB: 170214.89480287998, (exp UB:177950.77857881188),  Gap: 4.35,  Fixed x: False,  Fixed thetavar: False  
Iteration: 35, Duration: 1217, LB: 170214.31401520758, (exp UB:172883.81965323145),  Gap: 1.54,  Fixed x: False,  Fixed thetavar: False  
Iteration: 36, Duration: 1245, LB: 170216.88515954494, (exp UB:173353.83969274012),  Gap: 1.81,  Fixed x: False,  Fixed thetavar: False  
Iteration: 37, Duration: 1273, LB: 170216.4566993421, (exp UB:168418.00634393888),  Gap: -1.07,  Fixed x: False,  Fixed thetavar: False  
Iteration: 38, Duration: 1303, LB: 170216.9151595449, (exp UB:161601.22329204556),  Gap: -5.33,  Fixed x: False,  Fixed thetavar: False  
Iteration: 39, Duration: 1335, LB: 170216.96015954495, (exp UB:175563.34126875974),  Gap: 3.05,  Fixed x: False,  Fixed thetavar: False  
Iteration: 40, Duration: 1365, LB: 170216.9736316539, (exp UB:174479.39566209743),  Gap: 2.44,  Fixed x: False,  Fixed thetavar: False  
Iteration: 41, Duration: 1393, LB: 170216.9012547965, (exp UB:176071.91926774),  Gap: 3.33,  Fixed x: False,  Fixed thetavar: False  
Iteration: 42, Duration: 1423, LB: 170217.01644079058, (exp UB:173822.1991459078),  Gap: 2.07,  Fixed x: False,  Fixed thetavar: False  
Iteration: 43, Duration: 1452, LB: 170216.97260792844, (exp UB:173367.33790342044),  Gap: 1.82,  Fixed x: False,  Fixed thetavar: False  
Iteration: 44, Duration: 1488, LB: 170202.31357318442, (exp UB:173931.43239114137),  Gap: 2.14,  Fixed x: False,  Fixed thetavar: False  
Iteration: 45, Duration: 1519, LB: 170216.9437651511, (exp UB:163366.85164426197),  Gap: -4.19,  Fixed x: False,  Fixed thetavar: False  
Iteration: 46, Duration: 1551, LB: 170214.96477919948, (exp UB:172696.53427333286),  Gap: 1.44,  Fixed x: False,  Fixed thetavar: False  
Iteration: 47, Duration: 1583, LB: 170216.49343591987, (exp UB:168717.98226966293),  Gap: -0.89,  Fixed x: False,  Fixed thetavar: False  
Iteration: 48, Duration: 1616, LB: 170217.03494044428, (exp UB:173558.12085230087),  Gap: 1.93,  Fixed x: False,  Fixed thetavar: False  
Iteration: 49, Duration: 1653, LB: 170222.53064318112, (exp UB:166029.80673018386),  Gap: -2.53,  Fixed x: False,  Fixed thetavar: False  
Iteration: 50, Duration: 1688, LB: 170223.48491506456, (exp UB:169643.09417571832),  Gap: -0.34,  Fixed x: False,  Fixed thetavar: False  
Iteration: 51, Duration: 1720, LB: 170224.76891939188, (exp UB:167567.49303945544),  Gap: -1.59,  Fixed x: False,  Fixed thetavar: False  
Iteration: 52, Duration: 1753, LB: 170228.52455447338, (exp UB:174370.8002211399),  Gap: 2.38,  Fixed x: False,  Fixed thetavar: False  
Iteration: 53, Duration: 1786, LB: 170228.60155447316, (exp UB:174968.91632973996),  Gap: 2.71,  Fixed x: False,  Fixed thetavar: False  
Iteration: 54, Duration: 1820, LB: 170223.89311857632, (exp UB:174776.4389101388),  Gap: 2.60,  Fixed x: False,  Fixed thetavar: False  
Iteration: 55, Duration: 1857, LB: 170230.14462705993, (exp UB:174793.84292128362),  Gap: 2.61,  Fixed x: False,  Fixed thetavar: False  
Iteration: 56, Duration: 1892, LB: 170230.22062706, (exp UB:167768.36383872686),  Gap: -1.47,  Fixed x: False,  Fixed thetavar: False  
Iteration: 57, Duration: 1927, LB: 170230.31624139892, (exp UB:164090.64314619455),  Gap: -3.74,  Fixed x: False,  Fixed thetavar: False  
Iteration: 58, Duration: 1963, LB: 170230.36024139897, (exp UB:168975.89126061916),  Gap: -0.74,  Fixed x: False,  Fixed thetavar: False  
Iteration: 59, Duration: 1999, LB: 170230.4002413989, (exp UB:176238.63897571387),  Gap: 3.41,  Fixed x: False,  Fixed thetavar: False  
Iteration: 60, Duration: 2033, LB: 170230.3952413989, (exp UB:177032.2431142236),  Gap: 3.84,  Fixed x: False,  Fixed thetavar: False  
Iteration: 61, Duration: 2069, LB: 170230.43424139888, (exp UB:172689.37121251365),  Gap: 1.42,  Fixed x: False,  Fixed thetavar: False  
Iteration: 62, Duration: 2110, LB: 170230.4052413989, (exp UB:175075.5423328897),  Gap: 2.77,  Fixed x: False,  Fixed thetavar: False  
Iteration: 63, Duration: 2146, LB: 170230.4392413989, (exp UB:174028.90269653845),  Gap: 2.18,  Fixed x: False,  Fixed thetavar: False  
Iteration: 64, Duration: 2184, LB: 170230.44424139897, (exp UB:171521.98262182638),  Gap: 0.75,  Fixed x: False,  Fixed thetavar: False  
Iteration: 65, Duration: 2224, LB: 170230.47824139887, (exp UB:162011.66831220617),  Gap: -5.07,  Fixed x: False,  Fixed thetavar: False  
Iteration: 66, Duration: 2267, LB: 170230.39124139887, (exp UB:174913.976325123),  Gap: 2.68,  Fixed x: False,  Fixed thetavar: False  
Iteration: 67, Duration: 2306, LB: 170230.4352413989, (exp UB:174704.61007619894),  Gap: 2.56,  Fixed x: False,  Fixed thetavar: False  
Iteration: 68, Duration: 2346, LB: 170230.469241399, (exp UB:174137.97842801677),  Gap: 2.24,  Fixed x: False,  Fixed thetavar: False  
Iteration: 69, Duration: 2390, LB: 170230.47524139896, (exp UB:175747.1627275771),  Gap: 3.14,  Fixed x: False,  Fixed thetavar: False  
Iteration: 70, Duration: 2431, LB: 170230.46222360717, (exp UB:172983.23570866833),  Gap: 1.59,  Fixed x: False,  Fixed thetavar: False  
Iteration: 71, Duration: 2472, LB: 170230.5062236071, (exp UB:174092.84322925386),  Gap: 2.22,  Fixed x: False,  Fixed thetavar: False  
Iteration: 72, Duration: 2515, LB: 170230.52909259044, (exp UB:175985.52073410412),  Gap: 3.27,  Fixed x: False,  Fixed thetavar: False  
Iteration: 73, Duration: 2555, LB: 170230.53417097655, (exp UB:176777.4706858329),  Gap: 3.70,  Fixed x: False,  Fixed thetavar: False  
Iteration: 74, Duration: 2597, LB: 170230.5945189675, (exp UB:173825.6213786629),  Gap: 2.07,  Fixed x: False,  Fixed thetavar: False  
Iteration: 75, Duration: 2641, LB: 170230.6182608733, (exp UB:163423.99911299517),  Gap: -4.17,  Fixed x: False,  Fixed thetavar: False  
Iteration: 76, Duration: 2686, LB: 170230.49075898598, (exp UB:172261.5599551254),  Gap: 1.18,  Fixed x: False,  Fixed thetavar: False  
Iteration: 77, Duration: 2733, LB: 170230.49975898606, (exp UB:166910.71670760587),  Gap: -1.99,  Fixed x: False,  Fixed thetavar: False  
Iteration: 78, Duration: 2775, LB: 170230.54474638955, (exp UB:175373.2180562949),  Gap: 2.93,  Fixed x: False,  Fixed thetavar: False  
Iteration: 79, Duration: 2817, LB: 170230.56775898597, (exp UB:167163.05084751637),  Gap: -1.84,  Fixed x: False,  Fixed thetavar: False  
Iteration: 80, Duration: 2861, LB: 170230.70074638963, (exp UB:162825.06027701),  Gap: -4.55,  Fixed x: False,  Fixed thetavar: False  
Iteration: 81, Duration: 2909, LB: 170230.9079487503, (exp UB:175403.6184476422),  Gap: 2.95,  Fixed x: False,  Fixed thetavar: False  
Iteration: 82, Duration: 2953, LB: 170230.7621004968, (exp UB:173416.2613209794),  Gap: 1.84,  Fixed x: False,  Fixed thetavar: False  
Iteration: 83, Duration: 2997, LB: 170230.81610049677, (exp UB:165140.5179626995),  Gap: -3.08,  Fixed x: False,  Fixed thetavar: False  
Iteration: 84, Duration: 3042, LB: 170230.80010049674, (exp UB:176378.62944263828),  Gap: 3.49,  Fixed x: False,  Fixed thetavar: False  
Iteration: 85, Duration: 3089, LB: 170230.88310049684, (exp UB:172304.47984975425),  Gap: 1.20,  Fixed x: False,  Fixed thetavar: False  
Iteration: 86, Duration: 3141, LB: 170230.93310049677, (exp UB:167652.86797511068),  Gap: -1.54,  Fixed x: False,  Fixed thetavar: False  
Iteration: 87, Duration: 3189, LB: 170230.91317663388, (exp UB:166279.38635206968),  Gap: -2.38,  Fixed x: False,  Fixed thetavar: False  
Iteration: 88, Duration: 3237, LB: 170230.83870954966, (exp UB:175222.5643988361),  Gap: 2.85,  Fixed x: False,  Fixed thetavar: False  
Iteration: 89, Duration: 3284, LB: 170230.89270954963, (exp UB:176758.05477407202),  Gap: 3.69,  Fixed x: False,  Fixed thetavar: False  
Iteration: 90, Duration: 3333, LB: 170230.99290180684, (exp UB:170229.10619967338),  Gap: -0.00,  Fixed x: False,  Fixed thetavar: False  
Iteration: 91, Duration: 3382, LB: 170231.03999839653, (exp UB:175171.459902935),  Gap: 2.82,  Fixed x: False,  Fixed thetavar: False  
Iteration: 92, Duration: 3430, LB: 170230.79379082497, (exp UB:165551.29439339438),  Gap: -2.83,  Fixed x: False,  Fixed thetavar: False  
Iteration: 93, Duration: 3479, LB: 170230.962220161, (exp UB:165010.1844392182),  Gap: -3.16,  Fixed x: False,  Fixed thetavar: False  
Iteration: 94, Duration: 3530, LB: 170231.01084618253, (exp UB:174520.62577227998),  Gap: 2.46,  Fixed x: False,  Fixed thetavar: False  
Iteration: 95, Duration: 3580, LB: 170231.1838335861, (exp UB:165856.8501123336),  Gap: -2.64,  Fixed x: False,  Fixed thetavar: False  
Iteration: 96, Duration: 3636, LB: 170231.26200804464, (exp UB:176831.6373899815),  Gap: 3.73,  Fixed x: False,  Fixed thetavar: False  
Iteration: 97, Duration: 3689, LB: 170231.28628458714, (exp UB:164984.82315481614),  Gap: -3.18,  Fixed x: False,  Fixed thetavar: False  
Iteration: 98, Duration: 3741, LB: 170231.26782496728, (exp UB:171717.64423289726),  Gap: 0.87,  Fixed x: False,  Fixed thetavar: False  
Iteration: 99, Duration: 3792, LB: 170231.29383576126, (exp UB:170971.39481053245),  Gap: 0.43,  Fixed x: False,  Fixed thetavar: False  
Iteration: 100, Duration: 3842, LB: 170231.33183576126, (exp UB:169241.98581515954),  Gap: -0.58,  Fixed x: False,  Fixed thetavar: False  
Iteration: 101, Duration: 3893, LB: 170231.36385327682, (exp UB:173223.27356519614),  Gap: 1.73,  Fixed x: False,  Fixed thetavar: False  
Iteration: 102, Duration: 3946, LB: 170231.20245320688, (exp UB:167257.58607257192),  Gap: -1.78,  Fixed x: False,  Fixed thetavar: False  
Iteration: 103, Duration: 3999, LB: 170231.26045320684, (exp UB:176530.0714796291),  Gap: 3.57,  Fixed x: False,  Fixed thetavar: False  
Iteration: 104, Duration: 4054, LB: 170231.37772963196, (exp UB:163115.77915862005),  Gap: -4.36,  Fixed x: False,  Fixed thetavar: False  
Iteration: 105, Duration: 4114, LB: 170227.6052144055, (exp UB:173778.97677320417),  Gap: 2.04,  Fixed x: False,  Fixed thetavar: False  
Iteration: 106, Duration: 4167, LB: 170228.47630454984, (exp UB:176090.19793116284),  Gap: 3.33,  Fixed x: False,  Fixed thetavar: False  
Iteration: 107, Duration: 4228, LB: 170230.6778261307, (exp UB:174568.61865795119),  Gap: 2.48,  Fixed x: False,  Fixed thetavar: False  
Iteration: 108, Duration: 4282, LB: 170230.6630199741, (exp UB:166983.29833406094),  Gap: -1.94,  Fixed x: False,  Fixed thetavar: False  
Iteration: 109, Duration: 4337, LB: 170230.77312256937, (exp UB:169977.21361045307),  Gap: -0.15,  Fixed x: False,  Fixed thetavar: False  
Iteration: 110, Duration: 4392, LB: 170230.7479129679, (exp UB:175558.79836281925),  Gap: 3.03,  Fixed x: False,  Fixed thetavar: False  
