Start the SDDP algorithm 
Use Papadakos method to generate strong cuts: True 
Generate  cuts with linear relaxation: False 
Generate  WarmUp cuts in SDDP: True 
Generate  cuts with LBF: True 
Generate  cuts with two-stage solution: False 
Use valid inequalities: False 
Run SDDP in a single tree: False 
SDDP setting: 'JustYFix' 
Iteration: 1, Duration: 7582, LB: 1007933.3305484263, (exp UB:1153718.4173658553),  Gap: 12.64,  Fixed x: True,  Fixed thetavar: True  
Iteration: 2, Duration: 7605, LB: 1007933.3502298334, (exp UB:1008221.5232075069),  Gap: 0.03,  Fixed x: True,  Fixed thetavar: True  
Change stage 1 problem to integer 
Iteration: 3, Duration: 7632, LB: 1007871.5325483683, (exp UB:1008433.888803634),  Gap: 0.06,  Fixed x: True,  Fixed thetavar: True  
Iteration: 4, Duration: 7657, LB: 1007871.5327324579, (exp UB:1047409.7219328312),  Gap: 3.77,  Fixed x: True,  Fixed thetavar: True  
Iteration: 5, Duration: 7692, LB: 1007872.5275855862, (exp UB:1417380.3489624616),  Gap: 28.89,  Fixed x: True,  Fixed thetavar: True  
Iteration: 6, Duration: 7722, LB: 1007874.111272847, (exp UB:1011005.0512341734),  Gap: 0.31,  Fixed x: True,  Fixed thetavar: True  
Iteration: 7, Duration: 7753, LB: 1007871.5513255598, (exp UB:1009317.5287210392),  Gap: 0.14,  Fixed x: True,  Fixed thetavar: True  
Iteration: 8, Duration: 7792, LB: 1007871.6133782687, (exp UB:1009582.6798668524),  Gap: 0.17,  Fixed x: True,  Fixed thetavar: True  
Iteration: 9, Duration: 7829, LB: 1007871.5768926211, (exp UB:1010902.3552635673),  Gap: 0.30,  Fixed x: True,  Fixed thetavar: True  
Iteration: 10, Duration: 7863, LB: 1007873.7806521166, (exp UB:1011314.1124145591),  Gap: 0.34,  Fixed x: True,  Fixed thetavar: True  
Iteration: 11, Duration: 7914, LB: 1007871.7831633226, (exp UB:1063397.0897172415),  Gap: 5.22,  Fixed x: True,  Fixed thetavar: True  
Iteration: 12, Duration: 7965, LB: 1007871.6961633216, (exp UB:1008536.4371636027),  Gap: 0.07,  Fixed x: True,  Fixed thetavar: True  
Iteration: 13, Duration: 8017, LB: 1007872.051163321, (exp UB:1009300.0182400452),  Gap: 0.14,  Fixed x: True,  Fixed thetavar: True  
Iteration: 14, Duration: 8072, LB: 1007872.0847574596, (exp UB:1008598.8195212971),  Gap: 0.07,  Fixed x: True,  Fixed thetavar: True  
Iteration: 15, Duration: 8125, LB: 1007872.0927178982, (exp UB:1010797.50921002),  Gap: 0.29,  Fixed x: True,  Fixed thetavar: True  
Iteration: 16, Duration: 8183, LB: 1007883.0213633311, (exp UB:1009918.481539023),  Gap: 0.20,  Fixed x: True,  Fixed thetavar: True  
Iteration: 17, Duration: 8235, LB: 1007957.4647296027, (exp UB:1009275.6913589045),  Gap: 0.13,  Fixed x: True,  Fixed thetavar: True  
Iteration: 18, Duration: 8301, LB: 1007963.7840794941, (exp UB:1008720.0980059104),  Gap: 0.07,  Fixed x: True,  Fixed thetavar: True  
Iteration: 19, Duration: 8355, LB: 1008044.3985395168, (exp UB:1009580.0775347104),  Gap: 0.15,  Fixed x: True,  Fixed thetavar: True  
Iteration: 20, Duration: 8448, LB: 1008179.8260210662, (exp UB:1009481.4134901599),  Gap: 0.13,  Fixed x: True,  Fixed thetavar: True  
Iteration: 21, Duration: 8514, LB: 1008736.1266335179, (exp UB:1009637.0341825084),  Gap: 0.09,  Fixed x: True,  Fixed thetavar: True  
Iteration: 22, Duration: 8565, LB: 1009755.143696171, (exp UB:1012628.2565711694),  Gap: 0.28,  Fixed x: True,  Fixed thetavar: True  
Iteration: 23, Duration: 8620, LB: 1011978.794113286, (exp UB:1015979.1403875039),  Gap: 0.39,  Fixed x: True,  Fixed thetavar: True  
Iteration: 24, Duration: 8674, LB: 1012063.7198652338, (exp UB:1015052.598269708),  Gap: 0.29,  Fixed x: True,  Fixed thetavar: True  
Iteration: 25, Duration: 8728, LB: 1011990.2862533685, (exp UB:1013864.8836996873),  Gap: 0.18,  Fixed x: True,  Fixed thetavar: True  
Iteration: 26, Duration: 8783, LB: 1012075.5688556687, (exp UB:1014284.7451659),  Gap: 0.22,  Fixed x: True,  Fixed thetavar: True  
Iteration: 27, Duration: 8846, LB: 1012047.6857583763, (exp UB:1013796.348710592),  Gap: 0.17,  Fixed x: True,  Fixed thetavar: True  
Iteration: 28, Duration: 8903, LB: 1012173.8601301846, (exp UB:1013846.0491051412),  Gap: 0.16,  Fixed x: True,  Fixed thetavar: True  
Iteration: 29, Duration: 8961, LB: 1012172.766781763, (exp UB:1015455.4366031804),  Gap: 0.32,  Fixed x: True,  Fixed thetavar: True  
Iteration: 30, Duration: 9025, LB: 1012890.5509364811, (exp UB:1012321.5845757964),  Gap: -0.06,  Fixed x: True,  Fixed thetavar: True  
Iteration: 31, Duration: 9089, LB: 1012855.7356413761, (exp UB:1014787.3735111001),  Gap: 0.19,  Fixed x: True,  Fixed thetavar: True  
Iteration: 32, Duration: 9154, LB: 1012889.7688762676, (exp UB:1014275.7634008303),  Gap: 0.14,  Fixed x: True,  Fixed thetavar: True  
Iteration: 33, Duration: 9221, LB: 1012893.0551593606, (exp UB:1013459.7056435299),  Gap: 0.06,  Fixed x: True,  Fixed thetavar: True  
Iteration: 34, Duration: 9300, LB: 1012846.1610902663, (exp UB:1012243.075113524),  Gap: -0.06,  Fixed x: True,  Fixed thetavar: True  
Iteration: 35, Duration: 9371, LB: 1012898.1979621989, (exp UB:1012712.2177797686),  Gap: -0.02,  Fixed x: True,  Fixed thetavar: True  
Iteration: 36, Duration: 9445, LB: 1012914.8442305593, (exp UB:1011736.0635635129),  Gap: -0.12,  Fixed x: True,  Fixed thetavar: True  
Iteration: 37, Duration: 9551, LB: 1012926.9299569977, (exp UB:1014378.9928005781),  Gap: 0.14,  Fixed x: True,  Fixed thetavar: True  
Iteration: 38, Duration: 9628, LB: 1013153.5648526276, (exp UB:1014174.5789192588),  Gap: 0.10,  Fixed x: True,  Fixed thetavar: True  
Iteration: 39, Duration: 9704, LB: 1013155.3551757366, (exp UB:1014964.6171349846),  Gap: 0.18,  Fixed x: True,  Fixed thetavar: True  
Iteration: 40, Duration: 9782, LB: 1013154.8957799181, (exp UB:1014929.0096218267),  Gap: 0.17,  Fixed x: True,  Fixed thetavar: True  
Iteration: 41, Duration: 9859, LB: 1013155.9383336377, (exp UB:1014737.4638834329),  Gap: 0.16,  Fixed x: True,  Fixed thetavar: True  
Iteration: 42, Duration: 9950, LB: 1013446.8765514535, (exp UB:1015915.7975948426),  Gap: 0.24,  Fixed x: True,  Fixed thetavar: True  
Iteration: 43, Duration: 10031, LB: 1013508.2902078253, (exp UB:1014859.5910136537),  Gap: 0.13,  Fixed x: True,  Fixed thetavar: True  
Iteration: 44, Duration: 10116, LB: 1013662.1056645694, (exp UB:1014316.533192972),  Gap: 0.06,  Fixed x: True,  Fixed thetavar: True  
Iteration: 45, Duration: 10196, LB: 1013649.1851511586, (exp UB:1016949.1809976416),  Gap: 0.32,  Fixed x: True,  Fixed thetavar: True  
Iteration: 46, Duration: 10288, LB: 1013789.1646177281, (exp UB:1013286.3415678972),  Gap: -0.05,  Fixed x: True,  Fixed thetavar: True  
Iteration: 47, Duration: 10379, LB: 1013829.1830668653, (exp UB:1012911.4417752533),  Gap: -0.09,  Fixed x: True,  Fixed thetavar: True  
Iteration: 48, Duration: 10471, LB: 1013849.0636841385, (exp UB:1014240.4097597866),  Gap: 0.04,  Fixed x: True,  Fixed thetavar: True  
