Start the SDDP algorithm 
Use Papadakos method to generate strong cuts: True 
Generate  cuts with linear relaxation: False 
Generate  WarmUp cuts in SDDP: True 
Generate  cuts with LBF: True 
Generate  cuts with two-stage solution: False 
Use valid inequalities: False 
Run SDDP in a single tree: False 
SDDP setting: 'JustYFix' 
Iteration: 1, Duration: 190, LB: 53799724.27816083, (exp UB:43496963.0430245),  Gap: -23.69,  Fixed x: False,  Fixed thetavar: False  
Change stage 1 problem to integer 
Iteration: 2, Duration: 213, LB: 58884637.77720828, (exp UB:34407022.44596617),  Gap: -71.14,  Fixed x: False,  Fixed thetavar: False  
Iteration: 3, Duration: 232, LB: 58884637.78220836, (exp UB:22061978.13226636),  Gap: -166.91,  Fixed x: False,  Fixed thetavar: False  
Iteration: 4, Duration: 250, LB: 58884637.78320831, (exp UB:36115172.95275262),  Gap: -63.05,  Fixed x: False,  Fixed thetavar: False  
Iteration: 5, Duration: 270, LB: 58887731.34559499, (exp UB:46276296.29486334),  Gap: -27.25,  Fixed x: False,  Fixed thetavar: False  
Iteration: 6, Duration: 290, LB: 58931996.16679553, (exp UB:37001371.7746533),  Gap: -59.27,  Fixed x: False,  Fixed thetavar: False  
Iteration: 7, Duration: 312, LB: 59027200.22165188, (exp UB:63240366.59674006),  Gap: 6.66,  Fixed x: False,  Fixed thetavar: False  
Iteration: 8, Duration: 330, LB: 59036097.13095854, (exp UB:31360825.468973838),  Gap: -88.25,  Fixed x: False,  Fixed thetavar: False  
Iteration: 9, Duration: 347, LB: 59039511.834722765, (exp UB:26151760.92638051),  Gap: -125.76,  Fixed x: False,  Fixed thetavar: False  
Iteration: 10, Duration: 366, LB: 59040779.24250212, (exp UB:23354969.4428903),  Gap: -152.80,  Fixed x: False,  Fixed thetavar: False  
Iteration: 11, Duration: 385, LB: 59040807.27243762, (exp UB:26219226.37704071),  Gap: -125.18,  Fixed x: False,  Fixed thetavar: False  
Iteration: 12, Duration: 426, LB: 59040825.73050509, (exp UB:95008953.34888911),  Gap: 37.86,  Fixed x: False,  Fixed thetavar: False  
Iteration: 13, Duration: 447, LB: 59040825.73050509, (exp UB:26484681.156288832),  Gap: -122.92,  Fixed x: False,  Fixed thetavar: False  
Iteration: 14, Duration: 467, LB: 59040825.73050509, (exp UB:33427943.648761246),  Gap: -76.62,  Fixed x: False,  Fixed thetavar: False  
Iteration: 15, Duration: 489, LB: 59040825.73050509, (exp UB:27237290.47123891),  Gap: -116.76,  Fixed x: False,  Fixed thetavar: False  
Iteration: 16, Duration: 512, LB: 59040825.73050509, (exp UB:22581137.877656028),  Gap: -161.46,  Fixed x: False,  Fixed thetavar: False  
Iteration: 17, Duration: 529, LB: 59040825.73050509, (exp UB:32485383.880382128),  Gap: -81.75,  Fixed x: False,  Fixed thetavar: False  
Iteration: 18, Duration: 549, LB: 59040825.73050509, (exp UB:28780112.239835992),  Gap: -105.14,  Fixed x: False,  Fixed thetavar: False  
Iteration: 19, Duration: 573, LB: 59040825.73050509, (exp UB:64617684.535021216),  Gap: 8.63,  Fixed x: False,  Fixed thetavar: False  
Iteration: 20, Duration: 597, LB: 59040825.73050509, (exp UB:42814456.53950361),  Gap: -37.90,  Fixed x: False,  Fixed thetavar: False  
Iteration: 21, Duration: 619, LB: 59040825.73050509, (exp UB:49509732.224915475),  Gap: -19.25,  Fixed x: False,  Fixed thetavar: False  
Iteration: 22, Duration: 917, LB: 59040825.73050509, (exp UB:31842100.084024712),  Gap: -85.42,  Fixed x: False,  Fixed thetavar: False  
Iteration: 23, Duration: 940, LB: 59040825.73050509, (exp UB:24407676.473370783),  Gap: -141.89,  Fixed x: False,  Fixed thetavar: False  
Iteration: 24, Duration: 964, LB: 59040825.73050509, (exp UB:23355173.21209357),  Gap: -152.80,  Fixed x: False,  Fixed thetavar: False  
Iteration: 25, Duration: 987, LB: 59040825.73050509, (exp UB:40024347.72679637),  Gap: -47.51,  Fixed x: False,  Fixed thetavar: False  
Iteration: 26, Duration: 1008, LB: 59040825.73050509, (exp UB:30492104.35003228),  Gap: -93.63,  Fixed x: False,  Fixed thetavar: False  
Iteration: 27, Duration: 1034, LB: 59040825.73050509, (exp UB:41769161.69072074),  Gap: -41.35,  Fixed x: False,  Fixed thetavar: False  
Iteration: 28, Duration: 1055, LB: 59040825.73050509, (exp UB:34457512.488950446),  Gap: -71.34,  Fixed x: False,  Fixed thetavar: False  
Iteration: 29, Duration: 1076, LB: 59040825.73050509, (exp UB:29549809.451409556),  Gap: -99.80,  Fixed x: False,  Fixed thetavar: False  
Iteration: 30, Duration: 1101, LB: 59040825.73050509, (exp UB:34605491.23843588),  Gap: -70.61,  Fixed x: False,  Fixed thetavar: False  
Iteration: 31, Duration: 1120, LB: 59040825.73050509, (exp UB:43010234.50464004),  Gap: -37.27,  Fixed x: False,  Fixed thetavar: False  
