Start the SDDP algorithm 
Use Papadakos method to generate strong cuts: True 
Generate  cuts with linear relaxation: False 
Generate  WarmUp cuts in SDDP: True 
Generate  cuts with LBF: True 
Generate  cuts with two-stage solution: False 
Use valid inequalities: False 
Run SDDP in a single tree: False 
SDDP setting: 'JustYFix' 
Iteration: 1, Duration: 363, LB: 1673560.7526336496, (exp UB:23540376.77403064),  Gap: 92.89,  Fixed x: False,  Fixed thetavar: False  
Iteration: 2, Duration: 379, LB: 1673560.7526336496, (exp UB:27547185.730137974),  Gap: 93.92,  Fixed x: False,  Fixed thetavar: False  
Iteration: 3, Duration: 388, LB: 1673560.7526336496, (exp UB:40405782.35069756),  Gap: 95.86,  Fixed x: False,  Fixed thetavar: False  
Iteration: 4, Duration: 394, LB: 1673560.7526336496, (exp UB:21218603.237542883),  Gap: 92.11,  Fixed x: False,  Fixed thetavar: False  
Iteration: 5, Duration: 404, LB: 1673560.7526336496, (exp UB:17326700.547059886),  Gap: 90.34,  Fixed x: False,  Fixed thetavar: False  
Iteration: 6, Duration: 414, LB: 1673560.7526336496, (exp UB:21811688.339442946),  Gap: 92.33,  Fixed x: False,  Fixed thetavar: False  
Iteration: 7, Duration: 422, LB: 1673560.7526336496, (exp UB:11648686.403843328),  Gap: 85.63,  Fixed x: False,  Fixed thetavar: False  
Iteration: 8, Duration: 433, LB: 1673560.7526336496, (exp UB:20834375.809319157),  Gap: 91.97,  Fixed x: False,  Fixed thetavar: False  
Iteration: 9, Duration: 440, LB: 1673560.7526336496, (exp UB:24722354.394915663),  Gap: 93.23,  Fixed x: False,  Fixed thetavar: False  
Iteration: 10, Duration: 449, LB: 1673560.7526336496, (exp UB:37416639.00451799),  Gap: 95.53,  Fixed x: False,  Fixed thetavar: False  
Change stage 1 problem to integer 
Iteration: 11, Duration: 492, LB: 1673561.5116582583, (exp UB:8112762.375683969),  Gap: 79.37,  Fixed x: False,  Fixed thetavar: False  
Iteration: 12, Duration: 509, LB: 1673561.7156582829, (exp UB:20969473.138816465),  Gap: 92.02,  Fixed x: False,  Fixed thetavar: False  
Iteration: 13, Duration: 523, LB: 1673561.7226582563, (exp UB:16832767.016047865),  Gap: 90.06,  Fixed x: False,  Fixed thetavar: False  
Iteration: 14, Duration: 540, LB: 1673561.7376582723, (exp UB:14527484.874071103),  Gap: 88.48,  Fixed x: False,  Fixed thetavar: False  
Iteration: 15, Duration: 554, LB: 1673561.7546582546, (exp UB:14833683.018252498),  Gap: 88.72,  Fixed x: False,  Fixed thetavar: False  
Iteration: 16, Duration: 589, LB: 1673566.4958211372, (exp UB:17974306.36297224),  Gap: 90.69,  Fixed x: False,  Fixed thetavar: False  
Iteration: 17, Duration: 644, LB: 1673583.9648302747, (exp UB:14267045.654136699),  Gap: 88.27,  Fixed x: False,  Fixed thetavar: False  
Iteration: 18, Duration: 675, LB: 1673691.5332458934, (exp UB:9911939.31848868),  Gap: 83.11,  Fixed x: False,  Fixed thetavar: False  
Iteration: 19, Duration: 730, LB: 1680910.2990808054, (exp UB:14694105.01880343),  Gap: 88.56,  Fixed x: False,  Fixed thetavar: False  
Iteration: 20, Duration: 769, LB: 6523045.369525453, (exp UB:102007193.5128344),  Gap: 93.61,  Fixed x: False,  Fixed thetavar: False  
Iteration: 21, Duration: 794, LB: 6522977.0199995525, (exp UB:69042100.21191284),  Gap: 90.55,  Fixed x: False,  Fixed thetavar: False  
Iteration: 22, Duration: 812, LB: 6522977.0199995525, (exp UB:69608683.86090025),  Gap: 90.63,  Fixed x: False,  Fixed thetavar: False  
Iteration: 23, Duration: 843, LB: 6522997.942014185, (exp UB:89077990.61837554),  Gap: 92.68,  Fixed x: False,  Fixed thetavar: False  
Iteration: 24, Duration: 882, LB: 6522832.013363794, (exp UB:105122744.52266382),  Gap: 93.80,  Fixed x: False,  Fixed thetavar: False  
Iteration: 25, Duration: 945, LB: 6522977.091999533, (exp UB:66855363.443107925),  Gap: 90.24,  Fixed x: False,  Fixed thetavar: False  
Iteration: 26, Duration: 997, LB: 6522858.899717978, (exp UB:84253937.84169687),  Gap: 92.26,  Fixed x: False,  Fixed thetavar: False  
Iteration: 27, Duration: 1062, LB: 6522819.3238126645, (exp UB:140010127.13669723),  Gap: 95.34,  Fixed x: False,  Fixed thetavar: False  
Iteration: 28, Duration: 1105, LB: 6522819.330812659, (exp UB:88117865.54254411),  Gap: 92.60,  Fixed x: False,  Fixed thetavar: False  
Iteration: 29, Duration: 1161, LB: 6522799.550359921, (exp UB:139525255.96390194),  Gap: 95.33,  Fixed x: False,  Fixed thetavar: False  
