Start the SDDP algorithm 
Use Papadakos method to generate strong cuts: True 
Generate  cuts with linear relaxation: False 
Generate  WarmUp cuts in SDDP: True 
Generate  cuts with LBF: True 
Generate  cuts with two-stage solution: False 
Use valid inequalities: False 
Run SDDP in a single tree: False 
SDDP setting: 'JustYFix' 
Iteration: 1, Duration: 7388, LB: 1002634.4593877076, (exp UB:1257521.9156344456),  Gap: 20.27,  Fixed x: True,  Fixed thetavar: True  
Iteration: 2, Duration: 7409, LB: 1002634.46215494, (exp UB:1004939.0721508086),  Gap: 0.23,  Fixed x: True,  Fixed thetavar: True  
Change stage 1 problem to integer 
Iteration: 3, Duration: 7435, LB: 1002634.3558999354, (exp UB:1003640.0399436357),  Gap: 0.10,  Fixed x: True,  Fixed thetavar: True  
Iteration: 4, Duration: 7467, LB: 1002634.3660809359, (exp UB:1005230.3843598111),  Gap: 0.26,  Fixed x: True,  Fixed thetavar: True  
Iteration: 5, Duration: 7499, LB: 1002634.6258901833, (exp UB:1008117.094371939),  Gap: 0.54,  Fixed x: True,  Fixed thetavar: True  
Iteration: 6, Duration: 7531, LB: 1002634.3795012042, (exp UB:1004740.9806110985),  Gap: 0.21,  Fixed x: True,  Fixed thetavar: True  
Iteration: 7, Duration: 7560, LB: 1002679.2958542627, (exp UB:1003583.7822539359),  Gap: 0.09,  Fixed x: True,  Fixed thetavar: True  
Iteration: 8, Duration: 7598, LB: 1002634.4766859823, (exp UB:1006050.8237138188),  Gap: 0.34,  Fixed x: True,  Fixed thetavar: True  
Iteration: 9, Duration: 7629, LB: 1002634.3921844955, (exp UB:1002326.4124353236),  Gap: -0.03,  Fixed x: True,  Fixed thetavar: True  
Iteration: 10, Duration: 7674, LB: 1002634.5093876881, (exp UB:2175812.713271726),  Gap: 53.92,  Fixed x: True,  Fixed thetavar: True  
Iteration: 11, Duration: 7719, LB: 1002634.5153877105, (exp UB:1003726.8825335907),  Gap: 0.11,  Fixed x: True,  Fixed thetavar: True  
Iteration: 12, Duration: 7772, LB: 1002634.7413877235, (exp UB:1323742.6717331638),  Gap: 24.26,  Fixed x: True,  Fixed thetavar: True  
