Start the SDDP algorithm 
Use Papadakos method to generate strong cuts: True 
Generate  cuts with linear relaxation: False 
Generate  WarmUp cuts in SDDP: False 
Generate  cuts with LBF: True 
Generate  cuts with two-stage solution: False 
Use valid inequalities: False 
Run SDDP in a single tree: False 
SDDP setting: 'JustYFix' 
Iteration: 1, Duration: 43, LB: 5665203.885797657, (exp UB:6052501.1347707985),  Gap: 6.40,  Fixed x: False,  Fixed thetavar: False  
Iteration: 2, Duration: 50, LB: 5666102.267314474, (exp UB:4714617.43474823),  Gap: -20.18,  Fixed x: False,  Fixed thetavar: False  
Iteration: 3, Duration: 60, LB: 6744482.104688425, (exp UB:5857387.899192712),  Gap: -15.14,  Fixed x: False,  Fixed thetavar: False  
Iteration: 4, Duration: 71, LB: 6890263.788563195, (exp UB:7303058.378199493),  Gap: 5.65,  Fixed x: False,  Fixed thetavar: False  
Iteration: 5, Duration: 83, LB: 6895960.333989666, (exp UB:7334309.851562382),  Gap: 5.98,  Fixed x: False,  Fixed thetavar: False  
Iteration: 6, Duration: 93, LB: 6920559.850383732, (exp UB:8656167.349374069),  Gap: 20.05,  Fixed x: False,  Fixed thetavar: False  
Iteration: 7, Duration: 100, LB: 6925686.952400723, (exp UB:7389357.516116435),  Gap: 6.27,  Fixed x: False,  Fixed thetavar: False  
Iteration: 8, Duration: 114, LB: 7195147.542686222, (exp UB:7628641.4011197975),  Gap: 5.68,  Fixed x: False,  Fixed thetavar: False  
Iteration: 9, Duration: 128, LB: 7243462.769627566, (exp UB:9177460.321999323),  Gap: 21.07,  Fixed x: False,  Fixed thetavar: False  
Iteration: 10, Duration: 144, LB: 8145208.337880669, (exp UB:7956266.978315544),  Gap: -2.37,  Fixed x: False,  Fixed thetavar: False  
Iteration: 11, Duration: 159, LB: 8285816.757400581, (exp UB:12512016.04089728),  Gap: 33.78,  Fixed x: False,  Fixed thetavar: False  
Iteration: 12, Duration: 171, LB: 8293643.288955724, (exp UB:6901473.932995696),  Gap: -20.17,  Fixed x: False,  Fixed thetavar: False  
Iteration: 13, Duration: 187, LB: 8532446.3402876, (exp UB:15841896.26413455),  Gap: 46.14,  Fixed x: False,  Fixed thetavar: False  
Iteration: 14, Duration: 199, LB: 8533932.998484347, (exp UB:9249005.767077334),  Gap: 7.73,  Fixed x: False,  Fixed thetavar: False  
Iteration: 15, Duration: 212, LB: 8595883.964331567, (exp UB:8266399.691934032),  Gap: -3.99,  Fixed x: False,  Fixed thetavar: False  
Iteration: 16, Duration: 229, LB: 8628592.063819602, (exp UB:8930267.188986707),  Gap: 3.38,  Fixed x: False,  Fixed thetavar: False  
Iteration: 17, Duration: 241, LB: 8628629.090024412, (exp UB:13561079.851399459),  Gap: 36.37,  Fixed x: False,  Fixed thetavar: False  
Iteration: 18, Duration: 253, LB: 8629143.581258379, (exp UB:10892086.689228596),  Gap: 20.78,  Fixed x: False,  Fixed thetavar: False  
Iteration: 19, Duration: 265, LB: 8663375.38223177, (exp UB:6863134.093453424),  Gap: -26.23,  Fixed x: False,  Fixed thetavar: False  
Iteration: 20, Duration: 283, LB: 8731659.586495172, (exp UB:9589743.660290731),  Gap: 8.95,  Fixed x: False,  Fixed thetavar: False  
Iteration: 21, Duration: 297, LB: 8735502.746771747, (exp UB:10678655.774171712),  Gap: 18.20,  Fixed x: False,  Fixed thetavar: False  
Iteration: 22, Duration: 314, LB: 8761467.2271778, (exp UB:18197492.105909858),  Gap: 51.85,  Fixed x: False,  Fixed thetavar: False  
Iteration: 23, Duration: 333, LB: 8802957.17445867, (exp UB:12523346.062570315),  Gap: 29.71,  Fixed x: False,  Fixed thetavar: False  
Iteration: 24, Duration: 351, LB: 8803310.143555466, (exp UB:27167552.68184312),  Gap: 67.60,  Fixed x: False,  Fixed thetavar: False  
Iteration: 25, Duration: 368, LB: 8803738.946057275, (exp UB:7508935.099959298),  Gap: -17.24,  Fixed x: False,  Fixed thetavar: False  
Iteration: 26, Duration: 384, LB: 8827667.118550163, (exp UB:8632179.771428853),  Gap: -2.26,  Fixed x: False,  Fixed thetavar: False  
Iteration: 27, Duration: 404, LB: 8828696.4409727, (exp UB:9058574.670518422),  Gap: 2.54,  Fixed x: False,  Fixed thetavar: False  
Iteration: 28, Duration: 420, LB: 8828703.618151024, (exp UB:8654989.15613533),  Gap: -2.01,  Fixed x: False,  Fixed thetavar: False  
Iteration: 29, Duration: 436, LB: 8828721.19657561, (exp UB:7834693.96728008),  Gap: -12.69,  Fixed x: False,  Fixed thetavar: False  
Iteration: 30, Duration: 451, LB: 8828769.215543404, (exp UB:7232284.652924266),  Gap: -22.07,  Fixed x: False,  Fixed thetavar: False  
Iteration: 31, Duration: 467, LB: 8828947.360129565, (exp UB:7501669.15807342),  Gap: -17.69,  Fixed x: False,  Fixed thetavar: False  
Iteration: 32, Duration: 491, LB: 8832237.740445113, (exp UB:8863500.63932829),  Gap: 0.35,  Fixed x: False,  Fixed thetavar: False  
Iteration: 33, Duration: 507, LB: 8834024.853064224, (exp UB:16884132.946866132),  Gap: 47.68,  Fixed x: False,  Fixed thetavar: False  
Iteration: 34, Duration: 524, LB: 8834518.72698081, (exp UB:7078918.75726035),  Gap: -24.80,  Fixed x: False,  Fixed thetavar: False  
Iteration: 35, Duration: 544, LB: 8835362.91115097, (exp UB:15083992.864073059),  Gap: 41.43,  Fixed x: False,  Fixed thetavar: False  
Iteration: 36, Duration: 563, LB: 8837888.789935023, (exp UB:9918867.319097651),  Gap: 10.90,  Fixed x: False,  Fixed thetavar: False  
Iteration: 37, Duration: 582, LB: 8838481.379511958, (exp UB:8340730.686549255),  Gap: -5.97,  Fixed x: False,  Fixed thetavar: False  
Iteration: 38, Duration: 601, LB: 8838497.602494456, (exp UB:6321789.743556115),  Gap: -39.81,  Fixed x: False,  Fixed thetavar: False  
Iteration: 39, Duration: 624, LB: 8845720.384929016, (exp UB:7609046.757844645),  Gap: -16.25,  Fixed x: False,  Fixed thetavar: False  
Iteration: 40, Duration: 650, LB: 8847657.313247755, (exp UB:8210299.546941259),  Gap: -7.76,  Fixed x: False,  Fixed thetavar: False  
Iteration: 41, Duration: 674, LB: 8850528.466337882, (exp UB:10725878.457915481),  Gap: 17.48,  Fixed x: False,  Fixed thetavar: False  
Iteration: 42, Duration: 699, LB: 8850806.966845993, (exp UB:7403254.239068102),  Gap: -19.55,  Fixed x: False,  Fixed thetavar: False  
Iteration: 43, Duration: 725, LB: 8851870.311686723, (exp UB:8230214.598868994),  Gap: -7.55,  Fixed x: False,  Fixed thetavar: False  
