Start the SDDP algorithm 
Use Papadakos method to generate strong cuts: True 
Generate  cuts with linear relaxation: False 
Generate  WarmUp cuts in SDDP: True 
Generate  cuts with LBF: True 
Generate  cuts with two-stage solution: False 
Use valid inequalities: False 
Run SDDP in a single tree: False 
SDDP setting: 'JustYFix' 
Iteration: 1, Duration: 4787, LB: 1007369.6226095059, (exp UB:1365710.4721061606),  Gap: 26.24,  Fixed x: True,  Fixed thetavar: True  
Iteration: 2, Duration: 4812, LB: 1007369.6498611731, (exp UB:1007869.577150256),  Gap: 0.05,  Fixed x: True,  Fixed thetavar: True  
Change stage 1 problem to integer 
Iteration: 3, Duration: 4837, LB: 1007305.280308886, (exp UB:1007157.9535274477),  Gap: -0.01,  Fixed x: True,  Fixed thetavar: True  
Iteration: 4, Duration: 4862, LB: 1007351.4392134291, (exp UB:1007588.6451388416),  Gap: 0.02,  Fixed x: True,  Fixed thetavar: True  
Iteration: 5, Duration: 4885, LB: 1007283.0007213035, (exp UB:1010881.1816808082),  Gap: 0.36,  Fixed x: True,  Fixed thetavar: True  
Iteration: 6, Duration: 4912, LB: 1007321.0863921345, (exp UB:1008225.9106588835),  Gap: 0.09,  Fixed x: True,  Fixed thetavar: True  
Iteration: 7, Duration: 4935, LB: 1007283.0045851506, (exp UB:1010768.3364315726),  Gap: 0.34,  Fixed x: True,  Fixed thetavar: True  
Iteration: 8, Duration: 4958, LB: 1007284.5417499248, (exp UB:1010364.0008790274),  Gap: 0.30,  Fixed x: True,  Fixed thetavar: True  
Iteration: 9, Duration: 4984, LB: 1007283.0177165972, (exp UB:1009879.2958869155),  Gap: 0.26,  Fixed x: True,  Fixed thetavar: True  
Iteration: 10, Duration: 5013, LB: 1007284.5541200035, (exp UB:1145177.4271097053),  Gap: 12.04,  Fixed x: True,  Fixed thetavar: True  
Iteration: 11, Duration: 5038, LB: 1007283.0263519459, (exp UB:1007247.1524289964),  Gap: -0.00,  Fixed x: True,  Fixed thetavar: True  
Iteration: 12, Duration: 5064, LB: 1007284.5543696687, (exp UB:1011429.6890952073),  Gap: 0.41,  Fixed x: True,  Fixed thetavar: True  
Iteration: 13, Duration: 5098, LB: 1007283.0305700081, (exp UB:1040828.8752008996),  Gap: 3.22,  Fixed x: True,  Fixed thetavar: True  
Iteration: 14, Duration: 5128, LB: 1007283.0865487532, (exp UB:1009521.8435970452),  Gap: 0.22,  Fixed x: True,  Fixed thetavar: True  
Iteration: 15, Duration: 5157, LB: 1007307.9175190085, (exp UB:1008493.0494507598),  Gap: 0.12,  Fixed x: True,  Fixed thetavar: True  
Iteration: 16, Duration: 5187, LB: 1007283.6529436745, (exp UB:1267776.5547282589),  Gap: 20.55,  Fixed x: True,  Fixed thetavar: True  
Iteration: 17, Duration: 5218, LB: 1007283.186548752, (exp UB:1009082.3813960887),  Gap: 0.18,  Fixed x: True,  Fixed thetavar: True  
Iteration: 18, Duration: 5284, LB: 1007569.7464680235, (exp UB:1010325.987199907),  Gap: 0.27,  Fixed x: True,  Fixed thetavar: True  
Iteration: 19, Duration: 5353, LB: 1007589.6058193017, (exp UB:1008497.118433516),  Gap: 0.09,  Fixed x: True,  Fixed thetavar: True  
Iteration: 20, Duration: 5415, LB: 1007636.7436063224, (exp UB:1012229.8989490183),  Gap: 0.45,  Fixed x: True,  Fixed thetavar: True  
Iteration: 21, Duration: 5480, LB: 1007620.2069926991, (exp UB:1010109.8397972322),  Gap: 0.25,  Fixed x: True,  Fixed thetavar: True  
Iteration: 22, Duration: 5547, LB: 1007690.5515914169, (exp UB:1016821.0948254295),  Gap: 0.90,  Fixed x: True,  Fixed thetavar: True  
Iteration: 23, Duration: 5615, LB: 1007719.3893630774, (exp UB:1010086.1708010024),  Gap: 0.23,  Fixed x: True,  Fixed thetavar: True  
Iteration: 24, Duration: 5679, LB: 1007755.8329853194, (exp UB:1012100.1252634897),  Gap: 0.43,  Fixed x: True,  Fixed thetavar: True  
Iteration: 25, Duration: 5749, LB: 1008033.7054737543, (exp UB:1010452.505523396),  Gap: 0.24,  Fixed x: True,  Fixed thetavar: True  
Iteration: 26, Duration: 5831, LB: 1008148.6379332686, (exp UB:1009876.0014903072),  Gap: 0.17,  Fixed x: True,  Fixed thetavar: True  
Iteration: 27, Duration: 5928, LB: 1008140.991547688, (exp UB:1008675.2731478803),  Gap: 0.05,  Fixed x: True,  Fixed thetavar: True  
Iteration: 28, Duration: 6012, LB: 1008299.8655434728, (exp UB:1009939.4921339169),  Gap: 0.16,  Fixed x: True,  Fixed thetavar: True  
Iteration: 29, Duration: 6107, LB: 1008713.6058409282, (exp UB:1012458.9118237834),  Gap: 0.37,  Fixed x: True,  Fixed thetavar: True  
Iteration: 30, Duration: 6212, LB: 1008864.1464580472, (exp UB:1010312.3569523344),  Gap: 0.14,  Fixed x: True,  Fixed thetavar: True  
Iteration: 31, Duration: 6298, LB: 1009505.9987014539, (exp UB:1011730.23708085),  Gap: 0.22,  Fixed x: True,  Fixed thetavar: True  
Iteration: 32, Duration: 6396, LB: 1009642.2428424215, (exp UB:1011713.0582061114),  Gap: 0.20,  Fixed x: True,  Fixed thetavar: True  
Iteration: 33, Duration: 6492, LB: 1010049.7927991482, (exp UB:1016949.1026336441),  Gap: 0.68,  Fixed x: True,  Fixed thetavar: True  
Iteration: 34, Duration: 6596, LB: 1010166.3201740908, (exp UB:1011558.3660442571),  Gap: 0.14,  Fixed x: True,  Fixed thetavar: True  
Iteration: 35, Duration: 6706, LB: 1010168.3017637781, (exp UB:1012622.0239247609),  Gap: 0.24,  Fixed x: True,  Fixed thetavar: True  
Iteration: 36, Duration: 6820, LB: 1010665.0142952816, (exp UB:1011601.0100906767),  Gap: 0.09,  Fixed x: True,  Fixed thetavar: True  
Iteration: 37, Duration: 6927, LB: 1010673.951573991, (exp UB:1009876.9610980727),  Gap: -0.08,  Fixed x: True,  Fixed thetavar: True  
Iteration: 38, Duration: 7039, LB: 1010859.3090712671, (exp UB:1012216.2159766178),  Gap: 0.13,  Fixed x: True,  Fixed thetavar: True  
Iteration: 39, Duration: 7168, LB: 1011233.5769348394, (exp UB:1012552.4686565719),  Gap: 0.13,  Fixed x: True,  Fixed thetavar: True  
Iteration: 40, Duration: 7309, LB: 1011272.1292099118, (exp UB:1018101.2715702644),  Gap: 0.67,  Fixed x: True,  Fixed thetavar: True  
Iteration: 41, Duration: 7432, LB: 1011414.3872663596, (exp UB:1012932.4595074021),  Gap: 0.15,  Fixed x: True,  Fixed thetavar: True  
Iteration: 42, Duration: 7557, LB: 1011517.1898910735, (exp UB:1013604.1773728167),  Gap: 0.21,  Fixed x: True,  Fixed thetavar: True  
Iteration: 43, Duration: 7670, LB: 1011550.1066996339, (exp UB:1012508.4204272617),  Gap: 0.09,  Fixed x: True,  Fixed thetavar: True  
Iteration: 44, Duration: 7782, LB: 1011774.5316307016, (exp UB:1020262.3902493607),  Gap: 0.83,  Fixed x: True,  Fixed thetavar: True  
Iteration: 45, Duration: 7910, LB: 1011911.554286062, (exp UB:1012032.3424783566),  Gap: 0.01,  Fixed x: True,  Fixed thetavar: True  
Iteration: 46, Duration: 8060, LB: 1012227.2773251762, (exp UB:1012899.9633084465),  Gap: 0.07,  Fixed x: True,  Fixed thetavar: True  
Iteration: 47, Duration: 8193, LB: 1012586.5801638572, (exp UB:1015096.9648598083),  Gap: 0.25,  Fixed x: True,  Fixed thetavar: True  
Iteration: 48, Duration: 8322, LB: 1012769.7866497779, (exp UB:1020391.0020004716),  Gap: 0.75,  Fixed x: True,  Fixed thetavar: True  
Iteration: 49, Duration: 8454, LB: 1013172.5538114506, (exp UB:1012612.8994683329),  Gap: -0.06,  Fixed x: True,  Fixed thetavar: True  
Iteration: 50, Duration: 8575, LB: 1013172.8808221879, (exp UB:1014677.9477895106),  Gap: 0.15,  Fixed x: True,  Fixed thetavar: True  
Iteration: 51, Duration: 8710, LB: 1013211.475425719, (exp UB:1015393.365918041),  Gap: 0.21,  Fixed x: True,  Fixed thetavar: True  
Iteration: 52, Duration: 8836, LB: 1013228.8958767403, (exp UB:1021665.353275918),  Gap: 0.83,  Fixed x: True,  Fixed thetavar: True  
Iteration: 53, Duration: 8975, LB: 1013422.9442951167, (exp UB:1012936.9631393718),  Gap: -0.05,  Fixed x: True,  Fixed thetavar: True  
Iteration: 54, Duration: 9109, LB: 1013452.0851801337, (exp UB:1013003.5975735674),  Gap: -0.04,  Fixed x: True,  Fixed thetavar: True  
Iteration: 55, Duration: 9256, LB: 1013867.4008402237, (exp UB:1015244.4408210487),  Gap: 0.14,  Fixed x: True,  Fixed thetavar: True  
Iteration: 56, Duration: 9453, LB: 1013999.8916554785, (exp UB:1015942.8747012807),  Gap: 0.19,  Fixed x: True,  Fixed thetavar: True  
Iteration: 57, Duration: 9618, LB: 1014111.133377851, (exp UB:1014948.3904226185),  Gap: 0.08,  Fixed x: True,  Fixed thetavar: True  
Iteration: 58, Duration: 9792, LB: 1014265.0790058267, (exp UB:1013841.2351121758),  Gap: -0.04,  Fixed x: True,  Fixed thetavar: True  
Iteration: 59, Duration: 9956, LB: 1014509.3116631063, (exp UB:1018133.6036802686),  Gap: 0.36,  Fixed x: True,  Fixed thetavar: True  
Iteration: 60, Duration: 10096, LB: 1014415.7379614027, (exp UB:1012533.6798626846),  Gap: -0.19,  Fixed x: True,  Fixed thetavar: True  
